Rank,Name,Age,YTD,Singles,Doubles,Career
447,Olle Wallin,24,32340.0,29400.0,2940.0,49295.0
448,Cyril Vandermeersch,26,24774.0,21452.0,3322.0,51239.0
449,Alexander Binda,24,,,,
450,Lorenzo Joaquin Rodriguez,26,30130.0,24572.0,5558.0,75864.0
451,Bernabe Zapata Miralles,28,42863.0,42073.0,790.0,2598375.0
452,Stefano Napolitano,30,134681.0,131221.0,3460.0,1023237.0
453,Yanki Erel,25,21004.0,20142.0,862.0,125463.0
454,Thanasi Kokkinakis,29,155723.0,143435.0,12288.0,4661450.0
455,Dali Blanch,22,27637.0,23931.0,3706.0,76694.0
456,Gianmarco Ferrari,25,23456.0,21704.0,1752.0,128326.0
457,Svyatoslav Gulin,23,21099.0,18619.0,2480.0,74036.0
458,Giovanni Fonio,27,31264.0,29960.0,1304.0,209237.0
459,Olaf Pieczkowski,21,23374.0,21732.0,1642.0,64058.0
460,Maxim Zhukov,20,26768.0,23826.0,2942.0,51097.0
461,Andrew Fenty,25,35273.0,25143.0,10130.0,62694.0
462,Andrey Chepelev,27,23429.0,21995.0,1434.0,149248.0
463,Marvin Moeller,26,24184.0,23894.0,290.0,156515.0
464,Mateus Alves,24,55584.0,41412.0,14172.0,244659.0
465,Pavel Kotov,27,234446.0,233256.0,1190.0,2100368.0
466,Eduardo Ribeiro,27,33753.0,24950.0,8803.0,133651.0
467,Enrico Dalla Valle,27,40168.0,37011.0,3157.0,205300.0
468,James Story,24,52654.0,45923.0,6731.0,65866.0
469,Ognjen Milic,18,15963.0,15813.0,150.0,16895.0
470,Hiroki Moriya,35,28471.0,27316.0,1155.0,1087651.0
471,Karan Singh,22,36412.0,29910.0,6502.0,77290.0
472,Carlos Lopez Montagud,25,30525.0,27153.0,3372.0,132687.0
473,Takuya Kumasaka,27,22476.0,21351.0,1125.0,57124.0
474,Juan Estevez,20,24147.0,21809.0,2338.0,44319.0
475,Eric Vanshelboim,24,30463.0,24818.0,5645.0,136806.0
476,Jake Delaney,28,34590.0,24341.0,10249.0,111963.0
477,Pedro Vives Marcos,24,21143.0,16922.0,4221.0,67841.0
478,Filippo Moroni,24,21060.0,16986.0,4074.0,37219.0
479,Lukas Pokorny,23,42263.0,24437.0,17826.0,115527.0
480,Filip Peliwo,31,26746.0,24397.0,2349.0,424569.0
481,Laurent Lokoli,31,22670.0,21770.0,900.0,641905.0
482,Nikolay Vylegzhanin,25,25712.0,25025.0,687.0,64337.0
483,Mirza Basic,34,23891.0,18412.0,5479.0,1293675.0
484,Edward Winter,21,44648.0,42564.0,2084.0,178360.0
485,Pietro Fellin,24,21068.0,19365.0,1703.0,30728.0
486,Soonwoo Kwon,28,20878.0,18036.0,2842.0,3107061.0
487,Yan Bai,36,40699.0,40289.0,410.0,476011.0
488,Tsung-Hao Huang,26,45888.0,25783.0,20105.0,113260.0
489,Tadeas Paroulek,25,25834.0,21892.0,3942.0,64356.0
490,Blaise Bicknell,24,23458.0,23264.0,194.0,78756.0
491,Joao Eduardo Schiessl,21,29285.0,24684.0,4601.0,60940.0
492,Eero Vasa,28,33992.0,24786.0,9206.0,88335.0
493,Alexander Weis,28,24643.0,21428.0,3215.0,185212.0
494,Jack Loge,21,21466.0,19948.0,1518.0,39747.0
495,Lui Maxted,22,37166.0,18095.0,19071.0,47059.0
496,Aristotelis Thanos,24,22609.0,22124.0,485.0,60410.0
497,Branko Djuric,20,19383.0,18909.0,474.0,43569.0
498,Alexander Ritschard,31,55258.0,55258.0,0.0,783342.0
499,Bor Artnak,21,19570.0,18643.0,927.0,69311.0
500,Vladyslav Orlov,30,33476.0,21704.0,11772.0,199227.0
501,Jay Friend,22,19223.0,18758.0,465.0,24962.0
502,Maxime Janvier,29,45430.0,41820.0,3610.0,1002756.0
503,Tristan McCormick,26,29318.0,25936.0,3382.0,72825.0
504,Nicolas Arseneault,18,63225.0,50114.0,13111.0,74135.0
505,Sean Cuenin,21,19355.0,18589.0,766.0,73768.0
506,Tibo Colson,25,28015.0,22445.0,5570.0,81645.0
507,Alex Marti Pujolras,26,27047.0,23367.0,3680.0,132536.0
508,Stefan Palosi,25,19584.0,18205.0,1379.0,80337.0
509,Dominik Koepfer,31,100021.0,100021.0,0.0,3641907.0
510,Henry Bernet,18,52254.0,49180.0,3074.0,79567.0
511,Blake Ellis,26,81852.0,65703.0,16149.0,292846.0
512,Andrea Guerrieri,27,19413.0,18635.0,778.0,84777.0
513,Egor Agafonov,23,25864.0,19953.0,5911.0,73873.0
514,Renzo Olivo,33,31323.0,27292.0,4031.0,1461638.0
515,Ryan Nijboer,26,37000.0,34059.0,2941.0,169790.0
516,Gregoire Barrere,31,105529.0,93745.0,11784.0,3090067.0
517,Thomas Faurel,19,19328.0,19136.0,192.0,44288.0
518,Stefan Adrian Andreescu,24,21335.0,18749.0,2586.0,34822.0
519,Matthew Dellavedova,25,53040.0,52943.0,97.0,143771.0
520,Daniel Masur,31,60441.0,47842.0,12599.0,807740.0
521,Philip Sekulic,22,26664.0,26084.0,580.0,246245.0
522,Mukund Sasikumar,28,22031.0,21156.0,875.0,262351.0
523,Dhakshineswar Suresh,25,25955.0,18749.0,7206.0,42867.0
524,Samuele Pieri,23,17844.0,16803.0,1041.0,39170.0
525,Carl Emil Overbeck,24,19507.0,15616.0,3891.0,28509.0
526,Valerio Aboian,23,22210.0,17304.0,4906.0,111157.0
527,Ryuki Matsuda,26,38892.0,24770.0,14122.0,96567.0
528,Sergio Callejon Hernando,21,20239.0,18117.0,2122.0,30192.0
529,Tommaso Compagnucci,26,24593.0,21185.0,3408.0,81921.0
530,Khumoyun Sultanov,27,90899.0,87310.0,3589.0,261822.0
531,Oleksandr Ovcharenko,24,33153.0,24868.0,8285.0,115378.0
532,Alberto Barroso Campos,29,35027.0,21502.0,13525.0,153297.0
533,Bruno Kuzuhara,21,25431.0,22206.0,3225.0,178410.0
534,Tristan Lamasine,32,19965.0,17344.0,2621.0,640110.0
535,Leo Borg,22,37509.0,35103.0,2406.0,161812.0
536,Dennis Novak,32,23673.0,21382.0,2291.0,2032356.0
537,Masamichi Imamura,27,44136.0,30902.0,13234.0,103522.0
538,Sebastian Gima,23,27095.0,24886.0,2209.0,91129.0
539,Cannon Kingsley,24,27298.0,24702.0,2596.0,118751.0
540,Peter Fajta,23,15030.0,14653.0,377.0,68463.0
541,Georgii Kravchenko,25,20596.0,16667.0,3929.0,100636.0
542,Fares Zakaria,24,21511.0,18833.0,2678.0,47173.0
543,Stefan Popovic,22,22610.0,17993.0,4617.0,72024.0
544,Yuki Mochizuki,28,22724.0,19244.0,3480.0,107144.0
545,Maximilian Neuchrist,34,31919.0,25343.0,6576.0,407237.0
546,Ivan Marrero Curbelo,27,25553.0,16731.0,8822.0,62264.0
547,Gabriele Pennaforti,25,22962.0,22738.0,224.0,67564.0
548,Kokoro Isomura,22,37204.0,25822.0,11382.0,82269.0
549,Emil Ruusuvuori,26,165924.0,146318.0,19606.0,4336285.0
550,Aleksandre Bakshi,28,24632.0,19530.0,5102.0,133622.0
551,Nino Ehrenschneider,24,16465.0,15667.0,798.0,26778.0
552,Ergi Kirkin,26,32792.0,29338.0,3454.0,217528.0
553,Johan Nikles,28,21070.0,17495.0,3575.0,173199.0
554,Lucas Pouille,31,108661.0,106962.0,1699.0,8834022.0
555,Govind Nanda,24,39464.0,34543.0,4921.0,204087.0
556,Elmar Ejupovic,32,18574.0,18574.0,0.0,175807.0
557,Karue Sell,32,38258.0,38258.0,0.0,111857.0
558,Dominik Palan,25,18164.0,15962.0,2202.0,127409.0
559,Maxwell Mckennon,23,22206.0,19483.0,2723.0,37464.0
560,Woobin Shin,21,23032.0,20415.0,2617.0,57911.0
561,Amr Elsayed,26,19383.0,16339.0,3044.0,65582.0
562,Max Hans Rehberg,22,57527.0,34148.0,23379.0,196739.0
563,Justin Boulais,24,57406.0,41614.0,15792.0,107481.0
564,Tomasz Berkieta,19,20588.0,17863.0,2725.0,33010.0
565,Pavle Marinkov,19,44867.0,41412.0,3455.0,80310.0
566,Igor Gimenez,25,21000.0,19264.0,1736.0,62485.0
567,Sebastian Sorger,20,20029.0,19457.0,572.0,50982.0
568,Dominik Kellovsky,29,26228.0,18311.0,7917.0,113895.0
569,Dusan Obradovic,24,18450.0,15622.0,2828.0,55056.0
570,Paulo Andre Saraiva Dos Santos,25,32734.0,21160.0,11574.0,74066.0
571,Kirill Kivattsev,28,21905.0,19503.0,2402.0,116307.0
572,Arda Azkara,22,15072.0,12594.0,2478.0,24233.0
573,Oleksii Krutykh,25,16522.0,14971.0,1551.0,325582.0
574,Filippo Romano,20,48654.0,17803.0,30851.0,76480.0
575,Taha Baadi,24,32616.0,28022.0,4594.0,73849.0
576,Radu Mihai Papoe,23,14906.0,13399.0,1507.0,47563.0
577,Anton Matusevich,24,18987.0,17248.0,1739.0,178811.0
578,Robin Catry,23,19933.0,16804.0,3129.0,32623.0
579,Arthur Nagel,22,19228.0,14697.0,4531.0,30858.0
580,Maxime Chazal,32,24865.0,20978.0,3887.0,246111.0
581,Alvin Nicholas Tudorica,23,40577.0,37351.0,3226.0,54533.0
582,Michal Krajci,20,18775.0,15687.0,3088.0,26513.0
583,Juan Sebastian Gomez,33,16089.0,13577.0,2512.0,147513.0
584,Filip Jeff Planinsek,24,16684.0,15596.0,1088.0,29434.0
585,Manuel Mazza,26,16530.0,14848.0,1682.0,41511.0
586,Michael Vrbensky,26,61962.0,27910.0,34052.0,262786.0
587,Petr Nesterov,22,23034.0,17938.0,5096.0,82989.0
588,Manas Dhamne,18,28606.0,27539.0,1067.0,43373.0
589,Stefan Dostanic,24,132447.0,131132.0,1315.0,171660.0
590,Enzo Couacaud,30,49160.0,43924.0,5236.0,1370273.0
591,Cem Ilkel,30,12559.0,12152.0,407.0,757289.0
592,Dan Alexandru Tomescu,26,14405.0,12525.0,1880.0,87898.0
593,Jozef Kovalik,33,157948.0,157660.0,288.0,2249255.0
594,Adhithya Ganesan,20,23596.0,21330.0,2266.0,46466.0
595,Miguel Tobon,19,27137.0,23040.0,4097.0,31432.0
596,Constantin Bittoun Kouzmine,26,23824.0,17090.0,6734.0,120919.0
597,Lucas Gerch,31,19426.0,14308.0,5118.0,143135.0
598,Digvijaypratap Singh,25,15445.0,14068.0,1377.0,44434.0
599,Joaquin Aguilar Cardozo,20,23266.0,16562.0,6704.0,39483.0
600,Tai Sach,23,22074.0,16547.0,5527.0,37044.0
601,Millen Hurrion,26,15408.0,14374.0,1034.0,43699.0
602,Matthew William Donald,21,19325.0,15598.0,3727.0,45125.0
603,Karl Poling,26,28021.0,20651.0,7370.0,45990.0
604,Emilien Demanet,20,16355.0,13223.0,3132.0,32374.0
605,Adrian Oetzbach,28,19012.0,16279.0,2733.0,69412.0
606,Shunsuke Mitsui,23,15412.0,11510.0,3902.0,37766.0
607,Nick Hardt,25,40597.0,40242.0,355.0,393008.0
608,Koki Matsuda,25,16582.0,12545.0,4037.0,34038.0
609,Andres Santamarta Roig,18,19275.0,16581.0,2694.0,21221.0
610,Juan Carlos Aguilar,27,50491.0,41956.0,8535.0,112526.0
611,Lucio Ratti,21,18886.0,15046.0,3840.0,29738.0
612,Carlos Maria Zarate,20,17945.0,15883.0,2062.0,19685.0
613,Loann Massard,20,22112.0,18687.0,3425.0,46080.0
614,Louis Wessels,27,18858.0,15904.0,2954.0,246429.0
615,Luis Carlos Alvarez,21,24959.0,23361.0,1598.0,43925.0
616,Max Schoenhaus,18,29209.0,20502.0,8707.0,35077.0
617,Alan Fernando Rubio Fierros,26,18359.0,15646.0,2713.0,60721.0
618,Aidan Mayo,22,42363.0,41203.0,1160.0,208147.0
619,Maxence Beauge,25,22361.0,16539.0,5822.0,84259.0
620,Gerard Campana Lee,21,24729.0,23261.0,1468.0,87766.0
621,Nicholas David Ionel,23,19743.0,17613.0,2130.0,270154.0
622,Yassine Dlimi,22,12515.0,11673.0,842.0,30311.0
623,Damien Wenger,25,16025.0,12650.0,3375.0,134774.0
624,Mees Rottgering,18,42992.0,42614.0,378.0,51827.0
625,Mario Gonzalez Fernandez,23,19084.0,17240.0,1844.0,57304.0
626,Yurii Dzhavakian,32,23721.0,20209.0,3512.0,91715.0
627,Mikael Ymer,27,34830.0,34830.0,0.0,2804336.0
628,Jakub Nicod,21,15977.0,13795.0,2182.0,66524.0
629,Shintaro Imai,32,14702.0,13318.0,1384.0,168384.0
630,Lorenzo Sciahbasi,20,18161.0,15031.0,3130.0,28440.0
631,Yuta Kawahashi,27,11685.0,9530.0,2155.0,40040.0
632,S D Prajwal Dev,29,30678.0,18282.0,12396.0,100103.0
633,Kenta Miyoshi,21,18228.0,16351.0,1877.0,35157.0
634,Alec Deckers,25,12669.0,12669.0,0.0,49800.0
635,Toby Kodat,22,18541.0,18164.0,377.0,136178.0
636,Ryan Fishback,23,17311.0,13583.0,3728.0,27516.0
637,Christian Sigsgaard,28,14320.0,12489.0,1831.0,45859.0
638,Johan Alexander Rodriguez,22,13096.0,11702.0,1394.0,46468.0
639,Daniel Siniakov,22,18411.0,11757.0,6654.0,45969.0
640,Juan Cruz Martin Manzano,21,14884.0,11873.0,3011.0,20921.0
641,Ye Cong Mo,25,18801.0,15930.0,2871.0,79572.0
642,Kuan-Yi Lee,29,15202.0,13832.0,1370.0,81234.0
643,Andrew Paulson,24,41218.0,20920.0,20298.0,177965.0
644,Mate Valkusz,27,10413.0,10090.0,323.0,303599.0
645,Reda Bennani,18,10401.0,10293.0,108.0,29985.0
646,Yusuke Kusuhara,28,20868.0,12746.0,8122.0,31369.0
647,Rigele Te,28,41389.0,31367.0,10022.0,234440.0
648,Santiago De La Fuente,23,21675.0,14177.0,7498.0,43088.0
649,Igor Kudriashov,22,14488.0,11762.0,2726.0,27517.0
650,Denis Klok,27,12982.0,12067.0,915.0,95723.0
651,Massimo Giunta,21,16290.0,13465.0,2825.0,37527.0
652,Karol Filar,27,11075.0,10406.0,669.0,15515.0
653,Facundo Juarez,28,16114.0,14548.0,1566.0,116700.0
654,Arthur Reymond,26,38643.0,17227.0,21416.0,131837.0
655,Chase Ferguson,26,16206.0,12879.0,3327.0,27589.0
656,Axel Garcian,23,20557.0,13262.0,7295.0,57801.0
657,Aziz Ouakaa,26,27656.0,18151.0,9505.0,117562.0
658,Kyle Kang,20,12338.0,10928.0,1410.0,36708.0
659,Aidan Kim,21,14185.0,13389.0,796.0,35516.0
660,Alafia Ayeni,26,27705.0,18668.0,9037.0,117257.0
661,Tim Handel,29,21868.0,17093.0,4775.0,95370.0
662,Duncan Chan,20,14434.0,12558.0,1876.0,16629.0
663,Jacopo Vasami,18,32935.0,26145.0,6790.0,33451.0
664,Iliyan Radulov,20,11775.0,11625.0,150.0,35465.0
665,Stijn Slump,26,13190.0,13190.0,0.0,36588.0
666,Imanol Lopez Morillo,26,14739.0,12673.0,2066.0,94955.0
667,Giuseppe La Vela,25,12965.0,11554.0,1411.0,37080.0
668,Luca Castagnola,23,16685.0,15366.0,1319.0,49994.0
669,Quinn Vandecasteele,23,20182.0,17187.0,2995.0,66300.0
670,Giovanni Oradini,28,23898.0,16631.0,7267.0,129292.0
671,Nick Kyrgios,30,167233.0,148315.0,18918.0,12802482.0
672,Dragos Nicolae Madaras,28,,,,
673,Michael Agwi,22,12098.0,12002.0,96.0,43024.0
674,Jan Kumstat,18,15464.0,13085.0,2379.0,19262.0
675,Radu David Turcanu,19,12753.0,10456.0,2297.0,14579.0
676,Daniel Antonio Nunez,24,16734.0,13720.0,3014.0,53421.0
677,Pawit Sornlaksup,26,12845.0,10845.0,2000.0,22014.0
678,Alexander Donski,27,46314.0,14475.0,31839.0,182890.0
679,Francesco Forti,26,24549.0,18423.0,6126.0,178588.0
680,Matisse Bobichon,23,12387.0,11208.0,1179.0,14700.0
681,Felix Corwin,29,19798.0,16582.0,3216.0,106677.0
682,Alejo Sanchez Quilez,20,13332.0,12923.0,409.0,44718.0
683,Alejandro Manzanera Pertusa,22,13694.0,11022.0,2672.0,51655.0
684,Pierre Delage,24,14846.0,13466.0,1380.0,46562.0
685,Ryan Dickerson,28,17815.0,13160.0,4655.0,27350.0
686,Abel Forger,20,15824.0,12083.0,3741.0,23727.0
687,Pedro Cachin,30,18131.0,17389.0,742.0,2121419.0
688,Joshua Sheehy,28,27407.0,12750.0,14657.0,74176.0
689,Braden Shick,22,15159.0,12055.0,3104.0,21365.0
690,Blu Baker,24,10784.0,8953.0,1831.0,33166.0
691,Yuta Kikuchi,26,16542.0,13038.0,3504.0,35330.0
692,Rodrigo Alujas,23,19693.0,17176.0,2517.0,27274.0
693,Pedro Araujo,23,38359.0,29233.0,9126.0,118116.0
694,Sergi Perez Contri,27,17217.0,15379.0,1838.0,89912.0
695,Sidharth Rawat,32,15219.0,14056.0,1163.0,118298.0
696,Strong Kirchheimer,30,23475.0,20296.0,3179.0,144048.0
697,Nicolas Moreno De Alboran,28,81356.0,80776.0,580.0,823329.0
698,Cooper Williams,20,31833.0,8868.0,22965.0,50974.0
699,Pierluigi Basile,18,31951.0,29297.0,2654.0,37004.0
700,Tuncay Duran,21,11539.0,9101.0,2438.0,25827.0
701,Tianhui Zhang,19,16894.0,14954.0,1940.0,24842.0
702,Marcel Zielinski,25,11120.0,10441.0,679.0,28933.0
703,Niels Visker,24,23471.0,14501.0,8970.0,65544.0
704,Kyle Edmund,30,10783.0,10783.0,0.0,6073157.0
705,Pablo Martinez Gomez,19,,,,
706,James Watt,25,52301.0,14095.0,38206.0,68864.0
707,Peter Bertran,29,16001.0,12982.0,3019.0,84206.0
708,Naoki Nakagawa,29,22542.0,20113.0,2429.0,146059.0
709,Sora Fukuda,28,11054.0,9749.0,1305.0,77365.0
710,Semen Pankin,26,13935.0,9372.0,4563.0,18827.0
711,Gabriel Ghetu,18,14432.0,11217.0,3215.0,18285.0
712,Ali Yazdani,22,12010.0,9997.0,2013.0,15561.0
713,Federico Iannaccone,26,19973.0,16364.0,3609.0,95586.0
714,Kenny De Schepper,38,19179.0,16246.0,2933.0,1723494.0
715,Guillaume Dalmasso,23,13662.0,12564.0,1098.0,23098.0
716,Kaylan Bigun,19,18322.0,18322.0,0.0,53916.0
717,Uisung Park,25,24250.0,12540.0,11710.0,62705.0
718,Jose Pereira,34,18341.0,14665.0,3676.0,237001.0
719,Felix Balshaw,19,13181.0,10418.0,2763.0,17375.0
720,Diego Augusto Barreto Sanchez,23,15899.0,12446.0,3453.0,67049.0
721,Michiel De Krom,27,18543.0,15919.0,2624.0,88036.0
722,Leo Vithoontien,26,19966.0,13137.0,6829.0,41197.0
723,Pedro Rodrigues,19,,,,
724,Joris De Loore,32,12494.0,11951.0,543.0,601666.0
725,Matthew Summers,27,13882.0,11108.0,2774.0,28578.0
726,Michael Bassem Sobhy,21,14728.0,11604.0,3124.0,33428.0
727,Maik Steiner,31,15613.0,13622.0,1991.0,48049.0
728,Manuel Guinard,30,449291.0,24151.0,425140.0,1182847.0
729,Conner Huertas del Pino,30,17354.0,9465.0,7889.0,115172.0
730,JiSung Nam,32,30878.0,11242.0,19636.0,353560.0
731,Ignacio Monzon,27,14180.0,11215.0,2965.0,110771.0
732,Kai Wehnelt,30,21048.0,12431.0,8617.0,150134.0
733,Yanaki Milev,21,17160.0,13745.0,3415.0,69854.0
734,Fausto Tabacco,23,16931.0,13473.0,3458.0,64137.0
735,Cruz Hewitt,17,36262.0,33279.0,2983.0,39068.0
736,John Echeverria,24,16050.0,12571.0,3479.0,73623.0
737,Daniil Ostapenkov,22,20202.0,11722.0,8480.0,40204.0
738,Dinko Dinev,21,13339.0,11417.0,1922.0,22163.0
739,Maximilian Marterer,30,135922.0,135922.0,0.0,3180475.0
740,Micah Braswell,24,11092.0,11092.0,0.0,38050.0
741,Theo Papamalamis,19,18965.0,17919.0,1046.0,55778.0
742,Luca Staeheli,25,,,,
743,Alex Knaff,28,,,,
744,Alessandro Pecci,24,14160.0,12774.0,1386.0,44605.0
745,Tomas Farjat,24,14206.0,10401.0,3805.0,85993.0
746,Josip Simundza,21,10551.0,9482.0,1069.0,22496.0
747,Matteo Covato,20,17158.0,13292.0,3866.0,21242.0
748,Maxence Bertimon,26,13129.0,10934.0,2195.0,29773.0
749,Amaury Raynel,23,14546.0,12393.0,2153.0,49363.0
750,Dimitris Sakellaridis,19,26375.0,14897.0,11478.0,50882.0
751,Cesar Bouchelaghem,21,,,,
752,Timofei Derepasko,18,,,,
753,Tiago Torres,23,16440.0,12129.0,4311.0,22952.0
754,Samuel Alejandro Linde Palacios,18,14619.0,12909.0,1710.0,16363.0
755,Samuel Heredia,19,16195.0,13625.0,2570.0,21157.0
756,Taisei Ichikawa,25,24151.0,14608.0,9543.0,77026.0
757,Tomas Curras Abasolo,25,17934.0,14648.0,3286.0,35271.0
758,Evan Zhu,27,22676.0,21268.0,1408.0,160055.0
759,Mika Petkovic,19,21872.0,19956.0,1916.0,23771.0
760,Alexis Gautier,28,,,,
761,Trey Hilderbrand,25,64898.0,12534.0,52364.0,102794.0
762,Mwendwa Mbithi,27,13129.0,9678.0,3451.0,39251.0
763,Adrien Gobat,24,10379.0,10217.0,162.0,34133.0
764,Yanis Ghazouani Durand,25,17512.0,11972.0,5540.0,33488.0
765,Nicolas Tepmahc,24,10744.0,9811.0,933.0,40565.0
766,Joshua Charlton,26,25392.0,11833.0,13559.0,48159.0
767,Mitsuki Wei Kang Leong,21,17160.0,14092.0,3068.0,47140.0
768,Kris Van Wyk,29,20739.0,13331.0,7408.0,109721.0
769,Leo Raquillet,20,13420.0,13420.0,0.0,23118.0
770,Luca Preda,19,20320.0,16537.0,3783.0,23433.0
771,Shinji Hazawa,26,20506.0,13440.0,7066.0,73582.0
772,Naoya Honda,19,15607.0,13333.0,2274.0,21424.0
773,John Sperle,23,15722.0,11745.0,3977.0,42415.0
774,Jack Anthrop,22,,,,
775,Victor Lilov,21,11233.0,10401.0,832.0,53939.0
776,Francisco Rocha,26,26407.0,17241.0,9166.0,58880.0
777,Matt Kuhar,29,12688.0,11490.0,1198.0,25958.0
778,Aleksandr Braynin,26,15916.0,11219.0,4697.0,57502.0
779,Leonardo Rossi,23,14393.0,12341.0,2052.0,43594.0
780,Lucas Andrade Da Silva,20,,,,
781,Roger Pascual Ferra,19,,,,
782,Egor Gerasimov,33,12683.0,10853.0,1830.0,2098968.0
783,Matyas Fuele,27,,,,
784,Attila Boros,22,,,,
785,Alec Beckley,24,13663.0,10017.0,3646.0,59591.0
786,M Rifki Fitriadi,26,10579.0,7657.0,2922.0,36328.0
787,Martin Van Der Meerschen,25,13861.0,9637.0,4224.0,26492.0
788,Colin Sinclair,31,22555.0,12543.0,10012.0,149934.0
789,Menelaos Efstathiou,26,13366.0,9060.0,4306.0,35550.0
790,Oscar Jose Gutierrez,32,15376.0,12309.0,3067.0,166588.0
791,Samir Hamza Reguig,23,14845.0,11889.0,2956.0,45572.0
792,Wishaya Trongcharoenchaikul,30,19847.0,15358.0,4489.0,134012.0
793,Fryderyk Lechno-Wasiutynski,20,,,,
794,Ilya Ivashka,31,11897.0,11721.0,176.0,3383420.0
795,Gustavo Ribeiro De Almeida,19,12206.0,9732.0,2474.0,22721.0
796,Benoit Paire,36,26283.0,24928.0,1355.0,10541203.0
797,Mikalai Haliak,27,13352.0,10037.0,3315.0,116185.0
798,Alan Magadan,24,30421.0,23906.0,6515.0,39429.0
799,Bautista Vilicich,24,11753.0,9704.0,2049.0,32506.0
800,Linang Xiao,25,23224.0,20729.0,2495.0,75710.0
801,Duckhee Lee,27,12020.0,9754.0,2266.0,456087.0
802,William Grant,24,13296.0,12660.0,636.0,36176.0
803,Artur Kukasian,21,11678.0,9504.0,2174.0,20642.0
804,J.J. Wolf,27,10453.0,10453.0,0.0,2482288.0
805,Oscar Weightman,24,,,,
806,Albert Pedrico Kravtsov,20,,,,
807,Karim Bennani,18,,,,
808,Pedro Rodenas,21,,,,
809,Evgeny Karlovskiy,31,14005.0,13077.0,928.0,423147.0
810,Oliver Bonding,18,44040.0,42400.0,1640.0,45542.0
811,Aleksandr Lobanov,24,,,,
812,Lucas Bouquet,28,13516.0,9957.0,3559.0,65426.0
813,Emile Hudd,25,14849.0,9618.0,5231.0,49297.0
814,Alejandro Juan Mano,20,,,,
815,Toufik Sahtali,26,11314.0,8611.0,2703.0,15631.0
816,Wilson Leite,34,16774.0,14388.0,2386.0,214584.0
817,Jacob Brumm,27,12458.0,12296.0,162.0,46033.0
818,Nikita Bilozertsev,17,,,,
819,Bruno Fernandez,21,11459.0,9495.0,1964.0,19634.0
820,Ajeet Rai,26,23168.0,14235.0,8933.0,127410.0
821,Keisuke Saitoh,24,17148.0,13280.0,3868.0,59927.0
822,Maximilian Homberg,22,13344.0,8799.0,4545.0,21251.0
823,Thanapet Chanta,26,12884.0,10827.0,2057.0,40238.0
824,Lorenzo Rottoli,23,11636.0,9472.0,2164.0,73514.0
825,Taiyo Yamanaka,24,11220.0,8578.0,2642.0,37401.0
826,Iannis Miletich,20,12075.0,10248.0,1827.0,20442.0
827,Kosuke Ogura,29,18472.0,13647.0,4825.0,57926.0
828,Jacob Bradshaw,23,11763.0,11763.0,0.0,48333.0
829,Petros Tsitsipas,25,75339.0,11307.0,64032.0,496393.0
830,Amir Omarkhanov,18,24993.0,19796.0,5197.0,36806.0
831,Michel Hopp,27,,,,
832,Vincent Marysko,19,,,,
833,Benjamin Torrealba,20,13908.0,11319.0,2589.0,19910.0
834,Niccolo Catini,28,13269.0,9140.0,4129.0,45695.0
835,Martin Klizan,36,13223.0,13062.0,161.0,5575281.0
836,Gian Luca Tanner,24,,,,
837,Kristijan Juhas,24,,,,
838,Alejandro Turriziani Alvarez,22,10470.0,8489.0,1981.0,23610.0
839,Maximo Zeitune,19,12019.0,9026.0,2993.0,14808.0
840,Marlon Vankan,25,13021.0,8692.0,4329.0,55228.0
841,Evgenii Tiurnev,28,,,,
842,Julio Cesar Porras,27,10711.0,9051.0,1660.0,35875.0
843,Jorge Plans,23,,,,
844,Rafael Izquierdo Luque,25,17508.0,9196.0,8312.0,31072.0
845,Mert Naci Turker,27,12139.0,7786.0,4353.0,54273.0
846,Thiago Cigarran,25,15358.0,11087.0,4271.0,39707.0
847,Noah Schachter,26,23301.0,12461.0,10840.0,64027.0
848,Ben Jones,27,26922.0,12169.0,14753.0,95168.0
849,Marko Maksimovic,19,16035.0,9625.0,6410.0,25194.0
850,Dong Ju Kim,23,,,,
851,Patrick Schoen,20,,,,
854,Marc Van Der Merwe,31,,,,
855,Xiaofei Wang,22,,,,
856,Ryotaro Taguchi,25,15628.0,10565.0,5063.0,40894.0
857,Izan Almazan Valiente,19,11368.0,8315.0,3053.0,12713.0
858,Ignacio Parisca Romera,20,11077.0,9329.0,1748.0,19110.0
859,Niklas Schell,26,15955.0,10021.0,5934.0,83600.0
860,Alexandre Aubriot,26,13376.0,10015.0,3361.0,44007.0
861,Pierre Yves Bailly,22,,,,
862,Ryan Seggerman,26,182025.0,23305.0,158720.0,298463.0
863,Luca Wiedenmann,27,,,,
864,Shunsuke Nakagawa,25,15739.0,7039.0,8700.0,25613.0
865,Isaiah Strode,28,10753.0,9825.0,928.0,47770.0
866,Charlie Robertson,19,12974.0,10255.0,2719.0,14869.0
867,Jeffrey Von Der Schulenburg,23,10828.0,7861.0,2967.0,27294.0
868,Giorgio Tabacco,22,11532.0,8039.0,3493.0,47347.0
869,Lautaro Agustin Falabella,27,14628.0,8969.0,5659.0,41163.0
870,Jakub Filip,20,,,,
871,Amit Vales,20,,,,
872,Nikita Mashtakov,26,13602.0,8618.0,4984.0,52588.0
873,Dragos Nicolae Cazacu,21,13689.0,8908.0,4781.0,33158.0
876,Moise Kouame,16,54736.0,44167.0,10569.0,57455.0
877,Scott Jones,27,,,,
