Rank,Name,Age,YTD,Singles,Doubles,Career
120,Elmer Moller,22,475140.0,474385.0,755.0,570153.0
121,Dusan Lajovic,35,588660.0,585625.0,3035.0,10382789.0
122,Nicolas Jarry,30,913759.0,895466.0,18293.0,7511368.0
123,Yunchaokete Bu,23,963391.0,891149.0,72242.0,1688726.0
124,Chun-Hsin Tseng,24,558310.0,558310.0,0.0,1579816.0
125,Jan Choinski,29,241507.0,241233.0,274.0,1011925.0
126,Otto Virtanen,24,389206.0,384806.0,4400.0,1265303.0
127,Dino Prizmic,20,433479.0,433479.0,0.0,753728.0
128,Billy Harris,30,614085.0,594003.0,20082.0,1264666.0
129,Roberto Carballes Baena,32,767240.0,736646.0,30594.0,6086768.0
130,Vilius Gaubas,20,319909.0,319635.0,274.0,473183.0
131,Marco Trungelliti,35,304005.0,298448.0,5557.0,2156637.0
132,Sebastian Ofner,29,736874.0,732506.0,4368.0,3450368.0
133,Liam Draxl,24,265786.0,236676.0,29110.0,433812.0
134,Moez Echargui,32,120638.0,119745.0,893.0,291621.0
135,Martin Landaluce,19,554723.0,554125.0,598.0,773920.0
136,Nicolai Budkov Kjaer,19,424942.0,423590.0,1352.0,440414.0
137,Kyrian Jacquet,24,346304.0,329839.0,16465.0,727665.0
138,Francesco Passaro,24,539714.0,535635.0,4079.0,1338217.0
139,Francesco Maestrelli,23,182677.0,176134.0,6543.0,581840.0
140,Hugo Dellien,32,553171.0,552666.0,505.0,2930193.0
141,Andrea Pellegrino,28,190961.0,182176.0,8785.0,956016.0
142,Lukas Klein,27,358620.0,356756.0,1864.0,1212612.0
143,Zachary Svajda,23,379855.0,378810.0,1045.0,1266571.0
144,Adolfo Daniel Vallejo,21,148801.0,144243.0,4558.0,245983.0
145,Ugo Blanchet,26,541252.0,524926.0,16326.0,867440.0
146,Colton Smith,22,301132.0,285202.0,15930.0,324813.0
147,Sho Shimabukuro,28,216036.0,213436.0,2600.0,765875.0
148,Matteo Gigante,23,508601.0,508601.0,0.0,971938.0
149,Mark Lajal,22,279261.0,277776.0,1485.0,557587.0
150,Coleman Wong,21,585687.0,571700.0,13987.0,882374.0
151,Jaime Faria,22,570805.0,567313.0,3492.0,827360.0
152,Daniel Elahi Galan,29,453418.0,451683.0,1735.0,3363301.0
153,Titouan Droguet,24,308420.0,306039.0,2381.0,793116.0
154,Giulio Zeppieri,24,396277.0,396277.0,0.0,1352406.0
155,Pierre-Hugues Herbert,34,537023.0,377130.0,159893.0,10074807.0
156,Kei Nishikori,36,350428.0,350428.0,0.0,26000435.0
157,Stan Wawrinka,40,468243.0,464651.0,3592.0,37792029.0
158,Henrique Rocha,21,419557.0,412868.0,6689.0,670396.0
159,Yosuke Watanuki,27,380597.0,377594.0,3003.0,1485190.0
160,Guy Den Ouden,23,162967.0,162367.0,600.0,247675.0
161,Juan Pablo Ficovich,28,309420.0,304721.0,4699.0,881660.0
162,Luka Mikrut,21,99441.0,89374.0,10067.0,162311.0
163,Harold Mayot,23,315498.0,293425.0,22073.0,1152714.0
164,Zsombor Piros,26,211107.0,209843.0,1264.0,821688.0
165,Daniel Merida,21,170256.0,164029.0,6227.0,253992.0
