player name,age,YTD,singles,doubles
Nikoloz Basilashvili,30,1155830.0,1061681.0,94149.0
David Goffin,25,1153706.0,1116561.0,37145.0
Hubert Hurkacz,28,1153504.0,1148175.0,5329.0
Jenson Brooksby,25,1153180.0,1123768.0,29412.0
Paolo Lorenzi,36,1152042.0,979470.0,172572.0
Maxime Cressy,25,1146312.0,1080806.0,65506.0
Radu Albot,30,1145773.0,996200.0,149573.0
Jeremy Chardy,28,1143921.0,991908.0,152013.0
Jakub Mensik,19,1136947.0,1136947.0,0.0
Roman Safiullin,27,1136261.0,1049432.0,86829.0
Roberto Bautista Agut,36,1135555.0,1131745.0,3810.0
Thanasi Kokkinakis,26,1134903.0,590958.0,543945.0
Gael Monfils,39,1132623.0,1127483.0,5140.0
Mackenzie McDonald,27,1131732.0,991866.0,139866.0
Steve Johnson,27,1131315.0,1015212.0,116103.0
Ivo Karlovic,36,1125290.0,1097622.0,27668.0
Jacob Fearnley,24,1125036.0,1083543.0,41493.0
Dominic Thiem,22,1123704.0,1052936.0,70768.0
J.J. Wolf,25,1119661.0,1085194.0,34467.0
Albert Ramos-Vinolas,34,1118452.0,957144.0,161308.0
Benoit Paire,28,1116763.0,1022828.0,93935.0
Luciano Darderi,22,1116217.0,1027095.0,89122.0
Reilly Opelka,22,1115817.0,1042624.0,73193.0
Sam Querrey,29,1113882.0,1008633.0,105249.0
Adrian Mannarino,31,1113516.0,1052411.0,61105.0
Andreas Seppi,31,1110625.0,1028401.0,82224.0
Martin Klizan,27,1110537.0,1051512.0,59025.0
Damir Dzumhur,33,1105311.0,1050929.0,54382.0
Sebastian Korda,22,1103155.0,1070744.0,32411.0
Miomir Kecmanovic,20,1102285.0,1046628.0,55657.0
Nick Kyrgios,23,1102012.0,1040332.0,61680.0
Aleksandar Vukic,29,1101895.0,1066368.0,35527.0
Rinky Hijikata,22,1101452.0,658607.0,442845.0
Filip Krajinovic,30,1097308.0,1069728.0,27580.0
Jason Kubler,30,1095448.0,745575.0,349873.0
Marton Fucsovics,26,1093641.0,1041076.0,52565.0
Zhizhen Zhang,27,1093371.0,1068482.0,24889.0
