player name,age,YTD,singles,doubles
Jay Clarke,24,161691.0,150811.0,10880.0
Albert Montanes,35,161420.0,151193.0,10227.0
Federico Agustin Gomez,28,161236.0,137312.0,23924.0
Duje Ajdukovic,24,161124.0,160330.0,794.0
James McCabe,21,160636.0,147163.0,13473.0
Tobias Kamke,30,160600.0,157666.0,2934.0
Marco Cecchinato,23,160575.0,145162.0,15413.0
Daniil Medvedev,20,160555.0,150270.0,10285.0
Maximo Gonzalez,33,160499.0,95837.0,64662.0
Mirza Basic,28,159649.0,151177.0,8472.0
Jesper de Jong,22,159628.0,143737.0,15891.0
Eliot Spizzirri,23,159550.0,154020.0,5530.0
Renzo Olivo,30,159366.0,150182.0,9184.0
Jurgen Melzer,37,159365.0,102038.0,57327.0
Omar Jasika,27,159303.0,157188.0,2115.0
Marco Trungelliti,32,159057.0,158782.0,275.0
Damir Dzumhur,30,158585.0,154449.0,4136.0
Manuel Guinard,29,158350.0,71183.0,87167.0
Alessandro Giannessi,26,158211.0,148490.0,9721.0
Patrick Kypson,24,157979.0,156620.0,1359.0
Jozef Kovalik,33,157948.0,157660.0,288.0
Marco Trungelliti,27,157890.0,153809.0,4081.0
Carlos Berlocq,35,157815.0,148981.0,8834.0
Clement Chidekh,24,157678.0,143608.0,14070.0
Andrea Pellegrino,27,157352.0,133266.0,24086.0
Arthur Bouquier,25,157081.0,152741.0,4340.0
Roberto Carballes Baena,23,156599.0,149433.0,7166.0
Gijs Brouwer,28,156595.0,150847.0,5748.0
Henrique Rocha,20,156073.0,145274.0,10799.0
Pedro Sousa,31,156040.0,149895.0,6145.0
Thanasi Kokkinakis,29,155723.0,143435.0,12288.0
Fajing Sun,29,155554.0,145111.0,10443.0
Zhizhen Zhang,23,155348.0,148968.0,6380.0
Murkel Dellien,28,155149.0,144659.0,10490.0
Go Soeda,33,155146.0,150392.0,4754.0
Lukas Rosol,32,155127.0,150488.0,4639.0
Jaime Faria,21,154653.0,145016.0,9637.0
Facundo Bagnis,28,154503.0,145773.0,8730.0
Santiago Rodriguez Taverna,23,154486.0,147551.0,6935.0
Bjorn Fratangelo,29,154457.0,153377.0,1080.0
Juan Manuel Cerundolo,23,154367.0,152815.0,1552.0
Austin Krajicek,28,153954.0,11580.0,142374.0
Alexey Vatutin,27,153719.0,152546.0,1173.0
Skander Mansouri,29,153706.0,7998.0,145708.0
Facundo Mena,30,153587.0,144613.0,8974.0
Michael Berrer,36,153543.0,150509.0,3034.0
Oliver Tarvet,22,153280.0,153280.0,0.0
Alexander Ritschard,29,153238.0,149497.0,3741.0
Charles Broom,26,153182.0,125684.0,27498.0
Kyle Edmund,28,152948.0,152948.0,0.0
Denis Kudla,32,152794.0,149704.0,3090.0
Dane Sweeny,22,152550.0,133987.0,18563.0
Jiri Vesely,31,152534.0,151025.0,1509.0
Joris De Loore,30,152404.0,149440.0,2964.0
Antoine Escoffier,31,152326.0,143144.0,9182.0
Mark Lajal,21,151344.0,148462.0,2882.0
Altug Celikbilek,26,151341.0,141057.0,10284.0
Alessandro Giannessi,32,151277.0,148924.0,2353.0
Aleksandr Nedovyesov,28,151211.0,138644.0,12567.0
Di Wu,25,151187.0,135221.0,15966.0
Mariano Navone,22,151118.0,147657.0,3461.0
Vincent Millot,30,150956.0,137734.0,13222.0
Maxime Janvier,23,150956.0,147263.0,3693.0
Christian Harrison,24,150884.0,124996.0,25888.0
Franco Agamenone,30,150658.0,144619.0,6039.0
Adam Pavlasek,24,150654.0,148349.0,2305.0
Cristian Garin,22,150318.0,148427.0,1891.0
Stefano Travaglia,31,149970.0,141710.0,8260.0
Edas Butvilas,21,149695.0,145646.0,4049.0
Guido Andreozzi,33,149487.0,16667.0,132820.0
Ethan Quinn,20,149378.0,141535.0,7843.0
Thiago Monteiro,22,149336.0,143966.0,5370.0
Dane Sweeny,23,149158.0,132145.0,17013.0
Alvaro Guillen Meza,22,148842.0,143900.0,4942.0
Adolfo Daniel Vallejo,21,148801.0,144243.0,4558.0
Michael Mmoh,19,148600.0,147330.0,1270.0
Henry Searle,19,148542.0,136953.0,11589.0
Steven Diez,31,148130.0,32084.0,116046.0
Alexei Popyrin,19,148075.0,147265.0,810.0
Benoit Paire,35,148042.0,144336.0,3706.0
Santiago Rodriguez Taverna,26,147994.0,130441.0,17553.0
Adrian Menendez-Maceiras,30,147984.0,127869.0,20115.0
Kenny De Schepper,29,147832.0,137645.0,10187.0
Franko Skugor,29,147729.0,124628.0,23101.0
Daniel Elahi Galan,23,147504.0,145674.0,1830.0
Yannick Hanfmann,26,147429.0,144674.0,2755.0
Marcelo Arevalo,29,147404.0,50047.0,97357.0
Jay Clarke,20,147239.0,137311.0,9928.0
Yasutaka Uchiyama,25,146986.0,92036.0,54950.0
Ze Zhang,25,146968.0,130274.0,16694.0
Marco Trungelliti,33,146916.0,142475.0,4441.0
Norbert Gombos,28,146867.0,144552.0,2315.0
Mitchell Krueger,24,146865.0,139105.0,7760.0
Thiemo de Bakker,27,146691.0,139122.0,7569.0
Alastair Gray,24,146658.0,134818.0,11840.0
Attila Balazs,31,146653.0,145025.0,1628.0
Kamil Majchrzak,28,146492.0,145003.0,1489.0
Yuki Bhambri,25,146265.0,140913.0,5352.0
Andrea Collarini,31,146065.0,137564.0,8501.0
Alexander Shevchenko,22,145666.0,140531.0,5135.0
Ruben Bemelmans,31,145446.0,133552.0,11894.0
Marius Copil,26,144678.0,139268.0,5410.0
Ernesto Escobedo,20,144352.0,144172.0,180.0
Denis Kudla,25,144223.0,130621.0,13602.0
Facundo Mena,33,143830.0,128249.0,15581.0
Timofey Skatov,21,143822.0,142106.0,1716.0
Alex Bolt,30,143710.0,110716.0,32994.0
Daniel Rincon,22,143326.0,131955.0,11371.0
Filip Misolic,21,143279.0,142688.0,591.0
Daniel Rincon,21,143170.0,120342.0,22828.0
Pablo Carreno Busta,32,143059.0,143059.0,0.0
Constant Lestienne,33,142857.0,142567.0,290.0
Darian King,27,142614.0,130264.0,12350.0
Francesco Maestrelli,21,142162.0,133947.0,8215.0
Guido Pella,25,142094.0,135533.0,6561.0
Zsombor Piros,25,142070.0,141596.0,474.0
Gastao Elias,32,142032.0,139560.0,2472.0
Jan Satral,26,141874.0,136062.0,5812.0
Aziz Dougaz,27,141786.0,137487.0,4299.0
Michael Mmoh,27,141689.0,139839.0,1850.0
Ethan Quinn,19,141624.0,123030.0,18594.0
Bjorn Fratangelo,22,141565.0,130688.0,10877.0
Jack Sock,31,141462.0,59960.0,81502.0
Laslo Djere,22,141448.0,139601.0,1847.0
Thiago Agustin Tirante,21,141289.0,134716.0,6573.0
John-Patrick Smith,30,141168.0,69131.0,72037.0
Alexis Galarneau,24,141143.0,129955.0,11188.0
Facundo Bagnis,35,141075.0,140785.0,290.0
Li Tu,27,141035.0,125037.0,15998.0
Martin Landaluce,18,140951.0,140951.0,0.0
Yuki Bhambri,30,140755.0,109551.0,31204.0
Santiago Giraldo,31,140477.0,138931.0,1546.0
Adrian Menendez-Maceiras,33,140269.0,133294.0,6975.0
Blaz Rola,29,140037.0,136437.0,3600.0
Nicolas Barrientos,38,139938.0,3660.0,136278.0
Brayden Schnur,27,139877.0,129833.0,10044.0
Oscar Otte,25,139785.0,133409.0,6376.0
Mohamed Safwat,28,139677.0,134493.0,5184.0
Salvatore Caruso,26,139675.0,133731.0,5944.0
Akira Santillan,20,139498.0,133498.0,6000.0
Mitchell Krueger,23,139363.0,130818.0,8545.0
Vit Kopriva,25,139279.0,132496.0,6783.0
Andrey Rublev,19,139261.0,131887.0,7374.0
Gastao Elias,28,138959.0,133736.0,5223.0
Joris De Loore,31,138944.0,138139.0,805.0
Michael Venus,28,138817.0,17235.0,121582.0
Jozef Kovalik,25,138556.0,132279.0,6277.0
Alexander Bublik,21,138300.0,131288.0,7012.0
Alexander Kudryavtsev,31,138232.0,117597.0,20635.0
Mathias Bourgue,22,138217.0,129685.0,8532.0
Matteo Martineau,25,137999.0,128703.0,9296.0
Mikhail Kukushkin,35,137204.0,134424.0,2780.0
Dustin Brown,35,137108.0,119135.0,17973.0
Tristan Lamasine,23,136952.0,103137.0,33815.0
Lukas Lacko,32,136525.0,136525.0,0.0
Facundo Bagnis,29,136336.0,125179.0,11157.0
Maximilian Marterer,30,135922.0,135922.0,0.0
Yannick Hanfmann,28,135921.0,135741.0,180.0
Zsombor Piros,23,135790.0,135493.0,297.0
Gauthier Onclin,22,135619.0,133144.0,2475.0
Blaz Kavcic,31,135339.0,133084.0,2255.0
Teymuraz Gabashvili,32,135174.0,128665.0,6509.0
Matthew Barton,25,135150.0,131850.0,3300.0
Dustin Brown,34,135086.0,120014.0,15072.0
Nicolas Mejia,25,135086.0,123136.0,11950.0
Norbert Gombos,29,135069.0,134716.0,353.0
Murkel Dellien,27,135058.0,122960.0,12098.0
Guido Andreozzi,32,134962.0,67724.0,67238.0
Marc Polmans,21,134879.0,116764.0,18115.0
Stefano Napolitano,30,134681.0,131221.0,3460.0
Sebastian Ofner,23,134660.0,124303.0,10357.0
Brydan Klein,27,134543.0,105222.0,29321.0
Pablo Llamas Ruiz,21,134201.0,131638.0,2563.0
Riccardo Bonadio,29,134200.0,131400.0,2800.0
Yi Zhou,19,134055.0,103393.0,30662.0
Alex Bolt,24,133947.0,81030.0,52917.0
Pol Martin Tiffon,26,133413.0,132866.0,547.0
Elias Ymer,23,133368.0,126727.0,6641.0
Andreas Haider-Maurer,30,133054.0,117807.0,15247.0
Nick Hardt,24,132500.0,129685.0,2815.0
Stefan Dostanic,24,132447.0,131132.0,1315.0
Matteo Martineau,26,132362.0,123510.0,8852.0
Miomir Kecmanovic,19,132001.0,128231.0,3770.0
Donald Young,30,131811.0,123156.0,8655.0
Luke Saville,21,131443.0,119124.0,12319.0
Stephane Robert,35,131272.0,125974.0,5298.0
Taro Daniel,22,131255.0,130284.0,971.0
Attila Balazs,34,131233.0,131233.0,0.0
Facundo Bagnis,25,131179.0,123072.0,8107.0
Dennis Novikov,24,131153.0,121563.0,9590.0
Elias Ymer,21,130896.0,123167.0,7729.0
Francisco Comesana,23,130864.0,128448.0,2416.0
Benjamin Bonzi,21,130862.0,122529.0,8333.0
Guido Andreozzi,25,130737.0,121878.0,8859.0
Ruben Bemelmans,28,130360.0,125381.0,4979.0
Yu Hsiou Hsu,26,130286.0,107551.0,22735.0
Darian King,26,130089.0,118132.0,11957.0
Henri Squire,25,130032.0,129200.0,832.0
Valentin Royer,23,129952.0,128395.0,1557.0
Stefano Travaglia,34,129886.0,121993.0,7893.0
Adrian Menendez-Maceiras,34,129885.0,124854.0,5031.0
Alexandre Muller,25,129759.0,126696.0,3063.0
Alessandro Giannessi,28,129444.0,123543.0,5901.0
Dmitry Popko,26,129264.0,124869.0,4395.0
Enzo Couacaud,29,128856.0,124425.0,4431.0
Oliver Crawford,25,128808.0,113816.0,14992.0
Viktor Durasovic,28,128808.0,123108.0,5700.0
Roberto Carballes Baena,24,128748.0,123833.0,4915.0
Lucas Miedler,26,128724.0,26021.0,102703.0
Mats Moraing,30,128696.0,126775.0,1921.0
Federico Delbonis,33,128591.0,126926.0,1665.0
Henri Laaksonen,24,128482.0,121563.0,6919.0
Juan Pablo Ficovich,26,128474.0,123267.0,5207.0
Nicolas Kicker,30,128317.0,127653.0,664.0
Noah Rubin,20,127854.0,119924.0,7930.0
Tallon Griekspoor,23,127782.0,125552.0,2230.0
Liam Broady,21,127553.0,115703.0,11850.0
John-Patrick Smith,27,127552.0,78413.0,49139.0
Kaichi Uchida,28,127540.0,111396.0,16144.0
Enzo Couacaud,24,127530.0,110267.0,17263.0
Matthias Bachinger,28,127508.0,127081.0,427.0
Seongchan Hong,26,127274.0,122371.0,4903.0
Christian Harrison,28,127253.0,119730.0,7523.0
Ze Zhang,28,127120.0,83368.0,43752.0
Steven Diez,28,126864.0,121254.0,5610.0
Tatsuma Ito,29,126793.0,124423.0,2370.0
Juan Ignacio Londero,29,126438.0,123953.0,2485.0
Antoine Bellier,27,126433.0,121864.0,4569.0
Norbert Gombos,33,126335.0,126335.0,0.0
Kenny De Schepper,30,126330.0,116303.0,10027.0
Alessandro Giannessi,33,126297.0,118188.0,8109.0
Dalibor Svrcina,22,125737.0,121339.0,4398.0
Rio Noguchi,24,125424.0,113568.0,11856.0
Arthur Gea,20,125370.0,113811.0,11559.0
Alibek Kachmazov,22,125293.0,121314.0,3979.0
Mardy Fish,34,125280.0,110245.0,15035.0
Hiroki Moriya,25,125238.0,121590.0,3648.0
Mirza Basic,26,124991.0,121670.0,3321.0
Nicholas David Ionel,21,124973.0,120058.0,4915.0
Calvin Hemery,29,124844.0,118792.0,6052.0
Elias Ymer,20,124591.0,105991.0,18600.0
Aleksandar Kovacevic,24,124302.0,117322.0,6980.0
Rio Noguchi,27,124292.0,107145.0,17147.0
Nino Serdarusic,26,124250.0,119488.0,4762.0
Egor Gerasimov,31,124237.0,118983.0,5254.0
Arthur De Greef,25,124056.0,121330.0,2726.0
Federico Gaio,31,123910.0,117907.0,6003.0
Mathias Bourgue,23,123536.0,116165.0,7371.0
Tommy Robredo,36,123206.0,116164.0,7042.0
Mirza Basic,25,123093.0,120475.0,2618.0
Michael Mmoh,21,122835.0,120605.0,2230.0
Hugo Nys,28,122549.0,22969.0,99580.0
Martin Damm,21,122061.0,118558.0,3503.0
Philipp Petzschner,31,121912.0,15026.0,106886.0
Joao Domingues,26,121879.0,117969.0,3910.0
Andrea Pellegrino,25,121622.0,116874.0,4748.0
Matthias Bachinger,32,121590.0,120053.0,1537.0
Nishesh Basavareddy,19,121460.0,119085.0,2375.0
Yi Zhou,20,121408.0,114448.0,6960.0
Ze Zhang,26,121310.0,87530.0,33780.0
Renzo Olivo,31,121204.0,110670.0,10534.0
Juan Pablo Ficovich,25,121101.0,115493.0,5608.0
Brandon Holt,26,120890.0,119315.0,1575.0
Facundo Arguello,23,120866.0,110841.0,10025.0
Sumit Nagal,26,120713.0,116398.0,4315.0
Moez Echargui,32,120638.0,119745.0,893.0
Egor Gerasimov,26,120577.0,120577.0,0.0
Federico Gaio,26,120126.0,108001.0,12125.0
Vincent Millot,29,120121.0,117854.0,2267.0
Evan King,26,120085.0,90244.0,29841.0
Alexander Erler,25,119973.0,12837.0,107136.0
Jenson Brooksby,19,119855.0,119237.0,618.0
Mats Moraing,27,119713.0,118115.0,1598.0
Santiago Giraldo,32,119638.0,118838.0,800.0
Marton Fucsovics,24,119592.0,117220.0,2372.0
Arthur Fery,22,119216.0,99736.0,19480.0
Marsel Ilhan,29,119216.0,118946.0,270.0
Tung-Lin Wu,24,118730.0,111104.0,7626.0
Tobias Kamke,29,118703.0,110665.0,8038.0
Julien Benneteau,34,118644.0,74679.0,43965.0
Yuki Bhambri,23,118565.0,110685.0,7880.0
Gianluca Mager,25,118485.0,114004.0,4481.0
Kasidit Samrej,24,118356.0,115705.0,2651.0
Ramkumar Ramanathan,23,118224.0,111048.0,7176.0
Andrea Arnaboldi,32,118206.0,115250.0,2956.0
Radek Stepanek,39,118181.0,94064.0,24117.0
Pierre-Hugues Herbert,31,117912.0,65910.0,52002.0
Jakub Paul,26,117868.0,42932.0,74936.0
Antoine Escoffier,33,117269.0,112144.0,5125.0
Santiago Rodriguez Taverna,24,116882.0,97963.0,18919.0
Christopher Eubanks,21,116815.0,97890.0,18925.0
Jason Kubler,26,116720.0,116720.0,0.0
Dalibor Svrcina,20,116519.0,110844.0,5675.0
Frances Tiafoe,17,116492.0,114407.0,2085.0
Guido Andreozzi,26,116482.0,100542.0,15940.0
Constant Lestienne,26,116202.0,106591.0,9611.0
Alexey Vatutin,26,116137.0,114321.0,1816.0
Thomaz Bellucci,31,116126.0,110261.0,5865.0
Ze Zhang,27,116120.0,91205.0,24915.0
Maximilian Neuchrist,32,116059.0,103063.0,12996.0
Vilius Gaubas,20,116028.0,115598.0,430.0
Michael Mmoh,26,115959.0,114154.0,1805.0
Thomas Fabbiano,33,115952.0,114459.0,1493.0
Tim Puetz,31,115849.0,18439.0,97410.0
Francesco Maestrelli,22,115320.0,107808.0,7512.0
Antoine Bellier,26,115187.0,110874.0,4313.0
Kevin King,27,115013.0,104663.0,10350.0
Arthur Fery,21,114733.0,113508.0,1225.0
Cem Ilkel,28,114663.0,113561.0,1102.0
Pedro Martinez,21,114487.0,100591.0,13896.0
Joao Lucas Reis Da Silva,25,114483.0,106649.0,7834.0
Stefan Kozlov,18,114452.0,104851.0,9601.0
Henry Searle,18,114411.0,103686.0,10725.0
Sumit Nagal,22,114409.0,113009.0,1400.0
Filip Horansky,29,114380.0,114380.0,0.0
Mate Pavic,22,114349.0,12084.0,102265.0
Alex Bolt,29,114200.0,102266.0,11934.0
Rogerio Dutra Silva,35,114068.0,79651.0,34417.0
Yosuke Watanuki,21,114062.0,112062.0,2000.0
Vitaliy Sachko,26,114013.0,103952.0,10061.0
Peter Polansky,28,113741.0,99391.0,14350.0
Mischa Zverev,28,113674.0,99071.0,14603.0
Billy Harris,28,113517.0,107699.0,5818.0
Frederik Nielsen,35,113268.0,5606.0,107662.0
Christopher Eubanks,22,113254.0,98589.0,14665.0
Zdenek Kolar,22,113238.0,104313.0,8925.0
Matheus Pucinelli De Almeida,21,113187.0,107576.0,5611.0
Reilly Opelka,19,112870.0,106786.0,6084.0
Saketh Myneni,29,112722.0,104322.0,8400.0
Dan Added,24,112673.0,69010.0,43663.0
Andres Martin,24,112218.0,104772.0,7446.0
Yunchaokete Bu,21,112176.0,104721.0,7455.0
Cedrik-Marcel Stebe,32,112011.0,111068.0,943.0
Nicola Kuhn,22,111936.0,110985.0,951.0
Sebastian Ofner,22,111824.0,109754.0,2070.0
Filippo Baldi,23,111699.0,103450.0,8249.0
Evan King,25,111574.0,96925.0,14649.0
Alejandro Gonzalez,27,111398.0,101820.0,9578.0
Juan Ignacio Londero,25,111383.0,106141.0,5242.0
Konstantin Kravchuk,30,111359.0,99063.0,12296.0
Jason Kubler,31,111295.0,92130.0,19165.0
Stefano Travaglia,33,111083.0,106859.0,4224.0
Benjamin Bonzi,22,110861.0,89701.0,21160.0
Brydan Klein,25,110763.0,102219.0,8544.0
Michael Zheng,21,110650.0,106910.0,3740.0
Pedro Sousa,29,110548.0,109828.0,720.0
Alexis Galarneau,25,110530.0,101827.0,8703.0
Gastao Elias,25,110403.0,101836.0,8567.0
Tommy Robredo,34,110242.0,100835.0,9407.0
Pablo Andujar,30,110155.0,86964.0,23191.0
Hiroki Moriya,29,110127.0,104157.0,5970.0
Max Purcell,21,109956.0,64062.0,45894.0
Constant Lestienne,27,109550.0,107970.0,1580.0
Hugo Nys,27,109138.0,5625.0,103513.0
Aziz Dougaz,26,109136.0,103390.0,5746.0
James Ward,29,109072.0,102078.0,6994.0
Lucas Pouille,31,108661.0,106962.0,1699.0
Ernesto Escobedo,23,108414.0,106974.0,1440.0
Jason Jung,33,108078.0,107538.0,540.0
Garrett Johns,25,107826.0,101991.0,5835.0
Pedro Sousa,30,107758.0,101177.0,6581.0
Learner Tien,18,107709.0,106469.0,1240.0
Luca Vanni,33,107666.0,103661.0,4005.0
Kimmer Coppejans,21,107661.0,104751.0,2910.0
Marco Chiudinelli,36,107358.0,92614.0,14744.0
Santiago Rodriguez Taverna,25,107192.0,94022.0,13170.0
Lukas Rosol,37,106975.0,100578.0,6397.0
Andrea Arnaboldi,28,106726.0,89981.0,16745.0
Viktor Galovic,29,106589.0,105451.0,1138.0
Nikola Milojevic,23,106551.0,99285.0,7266.0
Noah Rubin,21,106499.0,105479.0,1020.0
Andrea Collarini,30,106252.0,96087.0,10165.0
Hugo Dellien,25,106130.0,96763.0,9367.0
Gregoire Barrere,22,106130.0,87634.0,18496.0
Yibing Wu,19,106040.0,104910.0,1130.0
Nicola Kuhn,19,106027.0,105081.0,946.0
Pedro Sousa,34,105742.0,104769.0,973.0
Gustavo Heide,23,105611.0,100821.0,4790.0
Gregoire Barrere,31,105529.0,93745.0,11784.0
Lukas Klein,24,105477.0,103616.0,1861.0
Nicolas Kicker,24,104654.0,97361.0,7293.0
Go Soeda,32,104599.0,100907.0,3692.0
Alessandro Giannessi,29,104192.0,102287.0,1905.0
Ernesto Escobedo,27,104117.0,101250.0,2867.0
Jonathan Eysseric,27,104093.0,38566.0,65527.0
Inigo Cervantes,26,104036.0,96929.0,7107.0
Stefano Napolitano,23,103954.0,102489.0,1465.0
Tobias Kamke,31,103874.0,102890.0,984.0
Luca Vanni,32,103723.0,100525.0,3198.0
Tatsuma Ito,28,103710.0,101220.0,2490.0
George Loffhagen,22,103390.0,103210.0,180.0
Nikola Milojevic,24,103377.0,101379.0,1998.0
Michael Mmoh,18,103218.0,103038.0,180.0
Zdenek Kolar,29,103177.0,84953.0,18224.0
Viktor Galovic,28,103084.0,101963.0,1121.0
Ricardas Berankis,33,103003.0,103003.0,0.0
Jerzy Janowicz,26,102997.0,94252.0,8745.0
Diego Dedura,17,102964.0,102643.0,321.0
Tobias Kamke,33,102852.0,102503.0,349.0
Uladzimir Ignatik,27,102543.0,96982.0,5561.0
Alexander Blockx,19,102542.0,100481.0,2061.0
Mackenzie McDonald,22,102381.0,92706.0,9675.0
Peter Gojowczyk,26,102258.0,92488.0,9770.0
Guilherme Clezar,23,102018.0,90813.0,11205.0
Vitaliy Sachko,27,102015.0,89034.0,12981.0
Kyle Edmund,27,101990.0,101990.0,0.0
Kenny De Schepper,31,101851.0,97218.0,4633.0
Jurgen Melzer,35,101736.0,67594.0,34142.0
Luke Saville,22,101676.0,82105.0,19571.0
Gonzalo Oliveira,23,101661.0,78219.0,23442.0
Duckhee Lee,20,101639.0,100469.0,1170.0
Nick Hardt,23,101395.0,94267.0,7128.0
Vaclav Safranek,23,101160.0,96090.0,5070.0
Norbert Gombos,25,101141.0,94132.0,7009.0
Patrick Zahraj,26,101133.0,85204.0,15929.0
Matwe Middelkoop,33,101104.0,3144.0,97960.0
Daniel Rincon,20,101001.0,83661.0,17340.0
Emilio Gomez,28,100991.0,97605.0,3386.0
Go Soeda,34,100918.0,97588.0,3330.0
Max Purcell,20,100884.0,70915.0,29969.0
Juan Pablo Ficovich,27,100821.0,95082.0,5739.0
Dane Sweeny,24,100536.0,94646.0,5890.0
Zhe Li,32,100241.0,72991.0,27250.0
Duckhee Lee,19,100154.0,96964.0,3190.0
Adam Walton,24,100139.0,83896.0,16243.0
Dominik Koepfer,31,100021.0,100021.0,0.0
Alex Barrena,23,99957.0,98533.0,1424.0
Jan Satral,27,99936.0,95111.0,4825.0
Federico Gaio,27,99920.0,97926.0,1994.0
Steven Diez,25,99908.0,97020.0,2888.0
Dmitry Popko,28,99824.0,92516.0,7308.0
Luke Saville,29,99554.0,53607.0,45947.0
Yuta Shimizu,25,99550.0,84181.0,15369.0
Gian Marco Moroni,24,99478.0,98125.0,1353.0
Uladzimir Ignatik,28,99476.0,95213.0,4263.0
Jurgen Melzer,36,99453.0,80169.0,19284.0
Luka Mikrut,21,99441.0,89374.0,10067.0
Andrey Kuznetsov,31,99396.0,98198.0,1198.0
Rudolf Molleker,18,99157.0,95737.0,3420.0
Brayden Schnur,23,99109.0,94303.0,4806.0
Joao Souza,28,98986.0,84751.0,14235.0
Antoine Hoang,23,98960.0,86982.0,11978.0
Yuta Shimizu,24,98893.0,89230.0,9663.0
Enrique Lopez Perez,28,98755.0,89347.0,9408.0
Tommy Paul,19,98720.0,81077.0,17643.0
Mackenzie McDonald,21,98538.0,82188.0,16350.0
Joel Schwaerzler,19,98381.0,75536.0,22845.0
Ricardo Ojeda Lara,25,98228.0,95729.0,2499.0
Radu Albot,36,98161.0,95780.0,2381.0
Alexander Kudryavtsev,30,98111.0,87169.0,10942.0
Peter Gojowczyk,27,98089.0,96698.0,1391.0
Luca Vanni,31,98067.0,94448.0,3619.0
Daniel Brands,30,97964.0,97964.0,0.0
Orlando Luz,26,97878.0,25110.0,72768.0
Gerald Melzer,25,97799.0,94784.0,3015.0
Tyler Zink,24,97794.0,88469.0,9325.0
Aleksandr Nedovyesov,29,97772.0,89159.0,8613.0
Mohamed Safwat,27,97399.0,93974.0,3425.0
Ryan Peniston,30,97376.0,94699.0,2677.0
Hamish Stewart,26,97249.0,87122.0,10127.0
Kevin Krawietz,26,97234.0,34715.0,62519.0
Bradley Klahn,27,97207.0,79247.0,17960.0
Mats Moraing,26,97014.0,90784.0,6230.0
Thomas Fabbiano,26,97004.0,91482.0,5522.0
Stefano Napolitano,24,96964.0,96791.0,173.0
Andrea Arnaboldi,34,96588.0,95441.0,1147.0
Jurgen Zopp,27,96478.0,88683.0,7795.0
Tim Smyczek,32,96449.0,86414.0,10035.0
Mitchell Krueger,29,96441.0,85345.0,11096.0
Dominik Koepfer,24,96304.0,94394.0,1910.0
Yasutaka Uchiyama,26,96222.0,68691.0,27531.0
Kamil Majchrzak,22,96220.0,92501.0,3719.0
Guillermo Duran,29,96166.0,4472.0,91694.0
Zhe Li,30,95701.0,78204.0,17497.0
Javier Barranco Cosano,26,95640.0,89201.0,6439.0
Andrej Martin,29,95639.0,83769.0,11870.0
Matej Dodig,20,95522.0,86571.0,8951.0
Beibit Zhukayev,23,95516.0,94792.0,724.0
Andrew Harris,25,95312.0,87642.0,7670.0
Andrej Martin,33,95255.0,81718.0,13537.0
Mohamed Safwat,29,95127.0,91140.0,3987.0
Dan Added,26,95119.0,79973.0,15146.0
Ryan Seggerman,25,95041.0,25991.0,69050.0
William Blumberg,24,94952.0,9010.0,85942.0
Albano Olivetti,25,94929.0,70082.0,24847.0
Martin Damm,20,94622.0,79175.0,15447.0
Pablo Llamas Ruiz,22,94602.0,93856.0,746.0
Oscar Otte,24,94558.0,86914.0,7644.0
Grega Zemlja,30,94453.0,93273.0,1180.0
Matteo Donati,20,94279.0,84599.0,9680.0
Tatsuma Ito,30,93951.0,91341.0,2610.0
Andre Begemann,33,93938.0,3650.0,90288.0
Yosuke Watanuki,24,93725.0,92579.0,1146.0
Enrique Lopez Perez,27,93636.0,78007.0,15629.0
Raphael Collignon,22,93610.0,90235.0,3375.0
Antoine Escoffier,30,93556.0,90502.0,3054.0
Dane Sweeny,21,93497.0,61451.0,32046.0
Maxime Janvier,22,93420.0,90619.0,2801.0
Jelle Sels,28,93317.0,89368.0,3949.0
Andrej Martin,30,93151.0,90209.0,2942.0
Brydan Klein,26,93065.0,77087.0,15978.0
Li Tu,26,92885.0,63333.0,29552.0
Andres Molteni,28,92802.0,3280.0,89522.0
Tristan Schoolkate,22,92548.0,76280.0,16268.0
Gleb Sakharov,29,92446.0,90153.0,2293.0
Michael Geerts,28,92367.0,78072.0,14295.0
Roberto Carballes Baena,22,92271.0,85713.0,6558.0
Geoffrey Blancaneaux,26,92080.0,75160.0,16920.0
Nicolas Barrientos,35,92041.0,15649.0,76392.0
Dennis Novikov,22,92013.0,73351.0,18662.0
Hiroki Moriya,26,91945.0,89519.0,2426.0
Maximo Gonzalez,34,91913.0,65665.0,26248.0
Vaclav Safranek,24,91905.0,89975.0,1930.0
Tallon Griekspoor,22,91901.0,90835.0,1066.0
Altug Celikbilek,27,91594.0,90230.0,1364.0
Fernando Verdasco,40,91525.0,91080.0,445.0
Geoffrey Blancaneaux,19,91466.0,86426.0,5040.0
Paul Jubb,26,91453.0,91163.0,290.0
Evan Furness,24,91166.0,88421.0,2745.0
Pedja Krstin,25,91164.0,88404.0,2760.0
Michail Pervolarakis,26,91129.0,71924.0,19205.0
Andrea Collarini,32,90947.0,83145.0,7802.0
Philip Sekulic,20,90924.0,90924.0,0.0
Khumoyun Sultanov,27,90899.0,87310.0,3589.0
Benjamin Hassan,28,90879.0,88695.0,2184.0
Guilherme Clezar,22,90850.0,84680.0,6170.0
Marcelo Arevalo,26,90522.0,65189.0,25333.0
Mikael Torpegaard,25,90394.0,90394.0,0.0
Cristian Garin,21,90297.0,87774.0,2523.0
