"ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                            YTD         Singles   Doubles        Career"
"1077     Podzus, Martins                          $4,422             $3,666     $756       $26,645"
"1078     Poplavskyy, Stanislav                    $4,421             $3,689     $732       $36,647"
"1079     Blasko, Martin                           $4,406             $3,147    $1,259      $13,203"
"1080     Zarichanskiyy, Daniil                    $4,394             $3,016    $1,378       $7,002"
"1081     Puetz, Tim                               $4,391             $2,776    $1,615     $239,442"
"1082     Trevisan, Matteo                         $4,387             $4,297       $90     $123,130"
"1083T    Gajewski, Kamil                          $4,384             $2,380    $2,004       $7,723"
"1083T    Markovic, Goran                          $4,384             $2,850    $1,534      $12,498"
"1083T    Razborsek, Nik                           $4,384             $3,326    $1,058      $22,880"
"1086T    Bendeck, Jose Daniel                     $4,370             $2,160    $2,210      $12,293"
"1086T    Goldengoren, Tal                         $4,370             $4,370        $0      $19,649"
"1088     Seol, Jae-Min                            $4,344             $2,234    $2,110      $12,760"
"1089     Kapric, Denis                            $4,342             $2,092    $2,250       $9,121"
"1090     Anagnastopol, Victor-Mugurel             $4,316               $490    $3,826      $39,363"
"1091     Kocevar-Desman, Tom                      $4,310             $3,555     $755       $37,625"
"1092     Galloway, Robert                         $4,303             $1,160    $3,143       $5,831"
"1093     Raab, Demian                             $4,294             $3,654     $640       $14,717"
"1094     Makiguchi, Ryusei                        $4,288             $3,416     $872       $48,852"
"1095     Yamacita, Fernando                       $4,282             $2,973    $1,309       $4,826"
"1096     Lopez Perez Fuster, Jorge                $4,274             $3,622     $652        $5,122"
"1097     Matuszewski, Piotr                       $4,261             $2,076    $2,185       $4,401"
"1098T    Godry, Levente                           $4,260             $2,212    $2,048      $18,190"
"1098T    Petit, Gabriel                           $4,260             $3,052    $1,208       $8,338"
"1100     Zgombic, Fran Zvonimir                   $4,250             $3,076    $1,174       $7,059"
""
"Page 25 of 109                    Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                         YTD         Singles      Doubles        Career"
"1101     Mora, Maxime                            $4,221             $3,187    $1,034       $5,855"
"1102     Grimolizzi, Gaston-Arturo               $4,214             $3,070    $1,144      $53,224"
"1103T    Ovil, Orel                              $4,186             $3,012    $1,174       $8,819"
"1103T    Wagner, Hannes                          $4,186             $2,676    $1,510      $13,141"
"1105     Torre, Eduardo Agustin                  $4,184             $2,496    $1,688      $25,387"
"1106     Eshmade, Nathan                         $4,182             $2,688    $1,494       $4,182"
"1107     Rybakov, Alex                           $4,150             $2,958    $1,192      $11,965"
"1108     Goldsteiner, Peter                      $4,132             $3,588     $544       $22,923"
"1109     Kishi, Ryota                            $4,126             $3,210     $916       $13,300"
"1110     Cortes Alcaraz, Aaron                   $4,122             $3,212     $910       $11,558"
"1111     Muzaev, Richard                         $4,120             $3,296     $824       $45,025"
"1112     Badanov, Dmytro                         $4,112             $3,352     $760       $25,633"
"1113     Drinic, Milan                           $4,092             $3,794     $298        $4,752"
"1114     Kopinski, Tim                           $4,078             $1,694    $2,384      $11,434"
"1115     Craciun, Teodor-Dacian                  $4,072             $3,818     $254      $132,517"
"1116     Picco, Francesco                        $4,070             $3,294     $776       $45,554"
"1117T    Boehler, Dominik                        $4,016             $3,852     $164        $9,666"
"1117T    Hajek, Petr                             $4,016             $2,918    $1,098       $4,489"
"1117T    Van Den Berg, Bart                      $4,016               $208    $3,808       $4,312"
"1120     Zhong, Su Hao                           $4,010             $3,092     $918        $6,678"
"1121     Reichelt, Timon                         $3,990             $2,856    $1,134      $17,602"
"1122T    Crepatte, Baptiste                      $3,982             $3,430     $552        $7,966"
"1122T    Menezes, Joao                           $3,982             $2,700    $1,282      $17,963"
"1122T    Pulgar-Garcia, Javier                   $3,982             $2,970    $1,012      $25,957"
"1125T    Gengel, Marek                           $3,980             $2,704    $1,276       $4,613"
"1125T    Jayaprakash, Mohit Mayur                $3,980             $2,296    $1,684      $26,308"
"1127     Hossam, Karim                           $3,978             $3,210     $768       $44,946"
"1128     Laurent, Yanais                         $3,970             $2,556    $1,414      $24,476"
"1129     Prechtel, Sebastian                     $3,966             $3,124     $842        $6,928"
"1130     Davidovich Fokina, Alejandro            $3,963             $2,980     $983        $4,733"
"1131     Oku, Hiromasa                           $3,962             $2,038    $1,924      $22,143"
"1132     Withrow, Jackson                        $3,953                 $0    $3,953       $8,953"
"1133     Kuhn, Nicola                            $3,952             $3,888       $64       $4,384"
"1134     Siringo, Eros                           $3,942             $3,210     $732        $8,146"
"1135     Rodriguez Manzano, Borja                $3,926             $3,120     $806       $24,894"
"1136     Ternar, Tomislav                        $3,922             $3,354     $568       $38,370"
"1137     Rodriguez Taverna, Santiago Fa          $3,920             $3,296     $624        $7,574"
"1138     Woerner, Paul                           $3,908             $3,384     $524       $10,321"
"1139     Vasa, Eero                              $3,906             $2,745    $1,161       $6,704"
"1140     Guinard, Manuel                         $3,904             $3,104     $800        $4,994"
"1141     Folie, Alexandre                        $3,896             $3,038     $858       $71,109"
"1142     Agarwal, Rishab                         $3,892             $3,368     $524        $6,385"
"1143     Tsuchiya, Alexandre                     $3,890             $2,160    $1,730      $32,821"
"1144     Lin, Jack Mingjie                       $3,887             $2,917     $970        $4,833"
""
"Page 26 of 109                   Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                              YTD         Singles      Doubles        Career"
"1145     Ricca, Giorgio                               $3,878             $2,998     $880        $6,464"
"1146     Gray, Jonathan                               $3,872             $2,144    $1,728       $5,762"
"1147     Cammarata, Alberto                           $3,868             $3,432     $436       $13,578"
"1148     Robins, Mitchell William                     $3,866             $1,868    $1,998       $7,106"
"1149     Zemel, Yankel                                $3,846             $2,710    $1,136       $6,742"
"1150     Patrombon, Jeson                             $3,844             $2,590    $1,254      $13,392"
"1151     Tinelli, Matteo                              $3,840             $3,260     $580        $5,660"
"1152     Chervyakov, Fedor                            $3,826             $2,870     $956       $22,411"
"1153     Nagao, Katsuki                               $3,788             $1,900    $1,888      $14,687"
"1154     Krstev, Ondrej                               $3,784             $2,954     $830        $5,254"
"1155     Roy , Matthieu                               $3,778             $2,662    $1,116      $30,097"
"1156     Cordonnier, Gregorio                         $3,772             $2,492    $1,280       $7,575"
"1157     Ferrari, Francesco                           $3,770             $2,904     $866        $4,350"
"1158     Nam, Hyun-Woo                                $3,769             $2,056    $1,713      $62,765"
"1159     Leonardi, Filippo                            $3,740             $3,196     $544       $61,919"
"1160     Stevenson, Kelsey                            $3,735             $3,311     $424       $19,132"
"1161     Moon, Ju-Hae                                 $3,722             $2,574    $1,148       $8,709"
"1162T    Baltensperger, Raphael                       $3,720             $3,072     $648        $5,160"
"1162T    Moncagatto, Francesco                        $3,720               $916    $2,804       $8,825"
"1164     Gennaro, Dante                               $3,698             $2,822     $876       $19,618"
"1165     Venturino, Thibault                          $3,692             $2,622    $1,070      $12,822"
"1166     Oh, Chan-yeong                               $3,676             $3,368     $308        $4,926"
"1167     Zhou, Sheng Hao                              $3,648             $2,506    $1,142       $6,362"
"1168     Popyrin, Alexei                              $3,642             $3,128     $514        $3,642"
"1169     Cannell, Joel                                $3,636             $3,192     $444        $5,460"
"1170     Petrone, Alessandro                          $3,635             $3,081     $554       $24,224"
"1171     Bozoljac, Ilija                              $3,623                 $0    $3,623     $718,822"
"1172     Jdi, Mehdi                                   $3,617             $2,651     $966       $18,623"
"1173     Bouquet, Lucas                               $3,614             $2,596    $1,018       $5,778"
"1174     Tsoy, Pavel                                  $3,610             $2,944     $666        $8,556"
"1175     Ribeiro Navarrete, Samuel                    $3,606             $2,794     $812       $18,796"
"1176T    Dijkhuizen, Marc                             $3,600             $2,692     $908        $5,476"
"1176T    Jorda Sanchis, David                         $3,600             $2,706     $894        $7,281"
"1178     Rondoni, Pietro                              $3,597             $2,220    $1,377      $33,337"
"1179     Salamanca, Carlos                            $3,592             $1,904    $1,688     $333,689"
"1180     Fermosell Delgado, Jaime                     $3,574             $3,112     $462        $9,140"
"1181T    Bava, Haadin Salim                           $3,544             $2,676     $868        $7,020"
"1181T    Mammetgulyyev, Isa                           $3,544             $2,592     $952        $5,088"
"1183     Dubinski, Artur                              $3,542             $3,062     $480       $13,785"
"1184     Ritschard, Alexander                         $3,538             $3,198     $340       $17,900"
"1185     Grigoriu, Patrick                            $3,534               $312    $3,222      $20,717"
"1186     Prihodko, Oleg                               $3,526             $2,298    $1,228       $4,664"
"1187     Villacorta-Alonso, Ricardo                   $3,524             $2,674     $850       $33,573"
"1188T    Ibanez Gallego, Alejandro                    $3,520             $2,930     $590        $5,593"
""
"Page 27 of 109                        Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                           YTD         Singles      Doubles        Career"
"1188T    Rizzuti, Giovanni                         $3,520             $2,764     $756      $9,446"
"1190     Gooch, Damon                              $3,518             $1,970    $1,548    $18,400"
"1191     Mertinak, Michal                          $3,494                 $0    $3,494 $1,511,590"
"1192     Walsh, Darren                             $3,492                 $0    $3,492    $36,903"
"1193     Dzhavakian, Yurii                         $3,488             $2,836     $652     $10,459"
"1194T    Brtnicky, Filip                           $3,486             $2,724     $762     $13,295"
"1194T    Oakley, Keelan                            $3,486             $2,486    $1,000    $13,726"
"1196     Ramirez, Cesar                            $3,485                 $0    $3,485  $137,512"
"1197     Vajda, Peter                              $3,484             $3,348     $136      $7,405"
"1198     Fournerie, Theo                           $3,478             $2,864     $614     $22,877"
"1199     Panta, Jorge                              $3,464             $1,792    $1,672    $26,043"
"1200     Mansouri, Skander                         $3,453             $1,368    $2,085    $14,403"
"1201     Urbanija, Mike                            $3,452             $3,226     $226     $27,709"
"1202     Botezan, George                           $3,446             $2,588     $858      $4,692"
"1203     Ouvrard, Victor                           $3,442             $2,900     $542      $5,874"
"1204     Hu, Nicholas S.                           $3,433             $2,587     $846      $3,761"
"1205     Poncelet, Victor                          $3,428             $2,606     $822      $5,092"
"1206     Anand, Kunal                              $3,424             $2,332    $1,092    $16,212"
"1207     Aragone, JC                               $3,420             $3,420        $0     $4,172"
"1208     Bendre, Anvit                             $3,414             $1,612    $1,802    $11,568"
"1209     Kahlke, Jannis                            $3,410             $2,296    $1,114    $12,877"
"1210     Turchetti, Nicolo                         $3,404             $2,588     $816      $6,948"
"1211T    Blumenberg, Alex                          $3,394             $2,590     $804     $22,500"
"1211T    Camilo, Rafael                            $3,394             $1,832    $1,562    $71,599"
"1213     Mitjana, Leny                             $3,392             $3,068     $324      $5,654"
"1214     Mudge, Robbie                             $3,390             $1,518    $1,872     $5,284"
"1215     Moreno, Federico                          $3,382             $2,334    $1,048     $6,365"
"1216     Mensurado, Vasco                          $3,376             $2,626     $750     $16,996"
"1217     Larriere, Clement                         $3,368             $2,682     $686      $4,892"
"1218     Pungliya, Jayesh                          $3,364             $2,540     $824      $5,537"
"1219     Kirchheimer, Strong                       $3,360             $2,804     $556      $3,944"
"1220     Barranco Cosano, Javier                   $3,348             $1,880    $1,468     $3,764"
"1221T    Daciek, Patrick                           $3,346             $2,470     $876     $13,655"
"1221T    Wagner, Bastian                           $3,346             $3,346        $0    $15,020"
"1223     Kecmanovic, Miomir                        $3,334             $2,808     $526      $4,391"
"1224     Verbeek, Sem                              $3,328             $1,316    $2,012     $3,848"
"1225     Goransson, Andre                          $3,300             $2,850     $450      $6,014"
"1226     Marfia, Matteo                            $3,296             $2,440     $856     $31,857"
"1227     Vacherot, Valentin                        $3,276             $3,004     $272      $3,606"
"1228     Reinberg, Emil                            $3,275             $2,410     $865      $3,311"
"1229     Pollanen, Herkko                          $3,266             $1,296    $1,970    $15,998"
"1230     Fukuda, Sora                              $3,264             $2,380     $884      $5,804"
"1231     Gonzalez, Wilfredo                        $3,262             $2,194    $1,068     $5,084"
"1232     Cabral, Francisco                         $3,256             $2,038    $1,218     $5,078"
""
"Page 28 of 109                     Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                            YTD         Singles      Doubles        Career"
"1233     Kolisnyk, Olexiy                           $3,252             $2,192    $1,060       $8,420"
"1234     Martin, Toby                               $3,244             $2,592     $652       $32,728"
"1235     Gong, Xiao                                 $3,230             $2,284     $946        $9,275"
"1236T    Solberg, Christoffer                       $3,214             $2,628     $586       $11,140"
"1236T    Yoo, Daniel                                $3,214             $2,556     $658       $79,822"
"1238     Uspensky, Dennis                           $3,210             $2,108    $1,102       $8,752"
"1239     Lozan, Kristian                            $3,202             $2,750     $452        $3,238"
"1240     Mugabe, Duncan                             $3,200             $2,304     $896       $16,077"
"1241     Ramirez Utermann, Carlos                   $3,199             $2,535     $664       $10,883"
"1242     Cacao, Tiago                               $3,176             $2,490     $686        $4,810"
"1243     Lopes, Tiago                               $3,174             $2,274     $900      $115,701"
"1244     Peric, Nebojsa                             $3,166             $1,422    $1,744       $8,590"
"1245     Volfson, David                             $3,158             $2,508     $650       $14,025"
"1246     Kapach, Ram                                $3,154             $2,384     $770        $7,082"
"1247     Walkin, Brandon                            $3,142             $2,424     $718        $5,722"
"1248     Bruna, Esteban                             $3,134             $2,020    $1,114       $9,582"
"1249     Zuk, Kacper                                $3,127             $1,792    $1,335       $3,335"
"1250     Suluoglu, Sefa                             $3,120             $1,832    $1,288      $12,331"
"1251     Chang, Jonathan                            $3,104             $2,528     $576        $4,656"
"1252     Zhu, Michael                               $3,102             $1,812    $1,290       $3,220"
"1253     Harris, Billy                              $3,092             $2,016    $1,076       $6,941"
"1254T    Grant, Michael                             $3,074             $2,728     $346       $12,600"
"1254T    Polyakov, Vladimir                         $3,074             $1,866    $1,208      $18,093"
"1256     Kotov, Pavel                               $3,051             $2,633     $418        $3,999"
"1257     Kaliyanda Poonacha, Niki                   $3,048             $2,224     $824        $9,849"
"1258     Khomentovskiy, Matvey                      $3,038             $2,784     $254        $4,234"
"1259     Fynn, Mark                                 $3,036             $1,814    $1,222      $21,824"
"1260     Pearson, Kody                              $3,030             $1,810    $1,220       $4,096"
"1261     Korolev, Vladimir                          $3,028             $2,108     $920        $6,007"
"1262     Benchetrit, Elliot                         $3,016             $2,952       $64       $3,070"
"1263     Vigani, Joy                                $3,008             $2,592     $416        $4,630"
"1264T    Nunez, Victor                              $3,004             $2,004    $1,000      $16,221"
"1264T    Schroll, Philipp                           $3,004             $2,244     $760        $3,672"
"1266     Kivattsev, Kirill                          $2,994             $2,282     $712        $4,236"
"1267     Hannestad, Benjamin                        $2,992             $2,356     $636        $4,078"
"1268     Windahl, Daniel                            $2,986             $1,934    $1,052      $12,243"
"1269     Emmanuel, Sylvester                        $2,980             $2,370     $610        $3,583"
"1270     Kiuamov, Timur                             $2,971             $1,712    $1,259      $11,599"
"1271     Shcherba, Vitalii                          $2,964             $2,196     $768        $8,094"
"1272     Ito, Yuya                                  $2,960             $2,606     $354        $3,260"
"1273T    Berg, Conor                                $2,954             $2,142     $812        $3,176"
"1273T    Kylar, Kevin                               $2,954             $2,198     $756        $6,820"
"1275     Bobrov, Bogdan                             $2,942             $2,018     $924        $6,886"
"1276T    Marx, Philipp                              $2,938                 $0    $2,938     $466,198"
""
"Page 29 of 109                      Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 26, 2016"
"Money"
"Rank Player                                            YTD         Singles      Doubles        Career"
"1276T    Schott, Hugo                               $2,938             $2,596     $342      $6,456"
"1278     Sood, Lakshit                              $2,936               $520    $2,416    $15,955"
"1279T    Hossam, Youssef                            $2,934             $2,538     $396      $5,755"
"1279T    Ignat, Dragos Constantin                   $2,934             $2,024     $910      $7,198"
"1281     Summaria, Corrado                          $2,926             $1,876    $1,050     $3,292"
"1282     Chakrouni, Ayoub                           $2,916             $2,306     $610     $11,964"
"1283     Tashi, Vullnet                             $2,912             $2,604     $308     $10,392"
"1284     Vidak, Antun                               $2,908               $656    $2,252     $9,884"
"1285     Matic, Nico                                $2,907             $2,607     $300     $21,490"
"1286     Klegou, Alexis                             $2,903             $1,450    $1,453    $15,654"
"1287T    Milovic, Zeljko                            $2,880             $2,364     $516      $5,064"
"1287T    Mora, Daniel                               $2,880             $2,248     $632      $7,297"
"1287T    Vejvara, Lukas                             $2,880             $1,814    $1,066     $2,880"
"1287T    Wakita, Shunsuke                           $2,880             $2,176     $704      $4,908"
"1291     Mardones, Bruno                            $2,872             $2,090     $782      $6,750"
"1292T    Meuffels, Alban                            $2,868             $2,018     $850     $30,883"
"1292T    Vernier, Michel                            $2,868             $2,380     $488     $10,263"
"1294T    Cermak, Frantisek                          $2,862                 $0    $2,862 $2,418,073"
"1294T    Goveas, Aryan                              $2,862             $2,038     $824      $4,666"
"1296     Testoni, Cesar                             $2,834             $2,440     $394      $4,142"
"1297     Huesler, Marc-Andrea                       $2,830             $2,308     $522      $4,310"
"1298     Zhu, Evan                                  $2,814             $2,024     $790      $2,814"
"1299     Campo, Antonio                             $2,808             $2,086     $722     $15,361"
"1300     Griekspoor, Kevin                          $2,804             $2,696     $108     $19,677"
"1301     Dalla Valle, Enrico                        $2,788             $1,916     $872      $6,754"
"1302     Chiu, Yu Hsiang                            $2,784             $1,348    $1,436     $5,998"
"1303     Meulemans, Stijn                           $2,754             $2,466     $288      $9,336"
"1304     Vinsant, Shane                             $2,752             $2,328     $424      $9,907"
"1305     Arenas-Gualda, Ivan                        $2,731             $1,004    $1,727    $72,300"
"1306     Kennedy, Zack                              $2,720                 $0    $2,720     $2,720"
"1307     Soler, Joan                                $2,718             $1,674    $1,044     $3,823"
"1308     Khan, Shahbaaz                             $2,714             $1,724     $990      $6,760"
"1309     Humbert, Ugo                               $2,708             $2,366     $342      $4,286"
"1310     Lombe, Harrison                            $2,696             $2,252     $444      $4,826"
"1311     Correia, Jordan                            $2,686             $2,486     $200      $3,518"
"1312T    Arreche, Nicolas Alberto                   $2,682             $1,792     $890     $17,887"
"1312T    Nguyen Hoang, Thien                        $2,682             $1,556    $1,126     $5,442"
"1314     Merino, Alexander                          $2,680             $1,364    $1,316    $10,504"
"1315     Maccari, Federico                          $2,678             $1,712     $966     $16,722"
"1316     Saidkarimov, Saida'Lo                      $2,654             $1,502    $1,152     $4,300"
"1317     Ruppli, Andrew                             $2,632             $2,280     $352      $6,704"
"1318T    Bader, Sebastian                           $2,630               $260    $2,370    $19,362"
"1318T    Donev, Gabriel                             $2,630             $2,314     $316      $3,824"
"1320     Colella, Alessandro                        $2,628             $1,556    $1,072    $27,613"
""
"Page 30 of 109                      Statistics/ Prize Money/ Current               Report as of Dec 21, 2016"
""
