"ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                      YTD   Singles     Doubles           Career"
"701      Heras, Patricio                                   $14,232    $10,569      $3,663        $109,686"
"702      Kotov, Pavel                                      $14,192    $13,430        $762         $31,235"
"703      Matos, Diego                                      $14,156     $5,308      $8,848         $57,870"
"704      Avidzba, Alen                                     $14,143    $13,402        $741         $18,613"
""
"Page 16 of 100                     Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                   YTD   Singles    Doubles           Career"
"705      Sultanov, Khumoyun                              $14,140    $10,635      $3,505         $30,657"
"706      Wolf, Jeffrey John                              $14,050    $13,480        $570         $36,782"
"707      Gojo, Borna                                     $14,025    $13,755        $270         $28,130"
"708      Van Rijthoven, Tim                              $14,024    $13,604        $420         $46,881"
"709      Uzhylovskyi, Volodoymyr                         $14,002     $2,073     $11,929         $78,897"
"710      Apostol, Bogdan Ionut                           $13,992    $10,987      $3,005         $33,582"
"711      Kalenichenko, Danylo                            $13,979     $9,717      $4,262         $50,260"
"712      Smola, Maciej                                   $13,926    $10,032      $3,894         $57,948"
"713      Klok, Denis                                     $13,873    $11,391      $2,482         $22,831"
"714      Escoffier, Antoine                              $13,831    $11,093      $2,738         $78,549"
"715      Sureshkumar, Manish                             $13,801    $11,962      $1,839         $19,852"
"716      Bittoun Kouzmine, Constantin                    $13,698    $11,501      $2,197         $17,379"
"717      Lipovsek Puches, Tomas                          $13,686     $5,019      $8,667        $129,088"
"718      Fufygin, Mikhail                                $13,616    $10,199      $3,417         $82,033"
"719      Harris, Billy                                   $13,567     $9,739      $3,828         $32,646"
"720      Al-Mutawa, Jabor                                $13,526    $13,160        $366         $68,443"
"721      Trongcharoenchaikul, Wishaya                    $13,510    $11,262      $2,248         $58,936"
"722      Karimov, Jurabek                                $13,481     $8,818      $4,663         $51,279"
"723      Perchicot, Mathieu                              $13,454    $12,606        $848         $17,344"
"724      Boutillier, Remi                                $13,431     $9,931      $3,500         $86,862"
"725      Prashanth, N Vijay Sundar                       $13,375     $4,470      $8,905        $108,587"
"726      Klein, Lukas                                    $13,367    $11,709      $1,658         $33,204"
"727      Musialek, Alexis                                $13,352     $9,503      $3,849         $96,507"
"728      Kalovelonis, Markos                             $13,278     $9,899      $3,379         $68,871"
"729      Kirchheimer, Strong                             $13,274    $12,620        $654         $22,923"
"730      Geerts, Michael                                 $13,249    $10,481      $2,768         $46,294"
"731      Katic, Dejan                                    $13,242    $11,247      $1,995         $63,457"
"732      Gray, Jonathan                                  $13,225    $11,967      $1,258         $30,795"
"733      Look, Michael                                   $13,209    $10,260      $2,949         $62,481"
"734      Goransson, Andre                                $13,198     $1,922     $11,276         $26,686"
"735      Altuna, Tuna                                    $13,194         $0     $13,194         $87,498"
"736      Cabral, Francisco                               $13,159     $7,668      $5,491         $27,614"
"737      Tanuma, Ryota                                   $13,155    $11,327      $1,828         $35,376"
"738      Bensoussan, Samuel                              $13,117    $10,941      $2,176         $57,645"
"739      Findel-Hawkins, Jack                            $13,101     $9,164      $3,937         $14,914"
"740      Cervantes, Inigo                                $12,987     $4,939      $8,048      $1,060,383"
"741      Borsos, Gabor                                   $12,982     $5,873      $7,109         $48,731"
"742      Boehler, Dominik                                $12,973    $12,081        $892         $30,303"
"743      Chazal, Maxime                                  $12,950    $10,256      $2,694        $120,218"
"744      Tabilo, Alejandro                               $12,948    $10,752      $2,196         $37,703"
"745      Kirkin, Ergi                                    $12,930     $9,870      $3,060         $17,349"
"746      Simon, Tobias                                   $12,922    $12,922          $0         $52,554"
"747      Merckx, Jonas                                   $12,874    $10,356      $2,518         $50,979"
"748      Castelnuovo, Luca                               $12,867     $7,942      $4,925         $17,167"
""
"Page 17 of 100                   Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                       YTD   Singles    Doubles           Career"
"749      Meis, Pascal                                        $12,851    $12,203        $648         $53,144"
"750      Cacic, Nikola                                       $12,804     $1,386     $11,418        $130,210"
"751      Agamenone, Franco                                   $12,794     $1,892     $10,902         $64,883"
"752      Dischinger, Eduardo                                 $12,729     $7,693      $5,036         $72,585"
"753      Draganja, Tomislav                                  $12,706         $0     $12,706         $51,431"
"754      Haim, Matthias                                      $12,672    $10,284      $2,388         $25,370"
"755      Nouza, Petr                                         $12,641     $7,486      $5,155         $22,601"
"756      Dutra da Silva, Daniel                              $12,567    $10,070      $2,497        $182,187"
"757      Goveas, Aryan                                       $12,510     $8,988      $3,522         $27,360"
"758      Desein, Niels                                       $12,504     $6,744      $5,760        $410,738"
"759      Rybakov, Alex                                       $12,499    $12,355        $144         $33,382"
"760      Sabanov, Ivan                                       $12,452     $1,868     $10,584         $51,341"
"761      Dzhanashia, Shalva                                  $12,443     $9,220      $3,223         $25,322"
"762      Yamasaki, Jumpei                                    $12,426    $10,051      $2,375         $30,982"
"763      Sigouin, Benjamin                                   $12,340     $9,095      $3,245         $30,789"
"764      Zarichanskyy, Daniil                                $12,331     $8,925      $3,406         $29,534"
"765      Isaro, Pruchya                                      $12,277     $8,956      $3,321         $43,819"
"766      Forti, Francesco                                    $12,260     $8,412      $3,848         $14,552"
"767      Sabanov, Matej                                      $12,183     $2,150     $10,033         $63,270"
"768      Pospisil, Jaroslav                                  $12,115     $8,619      $3,496        $543,108"
"769      Lazarov, Alexandar                                  $12,091    $10,873      $1,218         $31,619"
"770      Peniston, Ryan                                      $12,061    $10,447      $1,614         $19,889"
"771T     Miladinovic, Marko                                  $12,057    $12,057          $0         $12,887"
"771T     Tabur, Clement                                      $12,057     $3,866      $8,191         $15,132"
"773      Jasika, Omar                                        $12,040    $11,200        $840        $239,459"
"774      Ghilea, Vasile-Alexandru                            $11,992     $9,216      $2,776         $20,062"
"775      Borges, Nuno                                        $11,991    $10,467      $1,524         $24,754"
"776      Sorgi, Joao Pedro                                   $11,938     $8,774      $3,164        $110,692"
"777      Vervoort, Mark                                      $11,936         $0     $11,936         $75,393"
"778      Weis, Alexander                                     $11,925     $8,959      $2,966         $19,405"
"779      Tikhomirov, Maksim                                  $11,913     $9,413      $2,500         $21,289"
"780      Torpegaard, Mikael                                  $11,865    $11,775         $90         $40,730"
"781      Lozan, Kristian                                     $11,858    $10,080      $1,778         $25,101"
"782      Fukuda, Sora                                        $11,836     $8,543      $3,293         $38,469"
"783      Gerritsen, Stephan                                  $11,787     $8,228      $3,559         $16,669"
"784      Massara, Antonio                                    $11,779     $9,522      $2,257         $47,210"
"785      Shane, Ryan                                         $11,740    $10,537      $1,203        $101,142"
"786      Chappell, Nick                                      $11,715     $8,594      $3,121         $36,228"
"787      Strombachs, Robert                                  $11,714     $8,695      $3,019         $12,242"
"788      Bodmer, Adrian                                      $11,712     $6,973      $4,739         $41,193"
"789      Hong, Seong-chan                                    $11,707    $10,016      $1,691         $41,713"
"790      Korovin, Mikhail                                    $11,692     $9,382      $2,310         $26,176"
"791      Bobrov, Bogdan                                      $11,673     $9,279      $2,394         $27,796"
"792      Rodriguez - Pace, Ricardo                           $11,662     $9,788      $1,874         $85,797"
""
"Page 18 of 100                       Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                    YTD   Singles    Doubles           Career"
"793      Antonescu, Vasile                                $11,593     $6,819      $4,774         $59,414"
"794      Rodriguez Taverna, Santiago Fa                   $11,559     $9,344      $2,215         $28,897"
"795      Sinclair, Colin                                  $11,519    $10,157      $1,362         $15,164"
"796      Matosevic, Marinko                               $11,500    $11,500          $0      $2,041,040"
"797      Sanchez, Manuel                                  $11,469     $4,996      $6,473        $115,453"
"798      Estevez, Maximiliano                             $11,355     $8,852      $2,503        $111,335"
"799      Kocevar-Desman, Tom                              $11,327    $10,263      $1,064         $55,018"
"800      Hampel, Lenny                                    $11,316     $9,574      $1,742         $59,397"
"801      Durasovic, Viktor                                $11,307    $10,186      $1,121         $56,910"
"802      Wang, Aoran                                      $11,287     $6,461      $4,826         $29,511"
"803      Roncalli, Simone                                 $11,235    $10,097      $1,138         $24,263"
"804      Craig, Henry                                     $11,231     $8,961      $2,270         $20,035"
"805      Diaz-Figueroa, Christopher                       $11,211     $5,862      $5,349        $114,826"
"806      Ivanov, Vladimir                                 $11,152     $6,945      $4,207        $103,329"
"807      Statzberger, Thomas                              $11,145    $10,167        $978         $46,253"
"808      Arreche, Nicolas Alberto                         $11,111     $8,471      $2,640         $35,199"
"809      Puodziunas, Scott                                $11,110     $3,080      $8,030         $42,532"
"810      Vivero Gonzalez, Pablo                           $11,099    $10,087      $1,012         $60,782"
"811      Malla, Bastian                                   $11,080    $10,636        $444         $56,771"
"812      Ore, Junior A.                                   $11,071     $6,205      $4,866         $25,931"
"813      Farren, Connor                                   $11,068     $7,753      $3,315         $36,706"
"814      Pena Lopez, Manuel                               $11,047     $8,074      $2,973         $33,205"
"815      Huertas Del Pino Cordova, Arklon                 $11,013     $7,587      $3,426         $12,057"
"816      Fortuna, Claudio                                 $10,980     $9,558      $1,422         $75,481"
"817      Romero De Avila Senise, Alberto                  $10,978     $9,431      $1,547         $30,982"
"818      Friberg, Karl                                    $10,912     $9,634      $1,278         $19,496"
"819      Netuschil, Marvin                                $10,894    $10,530        $364         $57,805"
"820T     Geens, Clement                                   $10,890     $9,513      $1,377         $67,951"
"820T     Reis Da Silva, Joao Lucas                        $10,890     $8,772      $2,118         $12,033"
"822      Zhu, Michael                                     $10,888     $7,830      $3,058         $21,330"
"823      Dembek, Michal                                   $10,874     $7,972      $2,902         $34,356"
"824      Cias, Pawel                                      $10,850     $8,560      $2,290         $56,695"
"825      Hank, Tigre                                      $10,836     $9,414      $1,422        $100,446"
"826      Lee, Kuan-Yi                                     $10,792     $9,444      $1,348         $41,324"
"827      Ehrat, Sandro                                    $10,782     $9,487      $1,295         $81,268"
"828      Takeuchi, Kento                                  $10,768     $8,496      $2,272        $154,094"
"829      Mertl, Jan                                       $10,765     $8,499      $2,266        $608,434"
"830      Singh, Karunuday                                 $10,758     $7,982      $2,776         $68,286"
"831      Kellovsky, Dominik                               $10,733     $6,684      $4,049         $46,882"
"832      Ferrari, Francesco                               $10,732     $5,540      $5,192         $20,958"
"833      Niesten, Miliaan                                 $10,728     $8,309      $2,419         $68,024"
"834      Echazu, Mauricio                                 $10,726     $9,058      $1,668        $116,016"
"835      Bednarek, Tomasz                                 $10,658         $0     $10,658        $441,654"
"836      Barbosa, Romain                                  $10,657     $8,519      $2,138         $61,046"
""
"Page 19 of 100                    Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                    YTD   Singles    Doubles           Career"
"837      Bergevi, Filip                                   $10,652     $8,377      $2,275         $21,324"
"838      Saez, Juan Carlos                                $10,646     $7,338      $3,308        $110,871"
"839      Nijboer, Ryan                                    $10,608     $7,417      $3,191         $13,734"
"840      Habib, Hady                                      $10,601     $9,351      $1,250         $14,812"
"841      Woerner, Paul                                    $10,581     $9,357      $1,224         $30,726"
"842      Lindell, Christian                               $10,568     $9,630        $938        $263,110"
"843      Madaras, Dragos Nicolae                          $10,544     $8,883      $1,661         $27,999"
"844      Prihodko, Oleg                                   $10,534     $6,475      $4,059         $25,562"
"845      Bothwell, Peter                                  $10,478     $8,293      $2,185         $31,237"
"846      Sieber, Marc                                     $10,477     $9,058      $1,419        $122,471"
"847      Kobelt, Peter                                    $10,466     $9,233      $1,233         $67,408"
"848      Markovic, Goran                                  $10,454     $6,220      $4,234         $29,771"
"849      Moritani, Soichiro                               $10,397     $7,400      $2,997         $33,401"
"850      Watson, Andrew                                   $10,355     $8,919      $1,436         $19,413"
"851      Whitehouse, Mark                                 $10,350     $9,008      $1,342         $18,009"
"852      Giacalone, Omar                                  $10,333     $7,466      $2,867         $89,126"
"853      Frigerio, Lorenzo                                $10,321     $8,024      $2,297         $63,793"
"854      Pervolarakis, Michail                            $10,291     $7,650      $2,641         $13,944"
"855      Purcell, Rhett                                   $10,284     $6,978      $3,306         $20,296"
"856      Ouakaa, Aziz                                     $10,280     $8,054      $2,226         $13,556"
"857      Lu, Tyler                                        $10,243     $7,601      $2,642         $14,562"
"858      Simonsson, Fred                                  $10,176     $4,984      $5,192         $63,021"
"859      Vidal Azorin, Jose Fco.                          $10,172     $8,428      $1,744         $32,356"
"860      Gonzalez, Wilfredo                               $10,169     $4,126      $6,043         $21,349"
"861      Zhyrmont, Dzmitry                                $10,137     $8,911      $1,226        $201,327"
"862      Kivattsev, Kirill                                $10,136     $8,726      $1,410         $22,595"
"863      Donski, Alexander                                $10,121     $7,561      $2,560         $13,139"
"864      Turini, Thales                                   $10,104     $2,801      $7,303        $115,917"
"865      Sanchez Izquierdo, Nikolas                       $10,103     $9,055      $1,048         $11,900"
"866      Bozoljac, Ilija                                  $10,088         $0     $10,088        $742,198"
"867      Kirci, Koray                                     $10,011     $6,773      $3,238         $15,261"
"868      Rosenkranz, Mats                                  $9,998     $8,006      $1,992         $17,138"
"869T     Duda, Filip                                       $9,992     $6,989      $3,003         $18,341"
"869T     Smirnov, Artem                                    $9,992     $7,241      $2,751        $202,772"
"871      Rodriguez, Cristian                               $9,980     $7,337      $2,643         $71,616"
"872      Bellotti, Riccardo                                $9,967     $9,805        $162        $187,816"
"873      Hu, Nicholas S.                                   $9,962     $7,482      $2,480         $28,397"
"874      Okala, Jules                                      $9,961     $9,289        $672         $35,122"
"875      Sinner, Jannik                                    $9,955     $7,157      $2,798         $10,099"
"876      Jaloviec, Marek                                   $9,890     $8,396      $1,494         $79,158"
"877      Sabanin, Yan                                      $9,876     $6,572      $3,304         $52,391"
"878      Voronin, Dimitriy                                 $9,852     $8,778      $1,074         $18,370"
"879      El Mihdawy, Adam                                  $9,850     $7,925      $1,925        $149,484"
"880      Capalbo, Franco                                   $9,844     $6,571      $3,273         $16,529"
""
"Page 20 of 100                    Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                   YTD   Singles    Doubles           Career"
"881      Eremin, Edoardo                                   $9,830    $8,338      $1,492         $93,748"
"882      Pauffley, Neil                                    $9,784    $8,002      $1,782         $76,763"
"883      Saito, Takashi                                    $9,773    $9,203       $570          $30,581"
"884      Mena, Facundo                                     $9,750    $8,721      $1,029        $117,799"
"885      Giacomini, Luca                                   $9,722    $8,074      $1,648         $16,540"
"886      Bourchier, Harry                                  $9,709    $7,765      $1,944         $76,028"
"887      Sude, Jakob                                       $9,693    $4,817      $4,876         $38,855"
"888      Kaliyanda Poonacha, Niki                          $9,658    $7,464      $2,194         $22,351"
"889      Alvarez, Nicolas                                  $9,642    $8,417      $1,225         $15,362"
"890      Dubrivnyy, Artem                                  $9,563    $8,899       $664          $19,339"
"891      Almagro, Nicolas                                  $9,520    $9,338       $182      $10,751,807"
"892      Johnson, Yates                                    $9,514      $156      $9,358         $18,249"
"893      Mora, Maxime                                      $9,458    $7,858      $1,600         $17,735"
"894      Ratniuk, Maxim                                    $9,448    $6,687      $2,761         $28,303"
"895      Lopez Villasenor, Gerardo                         $9,420    $7,504      $1,916         $15,707"
"896T     Benitez Chavarriaga, Juan Manuel                  $9,410    $7,312      $2,098         $31,578"
"896T     Monette, Samuel                                   $9,410    $7,221      $2,189         $34,988"
"898      Ghorbel, Anis                                     $9,404    $5,111      $4,293         $46,743"
"899      Corwin, Felix                                     $9,388    $6,954      $2,434         $14,834"
"900      Arias, Boris                                      $9,361    $2,608      $6,753         $22,783"
"901      Johnson, Hunter                                   $9,358        $0      $9,358         $17,996"
"902      Kirkov, Vasil                                     $9,330    $6,339      $2,991         $30,135"
"903T     Adamson, Alec                                     $9,315    $5,529      $3,786         $10,561"
"903T     Reinberg, Emil                                    $9,315    $8,450       $865          $17,226"
"905      Scholtz, Nicolaas                                 $9,310    $8,932       $378          $93,556"
"906      Haliak, Mikalai                                   $9,263    $6,725      $2,538         $19,516"
"907      Michnev, Petr                                     $9,258    $6,109      $3,149         $85,636"
"908      Ayap, Sagadat                                     $9,250    $5,338      $3,912         $26,258"
"909      Vibert, Francois-Arthur                           $9,237    $6,228      $3,009         $68,197"
"910      Ram-Harel, Or                                     $9,223    $7,419      $1,804         $22,431"
"911      Du Toit, Lance-Pierre                             $9,216    $7,676      $1,540         $12,316"
"912      Machac, Tomas                                     $9,200    $8,444       $756           $9,356"
"913      Kiyamov, Timur                                    $9,189    $5,213      $3,976         $27,463"
"914      Cerundolo, Francisco                              $9,154    $8,254       $900          $11,434"
"915      Yi, Chu-Huan                                      $9,140        $0      $9,140        $125,164"
"916      Geller, Axel                                      $9,135    $9,135          $0         $10,813"
"917      Okamura, Issei                                    $9,122    $6,772      $2,350         $36,801"
"918      Fruttero, John Paul                               $9,118        $0      $9,118        $206,894"
"919      Lokoli, Laurent                                   $9,117    $7,861      $1,256        $215,105"
"920      Oosterbaan, Paul                                  $9,068    $7,108      $1,960         $16,993"
"921      Panfil, Grzegorz                                  $9,048      $696      $8,352        $206,216"
"922      Khotkov, Oleg                                     $8,994    $6,546      $2,448         $27,916"
"923      Pauwels, Maxime                                   $8,991    $8,787       $204          $18,772"
"924      Lomakin, Grigoriy                                 $8,981    $4,339      $4,642         $14,957"
""
"Page 21 of 100                   Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                   YTD   Singles    Doubles           Career"
"925      Yu, Cheng-Yu                                      $8,942    $4,988      $3,954         $41,059"
"926      Riffice, Sam                                      $8,925    $7,975       $950          $15,363"
"927T     Butsch, Justin                                    $8,924    $6,324      $2,600          $9,844"
"927T     Struvay, Eduardo                                  $8,924    $6,358      $2,566        $236,907"
"929      Rai, Ajeet                                        $8,855    $7,913       $942           $8,855"
"930T     Boborykin, Alexander                              $8,772    $4,683      $4,089         $18,098"
"930T     Hajek, Petr                                       $8,772    $6,303      $2,469         $17,682"
"930T     Romios, Matthew Christopher                       $8,772    $6,034      $2,738         $12,304"
"933      Deviatiarov, Marat                                $8,766    $5,687      $3,079         $55,942"
"934      Ollert, Lukas                                     $8,743    $7,613      $1,130         $24,384"
"935      Silva, Caio                                       $8,742      $882      $7,860         $62,156"
"936      Shropshire, Samuel                                $8,735    $5,177      $3,558         $13,744"
"937      Nejedly, Pavel                                    $8,716    $8,128       $588          $33,649"
"938      Robert, Quentin                                   $8,714    $7,612      $1,102         $17,341"
"939      Goldsteiner, Peter                                $8,713    $5,448      $3,265         $39,468"
"940      Khassanov, Roman                                  $8,687    $6,482      $2,205         $36,940"
"941      Reinwein, Sami                                    $8,683    $6,065      $2,618         $60,971"
"942      Kanar, Jonathan                                   $8,676    $6,572      $2,104         $44,907"
"943      Bondarevskiy, Yan                                 $8,666    $6,214      $2,452         $10,152"
"944      Klegou, Alexis                                    $8,641    $5,135      $3,506         $29,566"
"945      Delic, Mate                                       $8,558    $8,124       $434         $193,374"
"946      Lo, Chien-hsun                                    $8,550    $8,294       $256          $15,583"
"947      Mladenov, Vasko                                   $8,539    $3,791      $4,748         $41,754"
"948      Ahouda, Amine                                     $8,510    $6,806      $1,704         $40,529"
"949      Stanek, Robin                                     $8,507    $6,840      $1,667         $68,265"
"950      Rochette, Laurent                                 $8,505    $7,835       $670         $190,912"
"951      Patael, Ben                                       $8,492    $8,396         $96         $32,673"
"952      Son, Ji Hoon                                      $8,409    $7,413       $996          $17,175"
"953      Alcantara, Francis Casey                          $8,408    $1,250      $7,158         $27,722"
"954      Martinez, Mirko                                   $8,405    $5,812      $2,593         $14,171"
"955      Tashi, Vullnet                                    $8,274    $6,692      $1,582         $23,588"
"956      Dhoe, Benjamin                                    $8,269    $6,693      $1,576         $15,649"
"957      Sekiguchi, Shuichi                                $8,248    $7,768       $480         $139,685"
"958      Maginley, Jody                                    $8,245    $4,700      $3,545         $11,792"
"959      Zayed, Mousa Shanan                               $8,244    $4,189      $4,055         $55,520"
"960      Lenz, Julian                                      $8,230    $7,315       $915          $39,426"
"961      Bojanovic, Darko                                  $8,174    $5,876      $2,298         $16,951"
"962      Boyer, Dusty H.                                   $8,173    $5,483      $2,690         $14,174"
"963      Stoute, Isaac                                     $8,165    $6,132      $2,033         $11,489"
"964      Yamacita, Fernando                                $8,154    $5,700      $2,454         $18,704"
"965      Summaria, Corrado                                 $8,110    $5,041      $3,069         $20,888"
"966      Bryde, Trent                                      $8,109    $6,792      $1,317         $12,622"
"967      Carou, Ignacio                                    $8,080    $5,754      $2,326          $9,708"
"968      Frawley, James                                    $8,057    $4,956      $3,101         $24,127"
""
"Page 22 of 100                   Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                  YTD   Singles    Doubles           Career"
"969      Espin Busleiman, Geronimo                        $8,046    $5,816      $2,230         $15,664"
"970      Mercier, Tyler                                   $8,039    $5,332      $2,707         $14,939"
"971      Kekez, Duje                                      $8,030    $6,374      $1,656         $59,840"
"972      Olivares, Jose                                   $7,990    $6,331      $1,659         $26,734"
"973      Pietri, Benjamin                                 $7,987    $6,193      $1,794         $15,299"
"974      Draganja, Marin                                  $7,957        $0      $7,957        $604,226"
"975      Dunbar, Jacob                                    $7,956    $6,656      $1,300         $10,983"
"976      Moundir, Adam                                    $7,950    $5,748      $2,202          $8,602"
"977      Laurent, Yanais                                  $7,927    $5,722      $2,205         $46,219"
"978      Altmaier, Daniel                                 $7,893    $7,893          $0         $91,584"
"979      Butler, Samm                                     $7,891    $6,203      $1,688         $11,329"
"980      Prevosto, Luca                                   $7,875    $6,993       $882          $13,231"
"981      Ayeni, Alafia                                    $7,870    $7,170       $700          $12,530"
"982      Zormann, Marcelo                                 $7,831    $3,576      $4,255         $52,614"
"983      Cui, Jie                                         $7,810    $5,838      $1,972         $13,640"
"984      Chekhov, Anton                                   $7,805    $2,918      $4,887         $12,515"
"985      Moeller, Marvin                                  $7,779    $6,904       $875          $26,920"
"986      Samaha, Giovani                                  $7,778    $4,206      $3,572         $14,245"
"987      Jandric, Darko                                   $7,747    $4,380      $3,367         $32,538"
"988T     Mitjana, Leny                                    $7,737    $6,233      $1,504         $27,983"
"988T     Panta, Jorge                                     $7,737    $4,863      $2,874         $39,702"
"990      Liutarevich, Ivan                                $7,732    $4,163      $3,569         $16,649"
"991      Bradley, Julian                                  $7,723    $2,728      $4,995         $12,239"
"992      Smilansky, Igor                                  $7,720    $6,209      $1,511         $32,615"
"993      Taweel, Issam Haitham                            $7,716    $5,214      $2,502         $68,010"
"994      Yuksel, Anil                                     $7,705    $4,185      $3,520         $84,639"
"995      Holt, Brandon                                    $7,655    $6,340      $1,315         $15,680"
"996      Anand, Kunal                                     $7,605    $4,904      $2,701         $29,073"
"997      Veldheer, Mick                                   $7,602    $5,508      $2,094         $13,083"
"998      Monzon, Ignacio                                  $7,584    $4,860      $2,724         $14,354"
"999      Martin, Toby                                     $7,465    $5,674      $1,791         $45,369"
"1000     Wang, Huixin                                     $7,433    $5,927      $1,506         $10,983"
"1001     Diarra, Gibril                                   $7,418    $5,946      $1,472         $46,450"
"1002     Moreno, Federico                                 $7,414    $3,628      $3,786         $20,366"
"1003     Muzaev, Richard                                  $7,407    $6,039      $1,368         $58,350"
"1004     Sinha, Nitin Kumar                               $7,395    $6,039      $1,356         $11,116"
"1005     Marti, Javier                                    $7,393    $7,009       $384         $373,392"
"1006     Jotovski, Tomislav                               $7,392    $6,306      $1,086         $60,683"
"1007     De Schepper, Joffrey                             $7,391    $4,614      $2,777         $25,070"
"1008     Vernier, Michel                                  $7,384    $6,238      $1,146         $21,817"
"1009     Wong, Chun Hun                                   $7,382    $3,182      $4,200         $12,723"
"1010     Descloix, Dorian                                 $7,367        $0      $7,367         $41,194"
"1011     Maiga, Riccardo                                  $7,360    $5,686      $1,674         $33,081"
"1012     Hirschmueller, Christian                         $7,323    $4,530      $2,793         $33,266"
""
"Page 23 of 100                  Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                     YTD   Singles    Doubles           Career"
"1013     Guerrieri, Andrea                                   $7,313    $4,814      $2,499         $16,417"
"1014     Vocel, Matej                                        $7,294    $5,267      $2,027         $25,351"
"1015     Halebian, Alexios                                   $7,277    $5,727      $1,550         $63,635"
"1016     Press, Frederik                                     $7,276    $6,520       $756          $14,435"
"1017     Juarez, Facundo                                     $7,247    $5,536      $1,711         $13,584"
"1018     Manda, Calin                                        $7,246    $5,383      $1,863         $15,416"
"1019     Gerch, Lucas                                        $7,213    $6,369       $844           $9,143"
"1020     Fetisleam, Edris                                    $7,204    $6,118      $1,086         $11,436"
"1021     Raisma, Kenneth                                     $7,197    $5,753      $1,444         $19,890"
"1022     Nishiwaki, Kazuki                                   $7,193    $6,315       $878           $8,937"
"1023     Ricca, Giorgio                                      $7,180    $5,117      $2,063         $19,534"
"1024     Fornell-Mestres, Marc                               $7,175    $4,884      $2,291        $231,848"
"1025     Seifert, Stefan                                     $7,174    $6,904       $270          $90,903"
"1026     Lock, Courtney John                                 $7,169    $2,410      $4,759         $11,831"
"1027     Matusevich, Anton                                   $7,135    $7,135          $0          $7,573"
"1028     Tepavac, Marko                                      $7,130    $6,406       $724         $122,898"
"1029     Otegui, Juan Bautista                               $7,110    $5,442      $1,668         $10,150"
"1030     Vasilenko, Alexander                                $7,107    $5,381      $1,726         $53,887"
"1031     Bocchi, Lorenzo                                     $7,055    $5,711      $1,344          $8,471"
"1032     Mantilla, Felipe                                    $7,049    $5,398      $1,651         $74,741"
"1033     Torre, Eduardo Agustin                              $7,038    $4,949      $2,089         $38,422"
"1034     Bass, Finn                                          $7,031    $6,217       $814          $10,758"
"1035     Faria, Luis                                         $7,025    $4,904      $2,121         $12,415"
"1036     Agabigun, Sarp                                      $7,004    $5,204      $1,800         $39,913"
"1037     De Krom, Michiel                                    $6,988    $4,188      $2,800         $19,633"
"1038     Vuradin, Lucas                                      $6,971    $5,821      $1,150         $10,575"
"1039     Zuk, Kacper                                         $6,928    $3,504      $3,424         $14,967"
"1040     Jecan, Mircea-Alexandru                             $6,907    $3,962      $2,945         $32,590"
"1041     Carr, Simon                                         $6,903    $5,627      $1,276         $13,454"
"1042     Perez Contri, Sergi                                 $6,888    $4,960      $1,928         $16,348"
"1043     Ursu, Vadym                                         $6,869    $4,940      $1,929         $33,382"
"1044     Van Beem, Colin                                     $6,855    $5,832      $1,023         $44,031"
"1045     Kern, Robin                                         $6,839    $5,145      $1,694        $104,742"
"1046     Tenti, Fermin                                       $6,837    $5,181      $1,656         $10,251"
"1047     Rawat, Sidharth                                     $6,822    $5,705      $1,117         $44,495"
"1048     Yeung, Pak Long                                     $6,811    $2,094      $4,717         $12,409"
"1049     Miceli, Marco                                       $6,810    $5,826       $984          $13,708"
"1050     Korolev, Vladimir                                   $6,809    $4,741      $2,068         $15,324"
"1051     Wong, Hong Kit                                      $6,800    $5,342      $1,458         $16,282"
"1052     Stevenson, Kelsey                                   $6,797    $4,712      $2,085         $34,052"
"1053     Propoggia, Dane                                     $6,786    $1,938      $4,848        $151,465"
"1054T    Meister, Nicolas                                    $6,777    $1,810      $4,967        $131,491"
"1054T    Merino, Alexander                                   $6,777    $1,506      $5,271         $22,723"
"1056     Kolisnyk, Olexiy                                    $6,733    $5,257      $1,476         $31,149"
""
