"ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                      YTD   Singles     Doubles           Career"
"343      Donati, Matteo                                     $63,416    $60,743      $2,673        $335,202"
"344      Yang, Tsung-Hua                                    $63,158    $45,398     $17,760        $467,022"
"345      Ymer, Mikael                                       $62,647    $59,303      $3,344        $181,258"
"346      Hewitt, Lleyton                                    $61,414         $0     $61,414     $20,849,000"
"347      de Bakker, Thiemo                                  $60,878    $55,033      $5,845      $1,780,297"
"348      Mies, Andreas                                      $60,510         $0     $60,510        $100,099"
"349      Stebe, Cedrik-Marcel                               $59,852    $59,852          $0        $854,808"
"350      Kuhn, Nicola                                       $59,543    $53,518      $6,025        $109,914"
"351      Masur, Daniel                                      $59,511    $54,890      $4,621        $203,591"
"352      Brooksby, Jenson                                   $58,915    $58,665        $250         $61,229"
""
"Page 8 of 100                       Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                    YTD   Singles    Doubles           Career"
"353      Santillan, Akira                                 $58,897    $50,491      $8,406        $270,644"
"354      Bourgue, Mathias                                 $58,553    $57,464      $1,089        $446,628"
"355      De Greef, Arthur                                 $57,923    $56,468      $1,455        $359,545"
"356      Begemann, Andre                                  $57,121         $0     $57,121        $790,695"
"357      Horansky, Filip                                  $56,690    $54,730      $1,960        $155,168"
"358      Davidovich Fokina, Alejandro                     $56,180    $54,950      $1,230         $74,206"
"359      Quinzi, Gianluigi                                $55,962    $54,849      $1,113        $221,816"
"360      Nedovyesov, Aleksandr                            $55,364    $50,181      $5,183        $880,787"
"361      Kwiatkowski, Thai-Son                            $54,593    $50,508      $4,085        $143,843"
"362      Muller, Alexandre                                $54,132    $43,527     $10,605        $145,160"
"363      Olivo, Renzo                                     $53,132    $48,896      $4,236        $851,199"
"364      Balaji, N.Sriram                                 $52,026     $6,315     $45,711        $209,251"
"365      Banes, Maverick                                  $51,394    $44,898      $6,496        $174,177"
"366      Gonzalez, Alejandro                              $50,734    $46,544      $4,190      $1,109,340"
"367      Pavic, Ante                                      $49,811    $34,281     $15,530        $422,789"
"368      Cachin, Pedro                                    $49,577    $45,689      $3,888        $169,831"
"369      Choinski, Jan                                    $48,543    $47,580        $963        $111,058"
"370      Safiullin, Roman                                 $47,460    $41,275      $6,185         $94,781"
"371      Nagal, Sumit                                     $47,120    $45,149      $1,971        $116,316"
"372      Saville, Luke                                    $46,755    $15,600     $31,155        $525,314"
"373      Blancaneaux, Geoffrey                            $46,747    $31,373     $15,374        $157,384"
"374      Duran, Guillermo                                 $46,507         $0     $46,507        $398,983"
"375      Millot, Vincent                                  $45,621    $43,529      $2,092        $942,205"
"376      Whittington, Andrew                              $45,272    $28,474     $16,798        $481,996"
"377      Huesler, Marc-Andrea                             $45,177    $23,393     $21,784         $73,497"
"378      Reid, Matt                                       $44,954         $0     $44,954        $486,283"
"379      Setkic, Aldin                                    $44,355    $40,295      $4,060        $415,495"
"380      Myneni, Saketh                                   $44,278    $33,038     $11,240        $305,449"
"381      Groth, Sam                                       $44,174     $8,570     $35,604      $1,950,436"
"382      Moroni, Gian Marco                               $43,952    $41,679      $2,273         $60,600"
"383      Ortega-Olmedo, Roberto                           $43,163    $38,325      $4,838        $202,281"
"384      Zhang, Zhizhen                                   $43,092    $30,317     $12,775        $146,878"
"385      Rodionov, Jurij                                  $42,854    $39,585      $3,269         $56,443"
"386      Gong, Mao-Xin                                    $42,462         $0     $42,462        $345,973"
"387      Gakhov, Ivan                                     $42,143    $27,251     $14,892        $114,510"
"388      Granollers, Gerard                               $42,063     $8,338     $33,725        $342,930"
"389      Coppejans, Kimmer                                $41,243    $36,775      $4,468        $361,078"
"390      Arguello, Facundo                                $41,130    $37,360      $3,770        $533,476"
"391      Korda, Sebastian                                 $40,247    $38,332      $1,915         $45,929"
"392      Grigelis, Laurynas                               $40,148    $30,981      $9,167        $318,646"
"393      Vardhan, Vishnu                                  $40,091     $2,705     $37,386        $227,616"
"394      Gille, Sander                                    $40,052     $1,093     $38,959        $100,702"
"395      Neuchrist, Maximilian                            $39,896    $35,569      $4,327        $176,326"
"396      Griekspoor, Scott                                $39,706    $38,806        $900        $105,375"
""
"Page 9 of 100                     Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                  YTD   Singles    Doubles           Career"
"397      Souza, Joao                                    $39,613    $36,478      $3,135      $1,346,141"
"398      Zapata Miralles, Bernabe                       $39,467    $36,198      $3,269        $100,977"
"399      Piros, Zsombor                                 $39,309    $38,837        $472         $50,045"
"400      Viola, Matteo                                  $39,181    $38,199        $982        $614,859"
"401      Denolly, Corentin                              $39,143    $29,024     $10,119         $82,684"
"402      Cid Subervi, Roberto                           $38,955    $36,834      $2,121         $68,512"
"403      Vilella Martinez, Mario                        $38,834    $34,398      $4,436        $104,860"
"404      Tatlot, Johan                                  $38,805    $37,213      $1,592        $104,756"
"405      Ferreira Silva, Frederico                      $38,719    $38,719          $0        $166,258"
"406      Roca Batalla, Oriol                            $38,639    $33,999      $4,640        $191,451"
"407      Giron, Marcos                                  $38,425    $36,385      $2,040        $200,902"
"408      Galloway, Robert                               $38,225       $438     $37,787         $52,363"
"409      Uchida, Kaichi                                 $38,086    $34,867      $3,219        $119,481"
"410      Kadhe, Arjun                                   $37,804    $22,488     $15,316         $55,308"
"411      Lipsky, Scott                                  $37,753         $0     $37,753      $1,695,242"
"412      Catarina, Lucas                                $37,617    $35,727      $1,890         $72,644"
"413      Shamasdin, Adil                                $37,086         $0     $37,086        $601,494"
"414      Hsieh, Cheng-Peng                              $36,861         $0     $36,861        $140,306"
"415      Vliegen, Joran                                 $36,701         $0     $36,701         $85,506"
"416      Kuzmanov, Dimitar                              $36,698    $32,981      $3,717        $132,871"
"417      De Loore, Joris                                $36,567    $27,414      $9,153        $229,250"
"418      Dancevic, Frank                                $36,421    $34,491      $1,930      $1,880,854"
"419      Bega, Alessandro                               $36,416    $32,619      $3,797        $164,375"
"420      Yevseyev, Denis                                $36,040    $30,157      $5,883        $104,503"
"421      Zimonjic, Nenad                                $35,864         $0     $35,864      $8,405,192"
"422      Chung, Yunseong                                $35,727    $32,895      $2,832         $66,650"
"423      Monteiro, Joao                                 $35,604    $32,375      $3,229         $76,344"
"424      Barranco Cosano, Javier                        $35,564    $28,455      $7,109         $53,899"
"425      Gil, Fred                                      $35,377    $25,894      $9,483      $1,477,158"
"426      Sarkissian, Alexander                          $35,370    $34,740        $630        $240,002"
"427      Te, Rigele                                     $35,326    $26,812      $8,514         $78,731"
"428      Pasha, Nathan                                  $35,286     $1,290     $33,996         $77,053"
"429      Cuevas, Martin                                 $35,022    $23,163     $11,859        $135,810"
"430      Maamoun , Karim-Mohamed                        $34,993    $34,313        $680        $133,766"
"431      Gabashvili, Teymuraz                           $34,736    $29,405      $5,331      $4,033,459"
"432      Perez Sanz, David                              $34,191    $22,744     $11,447        $160,516"
"433      Heliovaara, Harri                              $33,947    $20,284     $13,663        $156,610"
"434      Gomez, Lucas                                   $33,785    $28,996      $4,789        $105,651"
"435      Jacq, Gregoire                                 $33,324    $15,976     $17,348        $104,424"
"436      Brancaccio, Raul                               $33,078    $27,671      $5,407         $58,199"
"437      Lammons, Nathaniel                             $32,861       $780     $32,081         $53,556"
"438      Rungkat, Christopher                           $32,214         $0     $32,214        $162,361"
"439      Redlicki, Martin                               $32,172    $18,455     $13,717         $58,716"
"440      Hernandez-Fernandez, Jose                      $32,163    $29,043      $3,120        $205,562"
""
"Page 10 of 100                  Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                    YTD   Singles    Doubles           Career"
"441      Sels, Jelle                                      $31,841    $28,414      $3,427         $66,310"
"442      Glasspool, Lloyd                                 $31,676    $30,965        $711        $101,662"
"443      Boluda-Purkiss, Carlos                           $31,601    $26,852      $4,749        $108,539"
"444      Behar, Ariel                                     $31,361         $0     $31,361        $141,359"
"445      Diez, Steven                                     $30,889    $28,154      $2,735        $384,751"
"446      Mager, Gianluca                                  $30,747    $29,858        $889        $126,540"
"447      Lock, Benjamin                                   $30,422    $17,696     $12,726         $73,245"
"448      Mertens, Yannick                                 $30,367    $24,534      $5,833        $477,947"
"449      Valkusz, Mate                                    $30,225    $30,171         $54         $37,425"
"450      Ratiwatana, Sanchai                              $29,691         $0     $29,691        $489,980"
"451      Guez, David                                      $29,626    $23,875      $5,751        $800,214"
"452      Marchenko, Illya                                 $29,293    $29,293          $0      $1,974,186"
"453      Takahashi, Yusuke                                $29,176    $26,972      $2,204         $89,725"
"454      Zekic, Miljan                                    $29,150    $26,743      $2,407        $250,316"
"455      Mergea, Florin                                   $29,107         $0     $29,107      $1,663,434"
"456      Kelly, Dayne                                     $28,998    $27,686      $1,312        $156,656"
"457      Tiurnev, Evgenii                                 $28,904    $24,150      $4,754         $96,246"
"458      Blanch, Ulises                                   $28,795    $25,865      $2,930         $45,008"
"459      Escobar, Gonzalo                                 $28,698    $13,707     $14,991        $127,045"
"460      Eriksson, Markus                                 $28,606    $16,935     $11,671        $164,453"
"461      Vavassori, Andrea                                $28,497     $3,600     $24,897         $73,309"
"462      Ocleppo, Julian                                  $28,267     $8,794     $19,473         $53,133"
"463      Hach Verdugo, Hans                               $28,228         $0     $28,228         $90,232"
"464      Heller, Peter                                    $28,131    $24,206      $3,925         $80,516"
"465      Ratiwatana, Sonchat                              $28,128         $0     $28,128        $495,901"
"466      Lamasine, Tristan                                $27,816    $16,905     $10,911        $369,779"
"467      Casanova, Hernan                                 $27,463    $22,829      $4,634         $96,887"
"468      Elgin, Mikhail                                   $27,416         $0     $27,416        $864,775"
"469      Pellegrino, Andrea                               $27,171    $16,823     $10,348         $79,522"
"470      Samper-Montana, Jordi                            $26,964    $25,852      $1,112        $320,106"
"471      Leshem, Edan                                     $26,687    $24,204      $2,483         $96,877"
"472      Coria, Federico                                  $26,610    $24,996      $1,614        $165,267"
"473      Lu, Yen-Hsun                                     $26,594    $26,594          $0      $4,823,490"
"474      Clayton, Scott                                   $26,576         $0     $26,576         $82,314"
"475      Vega Hernandez, David                            $26,471     $5,547     $20,924        $112,334"
"476      Gaston, Hugo                                     $26,379    $17,384      $8,995         $28,933"
"477      Ellis, Blake                                     $26,312    $22,171      $4,141         $39,974"
"478      Siljestrom, Andreas                              $26,146         $0     $26,146        $375,018"
"479      Weissborn, Tristan-Samuel                        $26,122         $0     $26,122        $142,539"
"480      Verbeek, Sem                                     $25,953     $4,352     $21,601         $44,143"
"481      Bangoura, Sekou                                  $25,882    $19,776      $6,106        $242,008"
"482      Manafov, Vladyslav                               $25,528    $12,934     $12,594        $115,581"
"483      Doumbia, Sadio                                   $25,416    $20,207      $5,209        $104,610"
"484      Artunedo Martinavarro, Andres                    $25,232    $19,415      $5,817         $99,686"
""
"Page 11 of 100                    Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                     YTD   Singles    Doubles           Career"
"485      Reboul, Fabien                                    $25,180    $21,502      $3,678         $68,410"
"486      Tseng, Chun Hsin                                  $25,178    $24,812        $366         $26,166"
"487      Rinderknech, Arthur                               $25,044    $17,307      $7,737         $30,958"
"488      Gomez, Emilio                                     $24,951    $22,191      $2,760        $207,286"
"489      Crepatte, Baptiste                                $24,910    $21,841      $3,069         $49,232"
"490      Margaroli, Luca                                   $24,823     $2,289     $22,534        $113,746"
"491      Dima, Dragos                                      $24,763    $23,347      $1,416         $84,558"
"492      Ward, Alexander                                   $24,746    $24,586        $160        $279,019"
"493      Descotte, Matias Franco                           $24,715    $19,194      $5,521         $61,561"
"494      Roelofse, Ruan                                    $24,709     $6,642     $18,067        $153,867"
"495      Wessels, Louis                                    $24,600    $21,507      $3,093         $61,612"
"496      Fayziev, Sanjar                                   $24,494    $17,281      $7,213        $102,654"
"497      Jomby, Tom                                        $24,335    $18,375      $5,960         $59,899"
"498      Schneider, Ronnie                                 $24,325    $17,412      $6,913         $48,697"
"499      Popko, Dmitry                                     $24,323    $23,073      $1,250        $189,378"
"500      Santanna, Bruno                                   $24,205    $18,287      $5,918        $114,577"
"501      Esteve Lobato, Eduard                             $24,016    $20,190      $3,826         $78,365"
"502      Varillas, Juan Pablo                              $23,970    $20,691      $3,279         $62,215"
"503      Tokuda, Renta                                     $23,935    $21,800      $2,135         $50,569"
"504      Bonadio, Riccardo                                 $23,705    $21,219      $2,486         $81,481"
"505      Gigounon, Germain                                 $23,691    $18,679      $5,012        $238,600"
"506      Peng, Hsien-Yin                                   $23,510       $730     $22,780        $141,021"
"507      Hoyt, Evan                                        $23,393    $15,747      $7,646         $41,368"
"508      Grenier, Hugo                                     $23,205    $21,585      $1,620         $63,231"
"509      Brouwer, Gijs                                     $23,125    $19,157      $3,968         $43,276"
"510      Furness, Evan                                     $23,087    $21,271      $1,816         $42,029"
"511      Beale, Jeremy                                     $22,828    $13,633      $9,195         $39,605"
"512      Bury, Aliaksandr                                  $22,745       $258     $22,487        $285,007"
"513      Heyman, Christopher                               $22,675    $21,325      $1,350         $75,322"
"514      Zeballos, Federico                                $22,535    $11,004     $11,531         $99,458"
"515      Marcora, Roberto                                  $22,479    $21,993        $486        $163,796"
"516      Shimizu, Yuta                                     $22,392    $17,730      $4,662         $26,829"
"517      Gutierrez, Oscar Jose                             $22,324    $16,857      $5,467         $52,676"
"518      Romboli, Fernando                                 $22,299         $0     $22,299        $225,131"
"519      Cacao, Tiago                                      $22,220    $18,541      $3,679         $32,325"
"520      Zhurbin, Alexander                                $22,154    $19,921      $2,233         $68,770"
"521      Statham, Rubin                                    $22,148    $13,738      $8,410        $293,751"
"522      Junaid, Rameez                                    $22,129         $0     $22,129        $486,255"
"523      Song, Evan                                        $21,998    $20,758      $1,240         $75,469"
"524      Martineau, Matteo                                 $21,944    $18,183      $3,761         $28,208"
"525      Mukund, Sasi Kumar                                $21,793    $20,419      $1,374         $69,190"
"526      Kravchuk, Konstantin                              $21,621    $17,499      $4,122      $1,053,329"
"527      McHugh, Aidan                                     $21,592    $20,004      $1,588         $22,422"
"528      Echargui, Moez                                    $21,520    $18,823      $2,697         $44,912"
""
"Page 12 of 100                     Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                   YTD   Singles    Doubles           Career"
"529      Ouahab, Lamine                                  $21,519    $19,509      $2,010        $463,262"
"530      Bortolotti, Marco                               $21,450    $14,347      $7,103        $115,726"
"531      Munoz de la Nava, Daniel                        $21,446    $19,028      $2,418      $1,101,954"
"532      Couacaud, Enzo                                  $21,382    $21,286         $96        $145,337"
"533      Xia, Zihao                                      $21,274    $19,246      $2,028         $44,317"
"534      Vanneste, Jeroen                                $21,215    $14,794      $6,421         $48,651"
"535      Cressy, Maxime                                  $21,177    $13,511      $7,666         $23,034"
"536      Bai, Yan                                        $21,107    $19,253      $1,854        $265,079"
"537      Fawcett, Tom                                    $21,095    $20,125        $970         $36,335"
"538      Nakashima, Brandon                              $20,800    $20,800          $0         $20,800"
"539      Jankovits, Yannick                              $20,710    $18,871      $1,839        $142,975"
"540      Lakat, Florian                                  $20,665     $8,321     $12,344         $33,232"
"541      Kypson, Patrick                                 $20,565    $11,495      $9,070         $79,314"
"542      Torebko, Peter                                  $20,544    $16,837      $3,707        $216,674"
"543      Bergs, Zizou                                    $20,514    $19,041      $1,473         $26,884"
"544      Betov, Sergey                                   $20,509    $16,561      $3,948        $225,859"
"545      Luz, Orlando                                    $20,432    $15,073      $5,359         $65,673"
"546      Ehara, Hiroyasu                                 $20,419    $16,123      $4,296         $96,393"
"547      Hiltzik, Jared                                  $20,342    $18,323      $2,019         $78,820"
"548      Karatsev, Aslan                                 $20,224    $18,985      $1,239        $272,526"
"549      Kim, Cheong-Eui                                 $20,192    $16,247      $3,945        $110,804"
"550      Dougaz, Aziz                                    $20,177    $16,218      $3,959         $39,383"
"551      Wang, Tak Khunn                                 $20,155    $19,357        $798        $102,032"
"552      Matsui, Toshihide                               $19,991       $156     $19,835        $278,458"
"553      Zukas, Matias                                   $19,963    $13,231      $6,732         $57,549"
"554      Chen, Ti                                        $19,940     $9,388     $10,552        $527,433"
"555      Ruusuvuori, Emil                                $19,937    $17,836      $2,101         $26,572"
"556      Guinard, Manuel                                 $19,919    $18,084      $1,835         $35,265"
"557      Zhu, Evan                                       $19,845     $8,210     $11,635         $30,060"
"558      Fanselow, Sebastian                             $19,721    $18,925        $796         $71,755"
"559      Menezes, Joao                                   $19,703    $18,469      $1,234         $50,499"
"560      Leite, Wilson                                   $19,686    $13,177      $6,509        $103,020"
"561      Huey, Treat                                     $19,675         $0     $19,675      $1,450,012"
"562      Sun, Fajing                                     $19,622    $10,396      $9,226         $89,569"
"563      Reese, Hunter                                   $19,616         $0     $19,616         $50,359"
"564      Maytin, Roberto                                 $19,574         $0     $19,574        $105,230"
"565      Nam, Ji Sung                                    $19,557    $14,480      $5,077         $98,289"
"566      Nagy, Peter                                     $19,516    $12,883      $6,633         $61,736"
"567      Niklas-Salminen, Patrik                         $19,398    $14,021      $5,377         $34,124"
"568      Grills, Jacob                                   $19,348    $16,518      $2,830         $61,293"
"569      Barrios Vera, Marcelo Tomas                     $19,327    $18,691        $636         $49,201"
"570      Pla Malfeito, Jaume                             $19,304    $12,560      $6,744         $67,040"
"571      Seyboth Wild, Thiago                            $19,295    $17,586      $1,709         $27,312"
"572      Kopriva, Vit                                    $19,200    $13,929      $5,271         $45,552"
""
"Page 13 of 100                   Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                    YTD   Singles    Doubles           Career"
"573      Ugo Carabelli, Camilo                            $18,967    $15,809      $3,158         $28,752"
"574      Ornago, Fabrizio                                 $18,909    $17,296      $1,613         $46,133"
"575      Voljacques, Hugo                                 $18,817    $10,361      $8,456         $39,506"
"576      Gomez-Herrera, Carlos                            $18,809    $17,217      $1,592        $116,204"
"577      Neis, Fabricio                                   $18,775         $0     $18,775        $137,102"
"578      Kestelboim, Mariano                              $18,758    $12,228      $6,530         $69,411"
"579      Draper, Jack                                     $18,743    $18,493        $250         $18,899"
"580      Hossam, Youssef                                  $18,718    $17,214      $1,504         $50,139"
"581      Celikbilek, Altug                                $18,691    $13,101      $5,590         $74,102"
"582      Redlicki, Michael                                $18,672    $15,956      $2,716         $31,853"
"583      Gonzales, Ruben                                  $18,671         $0     $18,671         $97,704"
"584      Harris, Andrew                                   $18,580    $15,900      $2,680         $61,637"
"585      Olivetti, Albano                                 $18,572    $12,546      $6,026        $422,849"
"586      Hsu, Yu Hsiou                                    $18,548    $10,723      $7,825         $26,026"
"587      Noguchi, Rio                                     $18,465    $15,225      $3,240         $26,335"
"588      Boltz, Sebastien                                 $18,453    $14,026      $4,427         $80,776"
"589      Shyla, Yaraslav                                  $18,440     $6,387     $12,053        $131,172"
"590      Imai, Shintaro                                   $18,408    $12,808      $5,600         $57,111"
"591      Basso, Andrea                                    $18,402    $17,866        $536         $81,946"
"592      Klein, Brydan                                    $18,352    $11,011      $7,341        $673,647"
"593      Rondoni, Pietro                                  $18,263    $15,036      $3,227         $65,957"
"594      Sell, Karue                                      $18,170    $15,445      $2,725         $26,973"
"595      Fancutt, Thomas                                  $17,950    $11,228      $6,722         $48,651"
"596      Balzerani, Riccardo                              $17,946    $14,145      $3,801         $30,221"
"597      Khabibulin, Timur                                $17,942     $3,850     $14,092         $62,507"
"598      Pavlioutchenkov, Alexander                       $17,923     $1,868     $16,055         $48,304"
"599      Fonio, Giovanni                                  $17,888    $14,308      $3,580         $26,928"
"600      Ficovich, Juan Pablo                             $17,736    $14,614      $3,122         $60,051"
"601      Rikl, Patrik                                     $17,667    $13,777      $3,890         $27,820"
"602      Cornut-Chauvinc, Antoine                         $17,653    $16,389      $1,264         $20,141"
"603      Gomez, Alejandro                                 $17,602    $11,283      $6,319         $66,960"
"604      Erler, Alexander                                 $17,561    $14,669      $2,892         $30,699"
"605      Toledo Bague, Pol                                $17,539    $14,959      $2,580         $84,984"
"606      Vukic, Aleksandar                                $17,505    $16,455      $1,050         $44,900"
"607      Gao, Xin                                         $17,479     $8,407      $9,072        $106,359"
"608      Salman, Omar                                     $17,461    $14,898      $2,563         $46,309"
"609      Saraiva, Bernardo                                $17,418     $7,547      $9,871         $37,531"
"610      Poljak, David                                    $17,379    $13,349      $4,030         $44,996"
"611      Galoppini, Davide                                $17,354    $14,463      $2,891         $45,035"
"612      Galarza, Juan Ignacio                            $17,308    $11,975      $5,333         $90,434"
"613      Motti, Alessandro                                $17,286     $1,145     $16,141        $295,810"
"614      Semmler, Miguel                                  $17,280    $14,422      $2,858         $56,671"
"615      Uesugi, Kaito                                    $17,194     $8,526      $8,668         $28,512"
"616      Giner, Marc                                      $17,123    $12,164      $4,959        $147,182"
""
"Page 14 of 100                    Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                            ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                      YTD   Singles    Doubles           Career"
"617      Thomas, Danny                                      $17,083     $7,161      $9,922         $34,676"
"618      Matos, Rafael                                      $17,074    $11,187      $5,887         $48,876"
"619      Vilardo, Francesco                                 $17,064    $13,707      $3,357         $70,857"
"620      Rajski, Maciej                                     $17,050    $13,776      $3,274         $44,464"
"621      Galarneau, Alexis                                  $16,835    $13,470      $3,365         $20,899"
"622      Smith, Roy                                         $16,788    $16,608        $180         $19,840"
"623      Nikles, Johan                                      $16,774    $11,548      $5,226         $45,711"
"624      Ejupovic, Elmar                                    $16,758    $14,956      $1,802         $44,736"
"625      Dalla Valle, Enrico                                $16,751    $11,434      $5,317         $30,940"
"626      Petrone, Alessandro                                $16,740    $15,642      $1,098         $55,365"
"627      Ochi, Makoto                                       $16,713    $14,601      $2,112         $52,561"
"628      Negritu, Christoph                                 $16,668    $12,354      $4,314         $44,018"
"629      Martinez, Mateo Nicolas                            $16,654    $12,824      $3,830         $72,210"
"630      Turchetti, Nicolo                                  $16,544    $11,625      $4,919         $31,894"
"631      Villanueva, Gonzalo                                $16,535    $14,817      $1,718         $50,121"
"632      Berrettini, Jacopo                                 $16,481    $14,038      $2,443         $23,087"
"633      Loffhagen, George                                  $16,477    $16,291        $186         $16,633"
"634      Van de Zandschulp, Botic                           $16,475    $13,375      $3,100         $52,684"
"635      Added, Dan                                         $16,451     $9,133      $7,318         $24,322"
"636      Angele, Jaimee Floyd                               $16,390    $15,109      $1,281         $18,782"
"637      Molcan, Alex                                       $16,374    $15,936        $438         $41,765"
"638      Razborsek, Nik                                     $16,340    $14,802      $1,538         $44,503"
"639      Walkow, Szymon                                     $16,307     $2,910     $13,397         $34,389"
"640      Orlov, Vladyslav                                   $16,303     $9,551      $6,752         $27,650"
"641      Paul, Jakub                                        $16,299    $10,394      $5,905         $18,475"
"642      Galdos, Sergio                                     $16,256         $0     $16,256        $135,212"
"643T     Garanganga, Takanyi                                $16,254    $15,824        $430        $115,374"
"643T     Hidalgo, Diego                                     $16,254     $9,808      $6,446         $39,040"
"645      Lawson, Alex                                       $16,226         $0     $16,226         $35,434"
"646      Niki, Takuto                                       $16,218    $10,721      $5,497        $146,023"
"647      Patino, Luis                                       $16,186    $10,776      $5,410         $86,457"
"648      Paz, Juan Pablo                                    $16,135    $12,132      $4,003         $95,225"
"649      Polasek, Filip                                     $16,132         $0     $16,132        $992,031"
"650      Petit, Gabriel                                     $16,101    $14,015      $2,086         $31,931"
"651      Tchoutakian, Maxime                                $16,095    $12,810      $3,285         $41,601"
"652      Hua, Runhao                                        $16,015     $6,160      $9,855         $19,841"
"653      Ly, Nam Hoang                                      $16,009    $13,403      $2,606         $42,388"
"654      Chepelev, Andrey                                   $16,002    $14,124      $1,878         $23,140"
"655      Ilhan, Marsel                                      $15,878    $15,824         $54      $1,360,747"
"656      Pichler, David                                     $15,692     $9,888      $5,804         $55,644"
"657      Adams, Harrison                                    $15,684    $12,463      $3,221         $26,450"
"658      Lazov, Alexandar                                   $15,656    $13,093      $2,563        $111,513"
"659      Drzewiecki, Karol                                  $15,622     $5,202     $10,420         $40,375"
"660      Olivieri, Genaro Alberto                           $15,597    $11,947      $3,650         $29,274"
""
"Page 15 of 100                      Statistics/ Prize Money/ Current        Report as of Dec 30, 2018"
"                             ATP Prize Money Leaders (US$)"
"Rankings Date:Dec 31, 2018"
"Money"
"Rank Player                                                     YTD   Singles    Doubles           Career"
"661      Haerteis, Johannes                                $15,573    $11,448      $4,125         $46,342"
"662      Etcheverry, Tomas Martin                          $15,512    $12,596      $2,916         $18,785"
"663      Sijsling, Igor                                    $15,504    $12,970      $2,534      $2,166,403"
"664      Vrbensky, Michael                                 $15,440    $11,397      $4,043         $20,370"
"665      Martos Gornes, Sergio                             $15,412     $5,531      $9,881         $61,458"
"666      Mansouri, Skander                                 $15,397    $11,244      $4,153         $36,818"
"667      Trusendi, Walter                                  $15,395     $8,062      $7,333        $189,369"
"668      Podzus, Martins                                   $15,391    $12,404      $2,987         $53,183"
"669      Bellier, Antoine                                  $15,333     $9,934      $5,399         $64,990"
"670      Ritschard, Alexander                              $15,279    $12,733      $2,546         $35,692"
"671      Meligeni Rodrigues Alves, Felipe                  $15,214    $10,645      $4,569         $26,579"
"672      Wehnelt, Kai                                      $15,209    $10,763      $4,446         $17,060"
"673      Fatic, Nerman                                     $15,201    $12,671      $2,530         $48,708"
"674      Wu, Tung-Lin                                      $15,167    $11,828      $3,339         $39,899"
"675      Pel, David                                        $15,153         $0     $15,153         $58,049"
"676      Egea, Franco Emanuel                              $15,035    $10,133      $4,902         $38,955"
"677      Sakamoto, Pedro                                   $14,981    $13,388      $1,593         $74,641"
"678      Igoshin, Alexander                                $14,968    $10,360      $4,608         $69,292"
"679      Hassan, Benjamin                                  $14,925    $13,354      $1,571         $27,845"
"680      Correia, Jordan                                   $14,907    $14,017        $890         $25,572"
"681      Lopez San Martin, Alvaro                          $14,906    $13,771      $1,135         $40,000"
"682      Krainik, Pavel                                    $14,852    $11,962      $2,890         $69,308"
"683      Chrysochos, Petros                                $14,836    $13,576      $1,260         $33,471"
"684      Arconada, Jordi                                   $14,735    $11,744      $2,991         $18,586"
"685      Konecny, Michal                                   $14,710    $11,343      $3,367        $174,732"
"686      Song, Min-Kyu                                     $14,685     $8,585      $6,100         $40,989"
"687      Olaso, Guillermo                                  $14,621    $10,738      $3,883        $273,319"
"688      Pereira, Jose                                     $14,587    $12,163      $2,424        $151,585"
"689      Frunza, Nicolae                                   $14,534    $11,783      $2,751         $38,879"
"690      Diep, Florent                                     $14,525    $11,179      $3,346         $53,948"
"691      Satral, Jan                                       $14,508    $13,410      $1,098        $331,824"
"692      Lescure, Mick                                     $14,482     $9,717      $4,765         $67,336"
"693T     Jahn, Jeremy                                      $14,449    $13,160      $1,289        $123,031"
"693T     Slobodchikov, Ronald                              $14,449    $12,580      $1,869         $42,192"
"695      He, Yecong                                        $14,413    $12,017      $2,396         $68,670"
"696      Martinez, Luis David                              $14,327       $936     $13,391        $108,511"
"697      Paroulek, Tadeas                                  $14,320    $12,094      $2,226         $17,406"
"698      Gennaro, Dante                                    $14,319    $11,901      $2,418         $47,301"
"699      Gengel, Marek                                     $14,288     $7,929      $6,359         $33,193"
"700      Johnson, Luke                                     $14,249     $7,261      $6,988         $24,900"
