Rank,Player,YTD,Singles,Doubles,Career
102,"Chardy, Jeremy",654217,558812,95405,7093244
103,"Hrbaty, Dominik",0,0,0,7070095
104,"Knowles, Mark",0,0,0,7058933
105,"Zverev, Alexander",5108998,5006313,102685,7041628
106,"Philippoussis, Mark",0,0,0,6987402
107,"Pioline, Cedric",0,0,0,6921029
108,"Mayer, Florian",728102,673616,54486,6914734
109,"Dolgopolov, Alexandr",940757,934290,6467,6894349
110,"Rosset, Marc",0,0,0,6812693
111,"Cuevas, Pablo",1546063,1124361,421702,6727812
112,"Medvedev, Andrei",0,0,0,6721598
113,"Bhupathi, Mahesh",0,0,0,6665907
114,"Chela, Juan Ignacio",0,0,0,6572494
115,"Gulbis, Ernests",317146,317146,0,6459404
116,"Kubot, Lukasz",1366800,0,1366800,6449184
117,"Dodig, Ivan",782197,82067,700130,6350790
118,"Lapentti, Nicolas",1245,0,1245,6315143
119,"Mathieu, Paul-Henri",202806,180965,21841,6299093
120,"Gaudio, Gaston",0,0,0,6066156
121,"Tursunov, Dmitry",175377,174837,540,5920125
122,"Coria, Guillermo",0,0,0,5915620
123,"Hlasek, Jakob",0,0,0,5890993
124,"Montanes, Albert",23525,23525,0,5866340
125,"Larsson, Magnus",0,0,0,5839451
126,"Carreno Busta, Pablo",3009359,2843305,166054,5746293
127,"Damm, Martin",0,0,0,5735972
128,"Malisse, Xavier",0,0,0,5694825
129,"Forget, Guy",0,0,0,5669934
130,"Kyrgios, Nick",1925500,1787646,137854,5514920
131,"Gilbert, Brad",0,0,0,5509060
132,"Ramos-Vinolas, Albert",1781770,1643204,138566,5425723
133,"Muller, Gilles",1341306,1227494,113812,5403128
134,"Jarryd, Anders",0,0,0,5378067
135,"Sanchez, Emilio",0,0,0,5339395
136,"Istomin, Denis",718235,699225,19010,5336016
137,"Mantilla, Felix",0,0,0,5332214
138,"Tomic, Bernard",517025,488564,28461,5293195
139,"Canas, Guillermo",0,0,0,5285575
140,"Haase, Robin",1166634,1036252,130382,5269193
141,"Melo, Marcelo",1358429,0,1358429,5249152
142,"Wheaton, David",0,0,0,5238401
143,"Pavel, Andrei",0,0,0,5225028
144,"Schalken, Sjeng",0,0,0,5192798
145,"Paire, Benoit",1116763,1022828,93935,5179002
146,"Black, Byron",0,0,0,5159775
147,"Bellucci, Thomaz",471300,439419,31881,5157757
148,"Kucera, Karol",0,0,0,5061125
149,"Spadea, Vincent",180,0,180,5004860
150,"Roger-Vasselin, Edouard",353534,0,353534,4966003
151,"Vilas, Guillermo",0,0,0,4923882
152,"Eltingh, Jacco",0,0,0,4920410
153,"Rochus, Olivier",0,0,0,4905754
154,"Vacek, Daniel",0,0,0,4803388
155,"Lu, Yen-Hsun",483796,442787,41009,4796896
156,"Mayer, Leonardo",703146,655888,47258,4784952
157,"Stakhovsky, Sergiy",301426,288598,12828,4783571
158,"Mannarino, Adrian",1333177,1279672,53505,4758169
159,"Pospisil, Vasek",379326,324685,54641,4748682
160,"Bolelli, Simone",262512,214496,48016,4726425
161,"Berasategui, Alberto",0,0,0,4676187
162,"Gustafsson, Magnus",0,0,0,4545489
163,"Norman, Magnus",0,0,0,4537247
164,"Pouille, Lucas",2041133,1953511,87622,4514157
165,"Soares, Bruno",681760,0,681760,4510512
166,"Andreev, Igor",0,0,0,4510376
167,"Sanchez, Javier",0,0,0,4427811
168,"Reneberg, Richey",0,0,0,4407308
169,"Becker, Benjamin",60768,60768,0,4399584
170,"Gomez, Andres",0,0,0,4385130
171,"Siemerink, Jan",0,0,0,4347693
172,"Massu, Nicolas",0,0,0,4343298
173,"Tecau, Horia",774621,0,774621,4340044
174,"Hanescu, Victor",0,0,0,4330340
175,"Andujar, Pablo",518,518,0,4301653
176,"Sousa, Joao",776642,704606,72036,4296925
177,"Leach, Rick",0,0,0,4293554
178,"Giraldo, Santiago",244747,242497,2250,4278893
179,"Klizan, Martin",381271,360936,20335,4274759
180,"Clavet, Francisco",0,0,0,4271881
181,"Johnson, Steve",1005440,933228,72212,4231510
182,"Young, Donald",926672,713155,213517,4216868
183,"Ullyett, Kevin",0,0,0,4138771
184,"Zverev, Mischa",1479705,1276820,202885,4115572
185,"Rosol, Lukas",155127,150488,4639,4096004
186,"Rojer, Jean-Julien",784537,0,784537,4095533
187,"Ram, Rajeev",548020,69490,478530,4092933
188,"El Aynaoui, Younes",366,258,108,4044667
189,"Lorenzi, Paolo",1152042,979470,172572,4039685
190,"Ancic, Mario",0,0,0,4024686
191,"Herbert, Pierre-Hugues",1190783,548422,642361,4021201
192,"Berlocq, Carlos",448194,412192,36002,4018067
193,"Prinosil, David",0,0,0,4016496
194,"Gabashvili, Teymuraz",135174,128665,6509,3998721
195,"Volandri, Filippo",0,0,0,3949631
196,"Lopez, Marc",449557,0,449557,3922419
197,"Leconte, Henri",0,0,0,3917596
198,"Petzschner, Philipp",147605,0,147605,3911273
199,"Ginepri, Robby",0,0,0,3897123
200,"Matkowski, Marcin",211626,1025,210601,3892175
201,"Martin, Alberto",0,0,0,3840885
202,"Peya, Alexander",192403,0,192403,3837848
203,"Starace, Potito",0,0,0,3796316
204,"Stolle, Sandon",0,0,0,3762442
205,"Calleri, Agustin",0,0,0,3753387
206,"Janowicz, Jerzy",294600,283923,10677,3753236
207,"Tarango, Jeff",0,0,0,3730289
208,"Novacek, Karel",0,0,0,3729540
209,"Bopanna, Rohan",517790,0,517790,3726523
210,"Krickstein, Aaron",0,0,0,3710447
211,"Smid, Tomas",0,0,0,3699738
212,"Arthurs, Wayne",0,0,0,3687809
213,"Kukushkin, Mikhail",531828,524936,6892,3663017
214,"Borg, Bjorn",0,0,0,3655751
215,"Suk, Cyril",0,0,0,3651530
216,"Acasuso, Jose",0,0,0,3642422
217,"Harrison, Ryan",1336784,780131,556653,3624828
218,"Gambill, Jan-Michael",0,0,0,3612893
219,"Zeballos, Horacio",873266,707541,165725,3602816
220,"Arazi, Hicham",0,0,0,3602644
221,"Sela, Dudi",518288,474394,43894,3574712
222,"Ulihrach, Bohdan",0,0,0,3553302
223,"O'Brien, Alex",0,0,0,3526390
224,"Srichaphan, Paradorn",0,0,0,3459655
225,"Murray, Jamie",676388,0,676388,3445999
226,"Noah, Yannick",0,0,0,3440660
227,"Lindstedt, Robert",122795,0,122795,3415390
228,"Palmer, Jared",0,0,0,3413189
229,"Koubek, Stefan",0,0,0,3365024
230,"Volkov, Alexander",54,0,54,3362840
231,"Black, Wayne",0,0,0,3300258
232,"Grabb, Jim",0,0,0,3274155
233,"Stoltenberg, Jason",0,0,0,3259607
234,"Washington, MaliVai",0,0,0,3232565
235,"Stark, Jonathan",0,0,0,3220867
236,"Escude, Nicolas",0,0,0,3216150
237,"Olhovskiy, Andrei",0,0,0,3208620
238,"Fitzgerald, John",0,0,0,3207272
239,"Zabaleta, Mariano",0,0,0,3204127
240,"Kulti, Nicklas",0,0,0,3186946
241,"Gimeno-Traver, Daniel",33743,32878,865,3159310
242,"Carbonell, Tomas",0,0,0,3157584
243,"Dlouhy, Lukas",0,0,0,3141040
244,"Masur, Wally",0,0,0,3134718
245,"Costa, Carlos",0,0,0,3134189
246,"McEnroe, Patrick",0,0,0,3118316
247,"Falla, Alejandro",23660,22400,1260,3101331
248,"Chesnokov, Andrei",0,0,0,3084188
249,"Gaudenzi, Andrea",0,0,0,3063479
250,"Rikl, David",0,0,0,3063353
251,"Curren, Kevin",0,0,0,3055510
252,"Fyrstenberg, Mariusz",14812,0,14812,3053264
253,"Knowle, Julian",86376,0,86376,3048871
254,"Boetsch, Arnaud",0,0,0,3031247
255,"Schwartzman, Diego",1617789,1523297,94492,3013699
256,"Carlsen, Kenneth",0,0,0,2990980
257,"Darcis, Steve",567263,531591,35672,2989098
258,"Peers, John",1164647,0,1164647,2983689
259,"Portas, Albert",0,0,0,2972633
260,"Serra, Florent",0,0,0,2970611
261,"Sanguinetti, Davide",0,0,0,2935584
262,"Vesely, Jiri",782358,705189,77169,2917835
263,"Vicente, Fernando",0,0,0,2917616
264,"Connell, Grant",0,0,0,2911097
265,"Qureshi, Aisam-Ul-Haq",318009,3365,314644,2888043
266,"Lareau, Sebastien",0,0,0,2879682
267,"Hanley, Paul",0,0,0,2871560
268,"Kunitsyn, Igor",0,0,0,2861069
269,"Marach, Oliver",411160,2860,408300,2805021
270,"Delaitre, Olivier",0,0,0,2788904
271,"Delbonis, Federico",394982,378265,16717,2788347
272,"Gottfried, Brian",0,0,0,2782514
273,"Lacko, Lukas",323589,322215,1374,2780502
274,"Gerulaitis, Vitas",0,0,0,2778748
275,"Berrer, Michael",0,0,0,2766701
276,"Rochus, Christophe",0,0,0,2753294
277,"Fibak, Wojtek",0,0,0,2725403
278,"Kuznetsov, Andrey",492114,449285,42829,2712720
279,"Goellner, Marc-Kevin",0,0,0,2700899
280,"Galbraith, Patrick",0,0,0,2684136
281,"Mayotte, Tim",0,0,0,2663672
282,"Golubev, Andrey",17610,12896,4714,2663623
283,"Sa, Andre",92478,1520,90958,2649262
284,"Horna, Luis",0,0,0,2648482
285,"Ram, Andy",0,0,0,2647616
286,"Brown, Dustin",498874,455855,43019,2633386
287,"Mecir Sr., Miloslav",0,0,0,2632538
288,"Fromberg, Richard",0,0,0,2605740
289,"Coric, Borna",999819,994482,5337,2605378
290,"Sargsian, Sargis",0,0,0,2603732
291,"Gimelstob, Justin",0,0,0,2575522
292,"Dent, Taylor",0,0,0,2563378
293,"Meligeni, Fernando",0,0,0,2555367
294,"Adams, David",0,0,0,2534247
295,"Gicquel, Marc",294,0,294,2513519
296,"Squillari, Franco",0,0,0,2504591
297,"Erlich, Jonathan",94790,0,94790,2489972
298,"Moodie, Wesley",0,0,0,2455112
299,"Russell, Michael",0,0,0,2452569
300,"Dosedel, Slava",0,0,0,2452512
301,"Furlan, Renzo",0,0,0,2449043
302,"Raoux, Guillaume",0,0,0,2446506
303,"Steven, Brett",0,0,0,2439714
304,"Svensson, Jonas",0,0,0,2439702
305,"Cermak, Frantisek",0,0,0,2418073
306,"Mansdorf, Amos",0,0,0,2412691
307,"Jaziri, Malek",637500,582968,54532,2394064
308,"Kontinen, Henri",1159560,0,1159560,2388318
309,"Kriek, Johan",0,0,0,2383794
310,"Struff, Jan-Lennard",844842,781676,63166,2377544
311,"Ferreira, Ellis",0,0,0,2375220
312,"Lee, Hyung-Taik",0,0,0,2355686
313,"Ramirez Hidalgo, Ruben",36503,32325,4178,2346155
314,"Vizner, Pavel",0,0,0,2337009
315,"Steeb, Carl-Uwe",0,0,0,2320082
316,"Lajovic, Dusan",576309,548667,27642,2307855
317,"Johnson, Donald",0,0,0,2294044
318,"Bedene, Aljaz",656321,640720,15601,2289561
319,"Davis, Scott",0,0,0,2286711
320,"Pozzi, Gianluca",0,0,0,2272035
321,"Cherkasov, Andrei",0,0,0,2260281
322,"Yzaga, Jaime",0,0,0,2235560
323,"Ramirez, Raul",0,0,0,2217971
324,"Robert, Stephane",227700,212454,15246,2216454
325,"Golmard, Jerome",0,0,0,2215784
326,"Kamke, Tobias",103874,102890,984,2201296
327,"Phau, Bjorn",0,0,0,2189473
328,"Dzumhur, Damir",1038611,1012697,25914,2180869
329,"Hernych, Jan",258,258,0,2178092
330,"Berankis, Ricardas",292296,287300,4996,2164087
331,"Marrero, David",118355,0,118355,2161964
332,"Sijsling, Igor",32098,29494,2604,2150767
333,"Aspelin, Simon",0,0,0,2121037
334,"Edmund, Kyle",965395,952699,12696,2117993
335,"Beck, Karol",54,0,54,2110636
336,"Casal, Sergio",0,0,0,2107745
337,"Alami, Karim",0,0,0,2087596
338,"Nastase, Ilie",0,0,0,2076761
339,"Nystrom, Joakim",0,0,0,2074947
340,"Klaasen, Raven",444268,0,444268,2071139
341,"Flach, Ken",0,0,0,2065246
342,"Bogomolov Jr., Alex",0,0,0,2054594
343,"Karbacher, Bernd",0,0,0,2043057
344,"Brands, Daniel",97964,97964,0,2037887
345,"Tillstrom, Mikael",0,0,0,2030525
346,"Matosevic, Marinko",25438,24958,480,2029540
347,"Pate, David",0,0,0,2028823
348,"Chiudinelli, Marco",107358,92614,14744,2023620
349,"Norman, Dick",0,0,0,2019581
350,"Dibbs, Eddie",0,0,0,2016426
351,"Filippini, Marcelo",0,0,0,2016190
352,"Agenor, Ronald",0,0,0,2014601
353,"Clerc, Jose-Luis",0,0,0,1987036
354,"Fleming, Peter",0,0,0,1986799
355,"Ebden, Matthew",215049,193408,21641,1970540
356,"Vliegen, Kristof",0,0,0,1964020
357,"Estrella Burgos, Victor",369615,354188,15427,1958311
358,"Cash, Pat",0,0,0,1950345
359,"Marchenko, Illya",175920,172487,3433,1944899
360,"Hernandez, Oscar",0,0,0,1943856
361,"Donskoy, Evgeny",449050,435654,13396,1935575
362,"Van Rensburg, Christo",0,0,0,1912831
363,"Groth, Sam",202684,108347,94337,1906262
364,"Woodruff, Chris",0,0,0,1900659
365,"Pella, Guido",479913,460121,19792,1892801
366,"Seguso, Robert",0,0,0,1888353
367,"Burgsmuller, Lars",0,0,0,1887164
368,"Jaite, Martin",0,0,0,1873881
369,"Gonzalez, Maximo",91913,65665,26248,1862417
370,"Khachanov, Karen",1258619,1157784,100835,1848679
371,"Arrese, Jordi",0,0,0,1847136
372,"Dancevic, Frank",64489,57529,6960,1844432
373,"Voinea, Adrian",0,0,0,1836277
374,"Ondruska, Marcos",0,0,0,1835129
375,"Blanco, Galo",0,0,0,1832691
376,"Norval, Piet",0,0,0,1832303
377,"Arias, Jimmy",0,0,0,1831140
378,"Nargiso, Diego",0,0,0,1807857
379,"Solomon, Harold",0,0,0,1802769
380,"Kohlmann, Michael",0,0,0,1798467
381,"Gonzalez, Santiago",302211,780,301431,1788867
382,"Puerta, Mariano",0,0,0,1781372
383,"Pugh, Jim",0,0,0,1780466
384,"Smith, Stan",0,0,0,1774811
385,"Soeda, Go",155146,150392,4754,1766781
386,"Haider-Maurer, Andreas",133054,117807,15247,1755614
387,"Bracciali, Daniele",96,0,96,1749116
388,"Arnold Ker, Lucas",0,0,0,1745936
389,"Macpherson, David",0,0,0,1729899
390,"Butorac, Eric",0,0,0,1728454
391,"Cabal, Juan Sebastian",312614,0,312614,1726806
392,"Sluiter, Raemon",0,0,0,1726539
393,"Kavcic, Blaz",175023,166752,8271,1719516
394,"de Bakker, Thiemo",14820,14658,162,1719418
395,"Rublev, Andrey",1336027,1296168,39859,1697899
396,"Tanner, Roscoe",0,0,0,1696198
397,"Holm, Henrik",0,0,0,1693931
398,"Frana, Javier",0,0,0,1691848
399,"Chung, Hyeon",1062462,1040510,21952,1687063
400,"Perez-Roldan, Guillermo",0,0,0,1686459
401,"Smyczek, Tim",203049,201309,1740,1677406
402,"Kudla, Denis",144223,130621,13602,1666932
403,"Pescosolido, Stefano",0,0,0,1657671
404,"Lipsky, Scott",109578,1465,108113,1657526
405,"Guccione, Chris",32859,0,32859,1654903
406,"Teltscher, Eliot",0,0,0,1653997
407,"Skoff, Horst",0,0,0,1651858
408,"Schwank, Eduardo",0,0,0,1648048
409,"Annacone, Paul",0,0,0,1646602
410,"Kuhnen, Patrik",0,0,0,1646328
411,"Mergea, Florin",196362,0,196362,1634331
412,"Cipolla, Flavio",16816,1447,15369,1626514
413,"Rostagno, Derrick",0,0,0,1621535
414,"Goldstein, Paul",0,0,0,1620456
415,"Sugita, Yuichi",744384,727829,16555,1613571
416,"Camporese, Omar",0,0,0,1610475
417,"Rosewall, Ken",0,0,0,1602700
418,"Stewart, Sherwood",0,0,0,1602565
419,"Vanek, Jiri",0,0,0,1600539
420,"Draper, Scott",0,0,0,1594598
421,"Dupuis, Antony",0,0,0,1591333
422,"Ashe, Arthur",0,0,0,1584909
423,"Levy, Harel",0,0,0,1579908
424,"Reynolds, Bobby",0,0,0,1573292
425,"Laver, Rod",0,0,0,1565413
426,"Beck, Andreas",0,0,0,1564600
427,"Verkerk, Martin",0,0,0,1564520
428,"Etlis, Gaston",0,0,0,1559459
429,"Gunthardt, Heinz",0,0,0,1550007
430,"Johansson, Joachim",0,0,0,1549039
431,"Kim, Kevin",0,0,0,1545970
432,"Mancini, Alberto",0,0,0,1535520
433,"Visser, Danie",0,0,0,1528201
434,"Mertinak, Michal",0,0,0,1511590
435,"Korolev, Evgeny",0,0,0,1510466
436,"Pimek, Libor",0,0,0,1509018
437,"Dutra Silva, Rogerio",551939,451505,100434,1504125
438,"Dewulf, Filip",0,0,0,1503987
439,"De Schepper, Kenny",126330,116303,10027,1499015
440,"Braasch, Karsten",0,0,0,1497244
441,"Mattar, Luiz",0,0,0,1484831
442,"Mello, Ricardo",0,0,0,1484044
443,"Nijssen, Tom",0,0,0,1474432
444,"Roig, Francisco",0,0,0,1466830
445,"Devvarman, Somdev",0,0,0,1459122
446,"Donaldson, Jared",854935,840088,14847,1457145
447,"Sanchez, David",0,0,0,1451767
448,"Edmondson, Mark",0,0,0,1451680
449,"Zivojinovic, Slobodan",0,0,0,1450654
450,"Muller, Gary",0,0,0,1447445
451,"Gil, Fred",23723,14276,9447,1441779
452,"Taroczy, Balazs",0,0,0,1437443
453,"Huey, Treat",131949,1025,130924,1430337
454,"Boutter, Julien",0,0,0,1430283
455,"Hajek, Jan",0,0,0,1427267
456,"Scanlon, Bill",0,0,0,1427007
457,"Teacher, Brian",0,0,0,1426514
458,"Farah, Robert",248949,0,248949,1425189
459,"Eagle, Joshua",0,0,0,1421375
460,"Witsken, Todd",0,0,0,1420910
461,"Vassallo Arguello, Martin",0,0,0,1420101
462,"Basilashvili, Nikoloz",759349,732876,26473,1409671
463,"Higueras, Jose",0,0,0,1406355
464,"Apell, Jan",0,0,0,1404957
465,"Bemelmans, Ruben",294967,289066,5901,1402730
466,"Ruud, Christian",0,0,0,1399813
467,"Orantes, Manuel",0,0,0,1398303
468,"Zib, Tomas",0,0,0,1395816
469,"Saulnier, Cyril",0,0,0,1391494
470,"Delgado, Ramon",0,0,0,1385410
471,"Mayer, Gene",0,0,0,1382422
472,"Vinciguerra, Andreas",0,0,0,1381556
473,"Kratzmann, Mark",0,0,0,1378936
474,"Millman, John",320327,297602,22725,1377211
475,"Caratti, Cristiano",0,0,0,1368916
476,"Dreekmann, Hendrik",0,0,0,1366435
477,"Kendrick, Robert",0,0,0,1365211
478,"Riba, Pere",5109,5013,96,1360863
479,"de Jager, John-Laffnie",0,0,0,1357700
480,"Pernfors, Mikael",0,0,0,1357188
481,"Fleurian, Jean-Philippe",0,0,0,1352977
482,"Kas, Christopher",0,0,0,1350322
483,"De Voest, Rik",0,0,0,1349991
484,"Cahill, Darren",0,0,0,1349247
485,"Luczak, Peter",0,0,0,1348936
486,"Krajinovic, Filip",608748,605365,3383,1346124
487,"Ilhan, Marsel",30958,30904,54,1344299
488,"Waske, Alexander",0,0,0,1339987
489,"Bates, Jeremy",0,0,0,1339965
490,"Evans, Daniel",429026,405918,23108,1339693
491,"Calatrava, Alex",0,0,0,1335933
492,"Przysiezny, Michal",10231,9908,323,1335820
493,"Amritraj, Vijay",0,0,0,1331913
494,"MacPhie, Brian",0,0,0,1331539
495,"Ilie, Andrew",0,0,0,1327838
496,"Greul, Simon",0,0,0,1320950
497,"Schaller, Gilbert",0,0,0,1317163
498,"Voltchkov, Vladimir",0,0,0,1315133
499,"Jensen, Luke",0,0,0,1313255
500,"Stafford, Grant",0,0,0,1307208
501,"Ito, Tatsuma",126793,124423,2370,1306945
502,"Souza, Joao",82726,71628,11098,1306528
503,"Prpic, Goran",0,0,0,1303639
504,"Roitman, Sergio",0,0,0,1296022
505,"Wilkison, Tim",0,0,0,1289085
506,"Gunnarsson, Jan",0,0,0,1285040
507,"Prieto, Sebastian",0,0,0,1271907
508,"Bastl, George",0,0,0,1271109
509,"Albot, Radu",488359,467397,20962,1268479
510,"Krishnan, Ramesh",0,0,0,1263130
511,"Ventura, Santiago",0,0,0,1260406
512,"Bergstrom, Christian",0,0,0,1258492
513,"Okker, Tom",0,0,0,1257200
514,"Roux, Lionel",0,0,0,1255648
515,"Champion, Thierry",0,0,0,1255229
516,"Montana, Francisco",0,0,0,1248094
517,"Bachinger, Matthias",47721,45706,2015,1243582
518,"Zemlja, Grega",31239,30789,450,1242858
519,"Saretta, Flavio",0,0,0,1239319
520,"De La Pena, Horacio",0,0,0,1234768
521,"Labadze, Irakli",0,0,0,1234668
522,"McNamee, Paul",0,0,0,1233615
523,"Gumy, Hernan",0,0,0,1226776
524,"Ward, James",67987,67537,450,1222984
525,"Navarro, Ivan",96,0,96,1222289
526,"Friedl, Leos",0,0,0,1221403
527,"Inglot, Dominic",139381,0,139381,1221400
528,"Rodriguez, Martin",0,0,0,1221361
529,"Shelton, Bryan",0,0,0,1220283
530,"Alexander, John",0,0,0,1214079
531,"Oncins, Jaime",0,0,0,1211476
532,"Marin, Juan Antonio",0,0,0,1210117
533,"Broad, Neil",0,0,0,1205610
534,"Minar, Ivo",860,416,444,1199719
535,"Burillo, Jordi",0,0,0,1198126
536,"Haggard, Chris",0,0,0,1196035
537,"van Lottum, John",0,0,0,1188163
538,"Baker, Brian",167559,10003,157556,1184653
539,"Coetzee, Jeff",0,0,0,1178517
540,"Daniel, Marcos",0,0,0,1177189
541,"Marray, Jonathan",3525,0,3525,1173631
542,"Kroslak, Jan",0,0,0,1169329
543,"Gojowczyk, Peter",411025,410401,624,1169213
544,"Jones, Kelly",0,0,0,1168278
545,"Lutz, Robert",0,0,0,1165276
546,"Di Pasquale, Arnaud",0,0,0,1162796
547,"Venus, Michael",612032,6895,605137,1162656
548,"Kratochvil, Michel",0,0,0,1159379
549,"Odesnik, Wayne",0,0,0,1155255
550,"Copil, Marius",377973,365038,12935,1153837
551,"Capdeville, Paul",0,0,0,1150846
552,"Wang, Jimmy",5270,3920,1350,1143626
553,"Gilbert, Rodolphe",96,0,96,1143269
554,"Lisnard, Jean-Rene",0,0,0,1142109
555,"Levine, Jesse",0,0,0,1131456
556,"Lundgren, Peter",0,0,0,1130516
557,"Pless, Kristian",0,0,0,1127884
558,"Schapers, Michiel",0,0,0,1124730
559,"Gullikson, Tim",0,0,0,1121880
560,"Bagnis, Facundo",261153,224746,36407,1120190
561,"Matsuoka, Shuzo",0,0,0,1117112
562,"Tebbutt, Michael",0,0,0,1114448
563,"Florent, Andrew",0,0,0,1113285
564,"Pala, Petr",0,0,0,1106011
565,"Davin, Franco",0,0,0,1101560
566,"Jelen, Eric",0,0,0,1100059
567,"Udomchoke, Danai",0,0,0,1095170
568,"Pavic, Mate",501475,10410,491065,1094004
569,"Denton, Steve",0,0,0,1084664
570,"Mamiit, Cecil",0,0,0,1084438
571,"Michibata, Glenn",0,0,0,1081667
572,"Munoz de la Nava, Daniel",30851,29728,1123,1080506
573,"Pereira, Nicolas",0,0,0,1077159
