Rank,Player,YTD,Singles,Doubles,Career
47,"Moutet, Corentin",1549136,1531711,17425,5568741
48,"Muller, Alexandre",1539373,1421571,117802,3789541
49,"Zeballos, Horacio",1527730,0,1527730,10225667
50,"Fils, Arthur",1509191,1464031,45160,5944702
51,"Granollers, Marcel",1499226,0,1499226,15868397
52,"Altmaier, Daniel",1483733,1481497,2236,4806363
53,"Etcheverry, Tomas Martin",1460283,1352402,107881,5301668
54,"Baez, Sebastian",1456361,1389186,67175,5881488
55,"Marozsan, Fabian",1445209,1396753,48456,3683928
56,"Bergs, Zizou",1435594,1382401,53193,2909238
57T,"Arevalo, Marcelo",1430481,0,1430481,5045990
57T,"Pavic, Mate",1430481,0,1430481,8186546
59,"Kecmanovic, Miomir",1382732,1323725,59007,8108760
60,"Korda, Sebastian",1376445,1182353,194092,8277494
61,"Skupski, Neal",1355926,0,1355926,5669749
62,"Giron, Marcos",1346209,1286363,59846,6316187
63,"Salisbury, Joe",1310031,0,1310031,6850718
64,"Martinez, Pedro",1305228,1110036,195192,5651523
65,"Thompson, Jordan",1299785,1028560,271225,9339086
66,"Mpetshi Perricard, Giovanni",1271143,1183294,87849,2970018
67,"Arnaldi, Matteo",1233978,1198472,35506,4359291
68,"Berrettini, Matteo",1222092,1178756,43336,13740670
69,"Struff, Jan-Lennard",1220713,1179841,40872,12197748
70,"Opelka, Reilly",1212298,1206053,6245,5710657
71,"Halys, Quentin",1204883,1101440,103443,4552568
72,"Ugo Carabelli, Camilo",1193740,1107687,86053,2045959
73,"Bonzi, Benjamin",1181578,1094928,86650,4173564
74,"Mannarino, Adrian",1157288,1131766,25522,14238654
75,"Hurkacz, Hubert",1153504,1148175,5329,18461087
76,"Brooksby, Jenson",1153180,1123768,29412,3289485
77,"Monfils, Gael",1132623,1127483,5140,24497757
78,"Fearnley, Jacob",1125036,1083543,41493,1437663
79,"Dzumhur, Damir",1105311,1050929,54382,6315964
80,"Vukic, Aleksandar",1101895,1066368,35527,3443937
81,"Hijikata, Rinky",1085290,773367,311923,3448029
82,"Comesana, Francisco",1080132,1034833,45299,1868706
83,"Majchrzak, Kamil",1035022,1028358,6664,3155929
84,"Bellucci, Mattia",1027936,960121,67815,1842557
85,"Navone, Mariano",1024278,980327,43951,2296037
86,"Shevchenko, Alexander",1019367,999897,19470,2962233
87,"Bautista Agut, Roberto",1019026,1019026,0,19920650
88,"Tabilo, Alejandro",1000548,945627,54921,4375233
89,"Walton, Adam",990688,922589,68099,1747601
90,"Bu, Yunchaokete",963391,891149,72242,1688726
91,"Quinn, Ethan",942022,899486,42536,1299651
92T,"Krawietz, Kevin",932566,0,932566,4857359
92T,"Puetz, Tim",932566,0,932566,3978906
94,"van de Zandschulp, Botic",928607,877775,50832,5811163
95,"Kovacevic, Aleksandar",916583,888532,28051,2269193
96,"Jarry, Nicolas",913759,895466,18293,7511368
97,"Vavassori, Andrea",908538,66850,841688,3240111
98,"Goffin, David",901165,860325,40840,18988566
99,"Cilic, Marin",875928,875928,0,32572614
100,"Medjedovic, Hamad",860346,845346,15000,2258822
101,"Fucsovics, Marton",841447,841447,0,8087833
102,"Carreno Busta, Pablo",838542,823119,15423,16944900
103,"O'Connell, Christopher",837419,824301,13118,3919553
104,"Bolelli, Simone",836860,0,836860,8077799
105,"Cazaux, Arthur",829085,798644,30441,2192586
106,"Gaston, Hugo",822955,818904,4051,3635691
107,"Nardi, Luca",805795,805795,0,2084145
108,"de Jong, Jesper",805620,782720,22900,1715830
109,"Royer, Valentin",803022,792575,10447,1051600
110,"Basavareddy, Nishesh",787813,787523,290,1111751
111,"Atmane, Terence",782407,781868,539,1407483
112,"Nishioka, Yoshihito",778758,778758,0,7366806
113,"McDonald, Mackenzie",771936,710040,61896,6926652
114,"Duckworth, James",767596,723695,43901,4846831
115,"Carballes Baena, Roberto",767240,736646,30594,6086768
116,"Safiullin, Roman",764056,741826,22230,4000757
117,"Blockx, Alexander",747361,740405,6956,888213
118,"Harrison, Christian",739383,0,739383,1467003
119,"Ofner, Sebastian",736874,732506,4368,3450368
120,"Schoolkate, Tristan",731169,690910,40259,1251912
121,"King, Evan",727545,0,727545,1375643
122,"Kopriva, Vit",687983,674433,13550,1564437
123,"Mektic, Nikola",669915,0,669915,6323106
124,"Djere, Laslo",641575,630259,11316,6610956
125,"Collignon, Raphael",619361,597961,21400,830667
126,"Harris, Billy",614085,594003,20082,1264666
127,"Lajovic, Dusan",588660,585625,3035,10382789
128,"Wong, Coleman",585687,571700,13987,882374
129,"Boyer, Tristan",581817,560537,21280,854698
130,"Basilashvili, Nikoloz",578777,578777,0,9451701
131,"Hanfmann, Yannick",575764,573434,2330,3800341
132,"Mochizuki, Shintaro",573843,568549,5294,1367060
133,"Faria, Jaime",570805,567313,3492,827360
134,"Nava, Emilio",568649,552129,16520,1526895
135,"Tseng, Chun-Hsin",558310,558310,0,1579816
136,"Landaluce, Martin",554723,554125,598,773920
137,"Dellien, Hugo",553171,552666,505,2930193
138,"Cerundolo, Juan Manuel",547616,545736,1880,1626421
139,"Garin, Cristian",546416,545939,477,6644987
140,"Nys, Hugo",544159,0,544159,2474546
141,"Blanchet, Ugo",541252,524926,16326,867440
142,"Passaro, Francesco",539714,535635,4079,1338217
143,"Doumbia, Sadio",539064,0,539064,1464720
144,"Herbert, Pierre-Hugues",537023,377130,159893,10074807
145,"Bhambri, Yuki",533042,0,533042,1993894
146,"Spizzirri, Eliot",527998,513824,14174,814317
147,"Riedi, Leandro",524667,524069,598,1044653
148,"Misolic, Filip",517200,514836,2364,1105581
149,"Goransson, Andre",516704,0,516704,1078137
150,"Reboul, Fabien",514068,0,514068,1398502
151,"Holt, Brandon",512171,494503,17668,1105186
152,"Roger-Vasselin, Edouard",510952,0,510952,8781909
153,"Gigante, Matteo",508601,508601,0,971938
154,"Ram, Rajeev",501582,0,501582,10253034
155,"Coric, Borna",480135,480135,0,13445108
156,"Moller, Elmer",475140,474385,755,570153
157,"Wawrinka, Stan",468243,464651,3592,37792029
158,"Venus, Michael",456173,0,456173,5187490
159,"Galan, Daniel Elahi",453418,451683,1735,3363301
160,"Harris, Lloyd",452164,451874,290,4602746
161,"Molteni, Andres",451616,0,451616,3028114
162,"Guinard, Manuel",449291,24151,425140,1182847
163,"Tirante, Thiago Agustin",443723,434611,9112,1302226
164,"Prizmic, Dino",433479,433479,0,753728
165,"Gomez, Federico Agustin",432517,407107,25410,646853
166,"Zhang, Zhizhen",427064,378404,48660,3890787
167,"Budkov Kjaer, Nicolai",424942,423590,1352,440414
168,"Zielinski, Jan",424404,0,424404,1862101
169,"Rocha, Henrique",419557,412868,6689,670396
170,"Cabral, Francisco",416394,2365,414029,884895
171,"Svrcina, Dalibor",415231,408641,6590,1000636
172,"Evans, Daniel",413338,402022,11316,9257216
173,"Kym, Jerome",411559,402695,8864,641968
174,"Miedler, Lucas",410290,1385,408905,1437173
175,"Pel, David",407501,0,407501,743016
176,"Shang, Juncheng",405135,386705,18430,2178342
177,"Gonzalez, Maximo",403139,0,403139,4591968
178,"Arends, Sander",399110,0,399110,921451
179,"Engel, Justin",397079,369450,27629,440206
180,"Zeppieri, Giulio",396277,396277,0,1352406
181,"Virtanen, Otto",389206,384806,4400,1265303
182,"McCabe, James",389120,388075,1045,682177
183,"Holmgren, August",388463,383332,5131,514375
184,"Monteiro, Thiago",387803,387803,0,4320125
185,"Krueger, Mitchell",384344,370205,14139,1888684
186,"Galloway, Robert",384046,0,384046,1085239
187,"Watanuki, Yosuke",380597,377594,3003,1485190
188,"Svajda, Zachary",379855,378810,1045,1266571
189,"Andreozzi, Guido",378053,1385,376668,2005671
190,"Seyboth Wild, Thiago",374809,374809,0,2258358
191,"Barrios Vera, Tomas",374790,364087,10703,1387102
192,"Buse, Ignacio",373311,368731,4580,464885
193,"Melo, Marcelo",369850,0,369850,8768017
194,"Daniel, Taro",363306,363306,0,4938771
195,"Burruchaga, Roman Andres",362876,358621,4255,774651
196,"Klein, Lukas",358620,356756,1864,1212612
197,"Romboli, Fernando",354917,0,354917,818717
198,"Eubanks, Christopher",351743,350565,1178,3834282
199,"Nishikori, Kei",350428,350428,0,26000435
200,"Verbeek, Sem",349721,0,349721,658133
201,"Peers, John",347296,0,347296,6225955
202,"Habib, Hady",346851,342741,4110,499386
203,"Jacquet, Kyrian",346304,329839,16465,727665
204,"Johnson, Luke",344655,0,344655,589902
205,"Taberner, Carlos",339000,336196,2804,1484143
206,"Tracy, JJ",336685,1180,335505,404410
207,"Arneodo, Romain",330667,0,330667,1048722
208,"Matos, Rafael",328404,555,327849,1274459
209,"Gaubas, Vilius",319909,319635,274,473183
210,"Pavlasek, Adam",319159,0,319159,1625677
211,"Erler, Alexander",316426,0,316426,1187423
212,"Mayot, Harold",315498,293425,22073,1152714
213,"Smith, John-Patrick",312921,0,312921,2182319
214,"Tu, Li",310037,279802,30235,912287
215,"Ficovich, Juan Pablo",309420,304721,4699,881660
216,"Droguet, Titouan",308420,306039,2381,793116
217,"Trungelliti, Marco",304005,298448,5557,2156637
218,"Jodar, Rafael",303614,303614,0,309133
219,"Smith, Colton",301132,285202,15930,324813
220,"Frantzen, Constantin",295682,555,295127,570983
221,"Cash, Robert",292909,0,292909,348018
222,"Bopanna, Rohan",292284,0,292284,7455122
223,"Llamas Ruiz, Pablo",291709,285021,6688,583781
224,"Krajicek, Austin",289730,0,289730,4105169
225,"Hassan, Benjamin",285783,278041,7742,730734
226,"Gille, Sander",285207,0,285207,1952551
227,"Lajal, Mark",279261,277776,1485,557587
228,"Gonzalez, Santiago",275677,0,275677,4539063
229,"Stricker, Dominic",273745,263847,9898,1935902
230,"Trotter, James",266249,260967,5282,375275
231,"Galarneau, Alexis",266010,253820,12190,653871
232,"Draxl, Liam",265786,236676,29110,433812
233,"Bolt, Alex",263330,262124,1206,2031625
234,"Van Assche, Luca",262373,262099,274,2137962
235,"Zhukayev, Beibit",261933,249814,12119,684699
236,"Wu, Yibing",256993,254218,2775,1453973
237,"Rodionov, Jurij",256309,246919,9390,1514410
238,"Diaz Acosta, Facundo",254615,254615,0,1447597
239,"Uchiyama, Yasutaka",251472,250022,1450,1903395
240,"Ebden, Matthew",250255,0,250255,6748640
241,"Behar, Ariel",247315,0,247315,1477930
242,"Fognini, Fabio",246729,244511,2218,19086549
243,"Grenier, Hugo",246579,243581,2998,1545050
244,"Onclin, Gauthier",246554,244980,1574,509498
245,"Kukushkin, Mikhail",244881,242990,1891,7515896
246,"Tomic, Bernard",244793,231225,13568,6650819
247,"Pinnington Jones, Jack",242699,240499,2200,341236
248,"Gasquet, Richard",242046,240347,1699,21490622
249,"Choinski, Jan",241507,241233,274,1011925
250,"Arribage, Theo",239913,1465,238448,422042
251,"Huesler, Marc-Andrea",238865,220254,18611,2077233
252,"Clarke, Jay",236120,229407,6713,1127706
253,"Kotov, Pavel",234446,233256,1190,2100368
254,"Vliegen, Joran",232250,0,232250,1901625
255,"Wallner, Mark",230837,1385,229452,306031
256,"Pacheco Mendez, Rodrigo",230461,212623,17838,357713
257,"Schnaitter, Jakob",229452,0,229452,321694
258,"Jasika, Omar",229090,226516,2574,755145
259,"Gojo, Borna",227341,215053,12288,1411324
260,"Collarini, Andrea",219098,210907,8191,1014277
261,"Nagal, Sumit",217873,216829,1044,1631781
262,"Haase, Robin",217726,952,216774,8650762
263,"Monday, Johannus",217551,195377,22174,317580
264,"Dougaz, Aziz",217230,213435,3795,651667
265,"Kubler, Jason",216771,191282,25489,2692510
266,"Damm, Martin",216430,214458,1972,538487
267,"Shimabukuro, Sho",216036,213436,2600,765875
268,"Murray, Jamie",214515,0,214515,7108049
269,"Kypson, Patrick",212185,211569,616,783151
270,"Neumayer, Lukas",212074,208296,3778,438490
271,"Withrow, Jackson",211633,0,211633,1752865
272,"Piros, Zsombor",211107,209843,1264,821688
273,"Rodesch, Chris",210743,208592,2151,260426
274,"Crawford, Oliver",209593,209593,0,495795
275,"Coppejans, Kimmer",208664,205354,3310,1402681
276,"Popko, Dmitry",208301,203316,4985,938570
277,"Fery, Arthur",205794,205633,161,539368
278,"Cina, Federico",201126,200654,472,227750
279,"Sakamoto, Rei",201038,190358,10680,245200
280,"Olivetti, Albano",195615,410,195205,1141161
281,"Sachko, Vitaliy",193702,172170,21532,620178
282,"Coria, Federico",193013,193013,0,3303680
283,"Tabur, Clement",192887,190445,2442,439087
284,"Pavlovic, Luka",192330,187807,4523,253859
285,"Pellegrino, Andrea",190961,182176,8785,956016
286,"Skatov, Timofey",188431,183925,4506,972076
287,"Loffhagen, George",188026,188026,0,362031
288,"Shimizu, Yuta",187475,173248,14227,496495
289,"Hemery, Calvin",185776,184345,1431,878902
290,"Cassone, Murphy",185385,182613,2772,247480
291,"Meligeni Alves, Felipe",183606,171501,12105,1363210
292,"Maestrelli, Francesco",182677,176134,6543,581840
293,"Seggerman, Ryan",182025,23305,158720,298463
294,"Nouza, Petr",181146,0,181146,371707
295,"Rikl, Patrik",179307,0,179307,298202
296,"Jianu, Filip Cristian",177527,173875,3652,377468
297,"Blanch, Darwin",175912,175367,545,235005
298,"Ymer, Elias",174025,172132,1893,2223149
299,"Luz, Orlando",172841,7700,165141,537171
300,"Dodig, Ivan",171093,0,171093,10548904
301,"Merida, Daniel",170256,164029,6227,253992
302,"Arnaboldi, Federico",169501,168616,885,299918
303,"Moro Canas, Alejandro",169472,166048,3424,514987
304,"Blancaneaux, Geoffrey",168802,134693,34109,1024858
305,"Kachmazov, Alibek",168540,166940,1600,436902
306,"Kyrgios, Nick",167233,148315,18918,12802482
307,"Ruusuvuori, Emil",165924,146318,19606,4336285
308,"Den Ouden, Guy",162967,162367,600,247675
309,"Ramos-Vinolas, Albert",162181,162181,0,11215461
310,"Gueymard Wayenburg, Sascha",161765,160446,1319,324083
311,"Ajdukovic, Duje",161124,160330,794,681939
312,"Lammons, Nathaniel",159634,385,159249,1570330
313,"Kovalik, Jozef",157948,157660,288,2249255
314,"Chidekh, Clement",157678,143608,14070,292564
315,"Bouquier, Arthur",157081,152741,4340,235171
316,"Kokkinakis, Thanasi",155723,143435,12288,4661450
317,"Sun, Fajing",155554,145111,10443,450304
318,"Dellien, Murkel",155149,144659,10490,407210
319,"Tarvet, Oliver",153280,153280,0,165798
320,"Jebens, Hendrik",152157,695,151462,449953
321,"Butvilas, Edas",149695,145646,4049,213078
322,"Guillen Meza, Alvaro",148842,143900,4942,270505
323,"Vallejo, Adolfo Daniel",148801,144243,4558,245983
324,"Searle, Henry",148542,136953,11589,268636
325,"Rodriguez Taverna, Santiago",147994,130441,17553,606561
326,"Mena, Facundo",143830,128249,15581,688133
327,"Rincon, Daniel",143326,131955,11371,480157
328,"Lestienne, Constant",142857,142567,290,2226728
329,"Mmoh, Michael",141689,139839,1850,2330276
330,"Bagnis, Facundo",141075,140785,290,3263172
331,"Barrientos, Nicolas",139938,3660,136278,840360
332,"Marterer, Maximilian",135922,135922,0,3180475
333,"Reyes-Varela, Miguel",135143,0,135143,899400
334,"Mejia, Nicolas",135086,123136,11950,377860
335,"Napolitano, Stefano",134681,131221,3460,1023237
336,"Balaji, N.Sriram",134362,0,134362,641362
337,"Martin Tiffon, Pol",133413,132866,547,290818
338,"Romios, Matthew",133047,0,133047,261722
339,"Dostanic, Stefan",132447,131132,1315,171660
340,"Martineau, Matteo",132362,123510,8852,492431
341,"Stevens, Bart",131378,0,131378,394275
342,"Rojer, Jean-Julien",131265,0,131265,7441151
343,"Hsu, Yu Hsiou",130286,107551,22735,769130
344,"Squire, Henri",130032,129200,832,498674
345,"Travaglia, Stefano",129886,121993,7893,2585554
346,"Durasovic, Viktor",128808,123108,5700,421021
347,"Gea, Arthur",125370,113811,11559,222197
348,"Noguchi, Rio",124292,107145,17147,437373
349,"Bollipalli, Rithvik Choudary",122727,0,122727,219487
350,"Zhou, Yi",121408,114448,6960,313632
351,"Echargui, Moez",120638,119745,893,291621
352,"Kirkov, Vasil",120023,0,120023,269654
353,"Samrej, Kasidit",118356,115705,2651,177295
354,"Paul, Jakub",117868,42932,74936,279943
355,"Escoffier, Antoine",117269,112144,5125,708879
356,"Reis Da Silva, Joao Lucas",114483,106649,7834,291623
357,"Trhac, Patrik",113712,1110,112602,190316
358,"Demoliner, Marcelo",113251,350,112901,1468554
359,"Martin, Andres",112218,104772,7446,186122
360,"Zheng, Michael",110650,106910,3740,192007
361,"Ho, Ray",109375,3655,105720,205708
362,"Willis, Marcus",108864,0,108864,399020
363,"Pouille, Lucas",108661,106962,1699,8834022
364,"Johns, Garrett",107826,101991,5835,159094
365,"Drzewiecki, Karol",107477,0,107477,275365
366,"Hidalgo, Diego",105650,0,105650,460041
367,"Heide, Gustavo",105611,100821,4790,426806
368,"Barrere, Gregoire",105529,93745,11784,3090067
369,"Kolar, Zdenek",103177,84953,18224,1173555
370,"Dedura, Diego",102964,102643,321,117456
371,"Zahraj, Patrick",101133,85204,15929,146675
372,"Sweeny, Dane",100536,94646,5890,585353
373,"Jacq, Gregoire",100310,508,99802,339287
374,"Koepfer, Dominik",100021,100021,0,3641907
375,"Barrena, Alex",99957,98533,1424,163827
376,"Vocel, Matej",99501,0,99501,160025
377,"Mikrut, Luka",99441,89374,10067,162311
378,"Schwaerzler, Joel",98381,75536,22845,178862
379,"Albot, Radu",98161,95780,2381,5481145
380,"Zink, Tyler",97794,88469,9325,158623
381,"Peniston, Ryan",97376,94699,2677,810358
382,"Stewart, Hamish",97249,87122,10127,130320
383,"Dodig, Matej",95522,86571,8951,169427
384,"Added, Dan",95119,79973,15146,414494
385,"Jubb, Paul",91453,91163,290,621661
386,"Sultanov, Khumoyun",90899,87310,3589,261822
387,"Chandrasekar, Anirudh",90302,0,90302,227981
388,"Bertrand, Robin",90016,83009,7007,203233
389,"Oberleitner, Neil",89644,37067,52577,205674
390,"Erhard, Mathys",88313,85069,3244,223917
391,"Prashanth, Vijay Sundar",86315,256,86059,339062
392,"Pereira, Tiago",86309,65833,20476,142259
393,"Prado Angelo, Juan Carlos",86049,79936,6113,141350
394,"Maloney, Patrick",84836,79182,5654,110122
395,"Bueno, Gonzalo",84669,82261,2408,187561
396,"Brouwer, Gijs",84418,84418,0,870407
397,"Yuzuki, Takeru",83704,1730,81974,116549
398,"Negritu, Christoph",83063,53292,29771,216843
399,"Topo, Marko",82222,79673,2549,210441
400,"Olivieri, Genaro Alberto",81860,78114,3746,598379
401,"Ellis, Blake",81852,65703,16149,292846
402,"Bertola, Remy",81834,79474,2360,230940
403,"Moreno De Alboran, Nicolas",81356,80776,580,823329
404,"Harper, Cleeve",81319,5693,75626,114992
405,"Shelbayh, Abdullah",80450,77625,2825,651513
406,"Yevseyev, Denis",77872,70042,7830,614750
407,"Geerts, Michael",77007,61050,15957,417755
408,"Roca Batalla, Oriol",76523,55966,20557,643348
409,"Gakhov, Ivan",76519,72071,4448,521149
410,"Purtseladze, Saba",76471,71985,4486,157064
411,"Varillas, Juan Pablo",75547,75547,0,1732387
412,"Kuzmanov, Dimitar",75402,74794,608,888262
413,"Tsitsipas, Petros",75339,11307,64032,496393
414,"Giustino, Lorenzo",75184,74737,447,1012499
415,"Cecchinato, Marco",73760,72402,1358,5104859
416,"Bondioli, Federico",72878,40080,32798,106640
417,"Barranco Cosano, Javier",72481,68684,3797,377748
418,"Soto, Matias",71995,48972,23023,200629
419,"Fatic, Nerman",71987,68640,3347,405736
420,"Houkes, Max",70338,66163,4175,178559
421,"Molcan, Alex",70290,70290,0,2307744
422,"Cui, Jie",70245,59150,11095,210907
423,"Midon, Lautaro",69410,62962,6448,116852
424,"Dutra da Silva, Daniel",68731,56739,11992,437104
425,"Polmans, Marc",68455,48148,20307,1845001
426,"Escobar, Gonzalo",68027,0,68027,1074293
427,"Broom, Charles",68001,44546,23455,356596
428,"Ferreira Silva, Frederico",67511,65743,1768,806698
429,"Villanueva, Gonzalo",65113,44798,20315,279873
430,"Hilderbrand, Trey",64898,12534,52364,102794
431,"Glinka, Daniil",64761,64761,0,125820
432,"Bailly, Gilles Arnaud",64524,64157,367,113176
433,"Mahut, Nicolas",64508,0,64508,12886495
434,"Simakin, Ilia",64319,56362,7957,118429
435,"Barton, Hynek",64008,54536,9472,113956
436,"Stalder, Reese",63748,2865,60883,291493
437,"Malige, Mae",63704,62075,1629,102302
438,"Uchida, Kaichi",63539,49476,14063,629181
439,"Andrade, Andres",63341,57724,5617,151898
440,"Arseneault, Nicolas",63225,50114,13111,74135
441,"Bayldon, Blake",63051,2945,60106,96803
442,"Michalski, Daniel",62743,61045,1698,246029
443,"Poljicak, Mili",62292,49130,13162,172040
444,"Vrbensky, Michael",61962,27910,34052,262786
445,"Kasnikowski, Maks",61855,61758,97,291235
446,"Matuszewski, Piotr",61784,0,61784,183208
447,"Sharipov, Marat",61762,54539,7223,133437
448,"Gray, Alastair",61735,60322,1413,290439
449,"Boscardin Dias, Pedro",60684,50423,10261,161041
450,"Masur, Daniel",60441,47842,12599,807740
451,"Sakellaridis, Stefanos",60397,52548,7849,203639
452,"Sanchez Jover, Carlos",59861,56701,3160,191404
453,"Caniato, Carlo Alberto",59841,33017,26824,73249
454,"Sanchez Izquierdo, Nikolas",59506,52319,7187,274454
455,"Hussey, Giles",59299,55038,4261,141763
456,"Paris, Joshua",58969,0,58969,138885
457,"Paris, Tom",58607,55137,3470,87514
458,"Denolly, Corentin",57624,48432,9192,295225
459,"Rehberg, Max Hans",57527,34148,23379,196739
460,"Boulais, Justin",57406,41614,15792,107481
461,"Gombos, Norbert",57325,56880,445,2311795
462,"Svajda, Trevor",56960,56030,930,92753
463,"Perez, Alfredo",56927,45495,11432,125557
464,"Hernandez, Alex",56812,50071,6741,151645
465,"Berrettini, Jacopo",56669,43842,12827,220915
466,"Alves, Mateus",55584,41412,14172,244659
467,"Gengel, Marek",55534,51010,4524,266484
468,"Pucinelli De Almeida, Matheus",55435,50932,4503,332132
469,"Ritschard, Alexander",55258,55258,0,783342
470,"Sels, Jelle",55170,50318,4852,391480
471,"Goldhoff, George",55059,240,54819,109241
472,"Kestelboim, Mariano",55055,30344,24711,209972
473,"Bar Biryukov, Petr",54981,45899,9082,96529
474,"Rosenkranz, Mats",54855,48432,6423,200542
475,"Kouame, Moise",54736,44167,10569,57455
476,"Bouzige, Moerani",54605,51863,2742,111008
477,"Karol, Milos",54577,31682,22895,123885
478,"Pichler, David",54444,7218,47226,242514
479,"Martin, Dan",54054,48400,5654,84294
480,"Kicker, Nicolas",53984,50875,3109,1217458
481,"Mies, Andreas",53880,0,53880,2275322
482,"Kadhe, Arjun",53614,0,53614,305172
483,"Mansouri, Skander",53259,0,53259,429169
484,"Dellavedova, Matthew",53040,52943,97,143771
485,"Brunold, Mika",52733,52733,0,121360
486,"Story, James",52654,45923,6731,65866
487,"Watt, James",52301,14095,38206,68864
488,"Bernet, Henry",52254,49180,3074,79567
489,"Gentzsch, Tom",51051,50005,1046,99929
490,"Ilagan, Andre",51046,45384,5662,87697
491,"Cervantes, Inigo",50867,0,50867,1185483
492,"Cornea, Victor",50552,0,50552,320311
493,"Kozlov, Stefan",50492,49162,1330,1079127
494,"Aguilar, Juan Carlos",50491,41956,8535,112526
495,"Cadenasso, Gianluca",50081,37954,12127,82240
496,"Stevenson, David",49668,0,49668,74753
497T,"Coulibaly, Eliakim",49611,45192,4419,127801
497T,"Torres, Juan Bautista",49611,45988,3623,197696
499,"Kopp, Sandro",49470,44205,5265,160291
500,"Couacaud, Enzo",49160,43924,5236,1370273
501,"van Rijthoven, Tim",49012,49012,0,838736
502,"Martin, Andrej",48834,44921,3913,1653083
503,"Romano, Filippo",48654,17803,30851,76480
504,"Ramanathan, Ramkumar",48587,11968,36619,1333389
505,"Rybakov, Alex",48450,45283,3167,227508
506,"Wendelken, Harry",48077,38330,9747,130828
507,"Vatutin, Alexey",47938,46016,1922,677400
508,"Watanabe, Seita",47380,2450,44930,102982
509,"Prihodko, Oleg",47026,40463,6563,185363
510,"Roncadelli, Franco",46585,37152,9433,125292
511,"Donski, Alexander",46314,14475,31839,182890
512,"Feldbausch, Kilian",46307,41253,5054,88076
513,"Langmo, Christian",46086,43078,3008,152805
514,"Martos Gornes, Sergio",45889,350,45539,270746
515,"Huang, Tsung-Hao",45888,25783,20105,113260
516,"Alvarez Varona, Nicolas",45587,41292,4295,191626
517,"Mrva, Maxim",45485,43520,1965,52233
518,"Janvier, Maxime",45430,41820,3610,1002756
519,"Bax, Florent",45198,41862,3336,100536
520,"Brunclik, Petr",45191,44297,894,56900
521,"Wu, Tung-Lin",45173,42719,2454,604471
522,"Nedunchezhiyan, Jeevan",45012,0,45012,546571
523,"Agamenone, Franco",44998,36660,8338,642287
524,"Elias, Gastao",44873,41654,3219,1554482
525,"Marinkov, Pavle",44867,41412,3455,80310
526,"Winter, Edward",44648,42564,2084,178360
527,"Imamura, Masamichi",44136,30902,13234,103522
528,"Bonding, Oliver",44040,42400,1640,45542
529,"Damas, Miguel",43596,42839,757,114734
530,"Carboni, Lorenzo",43488,34389,9099,68416
531,"Santillan, Akira",43375,35250,8125,538897
532,"Wiskandt, Max",43164,40070,3094,77721
